tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,prolific_id,condition
133,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_9f9ac89d,baseline_division_of_labor_v2,2bcef7229dd0701d,16.0,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)",61085504b0951e096d81185c,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
260,tomato,start cutting,CuttingBoard_02,CuttingBoard,02,start cutting tomato,player_9f9ac89d,baseline_division_of_labor_v2,2bcef7229dd0701d,86.5016676955987,70.5016676955987,0.0,0.0,0.0,1.0,1.0,"(5, 2)",61085504b0951e096d81185c,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
377,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_9f9ac89d,baseline_division_of_labor_v2,2bcef7229dd0701d,173.01086567410033,86.50919797850163,0.0,0.0,0.0,1.0,1.0,"(5, 2)",61085504b0951e096d81185c,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
436,plate,put down,Counter_22,Counter,22,put down plate on counter,player_9f9ac89d,baseline_division_of_labor_v2,2bcef7229dd0701d,227.48787525765894,54.47700958355861,0.0,0.0,0.0,1.0,1.0,"(5, 2)",61085504b0951e096d81185c,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
546,tomato_cut,pick up,CuttingBoard_02,CuttingBoard,02,pick up tomato_cut from cuttingboard,player_9f9ac89d,baseline_division_of_labor_v2,2bcef7229dd0701d,272.328993492299,44.84111823464005,0.0,0.0,0.0,1.0,1.0,"(5, 2)",61085504b0951e096d81185c,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
571,tomato_cut,assemble salad,Counter_22,Counter,22,assemble salad,player_9f9ac89d,baseline_division_of_labor_v2,2bcef7229dd0701d,272.328993492299,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)",61085504b0951e096d81185c,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
597,tomato_salad,pick up,Counter_22,Counter,22,pick up tomato_salad from counter,player_9f9ac89d,baseline_division_of_labor_v2,2bcef7229dd0701d,272.328993492299,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)",61085504b0951e096d81185c,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
717,tomato_salad,deliver,Delivery_63,Delivery,63,deliver tomato_salad,player_9f9ac89d,baseline_division_of_labor_v2,2bcef7229dd0701d,355.9503814147113,83.62138792241228,1.0,1.0,1.0,1.0,1.0,"(5, 2)",61085504b0951e096d81185c,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
777,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_9f9ac89d,baseline_division_of_labor_v2,2bcef7229dd0701d,387.95038141471133,32.00000000000006,1.0,0.0,1.0,1.0,1.0,"(5, 2)",61085504b0951e096d81185c,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
863,tomato,start cutting,CuttingBoard_02,CuttingBoard,02,start cutting tomato,player_9f9ac89d,baseline_division_of_labor_v2,2bcef7229dd0701d,458.4520491103098,70.50166769559848,1.0,0.0,1.0,1.0,1.0,"(5, 2)",61085504b0951e096d81185c,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
