tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition
613,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,156.57767239420357,0.0,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
962,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,329.33320583339554,172.75553343919196,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1359,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,515.27578964217,185.9425838087745,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1524,plate,put down,Counter_34,Counter,34,put down plate on counter,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,576.3198077589417,61.04401811677167,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1797,plate,pick up,Dispenser_71,Dispenser,71,pick up plate from dispenser,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,637.3638258757211,61.0440181167794,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1989,plate,put down,Counter_35,Counter,35,put down plate on counter,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,719.8150089666455,82.45118309092436,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2188,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,827.0679278939313,107.2529189272858,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2294,tomato_cut,assemble salad,Counter_34,Counter,34,assemble salad,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,875.0679278939294,47.99999999999818,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2340,tomato_salad,pick up,Counter_34,Counter,34,pick up tomato_salad from counter,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,875.0679278939294,0.0,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2615,tomato_salad,deliver,Delivery_63,Delivery,63,deliver tomato_salad,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,974.2555936399491,99.18766574601966,1.0,1.0,1.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2815,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,1012.7873947108077,38.53180107085859,1.0,0.0,1.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
3153,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,1185.5429281500062,172.75553343919853,1.0,0.0,1.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
3718,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,1458.9855119588133,273.44258380880706,1.0,0.0,1.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
3867,plate,put down,Counter_35,Counter,35,put down plate on counter,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,1536.062636068327,77.07712410951376,1.0,0.0,1.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
4075,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_1897de74,encouraged_division_of_labor,5f419bfd1f9c85e6,1600.0626360683364,64.00000000000932,1.0,0.0,1.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
