tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,prolific_id,condition,source,last_touched,touched_list,tomato_history,plate_history,is_exchange_collaboration
170,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_870d18ed,encouraged_division_of_labor_v2,439a9ba5be5fa130,16.0,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)",65e375588229327640a29ad9,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_870d18ed_actions,,[],,,
208,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_681c15af,encouraged_division_of_labor_v2,439a9ba5be5fa130,163.09165035854724,0.0,0.0,0.0,0.0,1.0,1.0,"(1, 2)",6732dd2ad292849faaca9cd3,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_681c15af_actions,,[],,,
236,tomato,put down,Counter_22,Counter,22,put down tomato on counter,player_870d18ed,encouraged_division_of_labor_v2,439a9ba5be5fa130,54.48322308577236,38.48322308577236,0.0,0.0,0.0,1.0,1.0,"(5, 2)",65e375588229327640a29ad9,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_870d18ed_actions,player_870d18ed,['player_870d18ed'],,,
356,tomato,start cutting,CuttingBoard_02,CuttingBoard,2,start cutting tomato,player_681c15af,encouraged_division_of_labor_v2,439a9ba5be5fa130,326.03826459424846,162.94661423570122,0.0,0.0,0.0,1.0,1.0,"(1, 2)",6732dd2ad292849faaca9cd3,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_681c15af_actions,player_681c15af,['player_681c15af'],,,
458,tomato,pick up,Counter_22,Counter,22,pick up tomato from counter,player_870d18ed,encouraged_division_of_labor_v2,439a9ba5be5fa130,226.96919798213813,172.48597489636578,0.0,0.0,0.0,1.0,1.0,"(5, 2)",65e375588229327640a29ad9,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_870d18ed_actions,player_870d18ed,['player_870d18ed'],,,False
486,tomato,start cutting,CuttingBoard_03,CuttingBoard,3,start cutting tomato,player_870d18ed,encouraged_division_of_labor_v2,439a9ba5be5fa130,242.96919798213813,16.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)",65e375588229327640a29ad9,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_870d18ed_actions,player_870d18ed,"['player_870d18ed', 'player_870d18ed']",,,
656,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_870d18ed,encouraged_division_of_labor_v2,439a9ba5be5fa130,403.0225500027142,160.05335202057606,0.0,0.0,0.0,1.0,1.0,"(5, 2)",65e375588229327640a29ad9,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_870d18ed_actions,,[],,,
718,plate,put down,Counter_22,Counter,22,put down plate on counter,player_870d18ed,encouraged_division_of_labor_v2,439a9ba5be5fa130,457.49955958627265,54.47700958355847,0.0,0.0,0.0,1.0,1.0,"(5, 2)",65e375588229327640a29ad9,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_870d18ed_actions,player_870d18ed,['player_870d18ed'],,,
726,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_681c15af,encouraged_division_of_labor_v2,439a9ba5be5fa130,627.0940585506974,301.0557939564489,0.0,0.0,0.0,1.0,1.0,"(1, 2)",6732dd2ad292849faaca9cd3,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_681c15af_actions,,[],,,
808,plate,put down,Counter_24,Counter,24,put down plate on counter,player_681c15af,encouraged_division_of_labor_v2,439a9ba5be5fa130,694.976309544604,67.88225099390661,0.0,0.0,0.0,1.0,1.0,"(1, 2)",6732dd2ad292849faaca9cd3,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_681c15af_actions,player_681c15af,['player_681c15af'],,,
