tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition
358,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_d6a5beb9,encouraged_division_of_labor,62a3a41cb6181a55,16.0,0.0,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
484,tomato,put down,Counter_33,Counter,33,put down tomato on counter,player_d6a5beb9,encouraged_division_of_labor,62a3a41cb6181a55,54.4832230857718,38.4832230857718,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
598,tomato,pick up,Counter_33,Counter,33,pick up tomato from counter,player_d6a5beb9,encouraged_division_of_labor,62a3a41cb6181a55,54.4832230857718,0.0,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
769,tomato,start cutting,CuttingBoard_10,CuttingBoard,10,start cutting tomato,player_d6a5beb9,encouraged_division_of_labor,62a3a41cb6181a55,210.7962855600381,156.3130624742663,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1175,plate,pick up,Dispenser_71,Dispenser,71,pick up plate from dispenser,player_d6a5beb9,encouraged_division_of_labor,62a3a41cb6181a55,402.8737760620004,192.0774905019623,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1415,plate,put down,CuttingBoard_10,CuttingBoard,10,put down plate on cuttingboard,player_d6a5beb9,encouraged_division_of_labor,62a3a41cb6181a55,594.5229849586752,191.64920889667485,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1415,tomato_cut,pick up,CuttingBoard_10,CuttingBoard,10,pick up tomato_cut from cuttingboard,player_d6a5beb9,encouraged_division_of_labor,62a3a41cb6181a55,594.5229849586752,0.0,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1540,tomato_cut,put down,Counter_34,Counter,34,put down tomato_cut on counter,player_d6a5beb9,encouraged_division_of_labor,62a3a41cb6181a55,648.9999945422318,54.47700958355654,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1777,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_d6a5beb9,encouraged_division_of_labor,62a3a41cb6181a55,786.4773204299908,137.47732588775898,1.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1931,plate,put down,Counter_35,Counter,35,put down plate on counter,player_d6a5beb9,encouraged_division_of_labor,62a3a41cb6181a55,863.4630854090536,76.98576497906288,1.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
