tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition,source,last_touched,touched_list,tomato_history,plate_history,is_exchange_collaboration
670,tomato_cut,pick up,Counter_32,Counter,32,pick up tomato_cut from counter,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,410.1191659031644,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_53e52b93,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93']",,,True
704,tomato_cut,put down,Counter_32,Counter,32,put down tomato_cut on counter,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,410.1191659031644,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_3fbf3a32,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32']",,,
783,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,374.5245931784154,48.00000000000006,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93']",,,
874,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,374.5245931784154,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93']",,,False
928,tomato_cut,put down,Counter_03,Counter,3,put down tomato_cut on counter,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,413.0078162641873,38.483223085771954,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93']",,,
956,tomato,pick up,Counter_33,Counter,33,pick up tomato from counter,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,429.0078162641874,16.000000000000114,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,['player_53e52b93'],,,False
1002,tomato_cut,pick up,Counter_32,Counter,32,pick up tomato_cut from counter,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,455.37399989910415,45.25483399593975,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_53e52b93,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93']",,,True
1002,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,461.00781626418745,32.00000000000006,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,"['player_53e52b93', 'player_53e52b93']",,,
1061,tomato_cut,put down,Counter_02,Counter,2,put down tomato_cut on counter,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,482.2731067996405,26.899106900536367,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_3fbf3a32,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32']",,,
1076,tomato_cut,pick up,Counter_02,Counter,2,pick up tomato_cut from counter,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,482.2731067996405,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_3fbf3a32,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32']",,,False
1096,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,461.00781626418745,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,"['player_53e52b93', 'player_53e52b93']",,,False
1124,tomato_cut,put down,Counter_34,Counter,34,put down tomato_cut on counter,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,520.6183418594985,38.345235059858,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_3fbf3a32,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32']",,,
1124,tomato,pick up,Counter_34,Counter,34,pick up tomato from counter,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,520.6183418594985,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_3fbf3a32,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32']",,,False
1131,tomato_cut,put down,Counter_32,Counter,32,put down tomato_cut on counter,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,477.0078162641875,16.000000000000057,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93']",,,
1191,tomato,pick up,Counter_35,Counter,35,pick up tomato from counter,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,525.007816264187,47.99999999999949,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,"['player_53e52b93', 'player_53e52b93']",,,False
1273,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,589.0078162641844,63.999999999997385,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93']",,,
1329,tomato,start cutting,CuttingBoard_10,CuttingBoard,10,start cutting tomato,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,575.0953514430552,54.47700958355665,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_3fbf3a32,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32']",,,
1409,tomato_cut,pick up,CuttingBoard_10,CuttingBoard,10,pick up tomato_cut from cuttingboard,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,575.0953514430552,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_3fbf3a32,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32']",,,False
1438,tomato_cut,put down,Counter_01,Counter,1,put down tomato_cut on counter,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,575.0953514430552,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_3fbf3a32,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32']",,,
1452,tomato_cut,pick up,Counter_01,Counter,1,pick up tomato_cut from counter,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,575.0953514430552,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_3fbf3a32,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32']",,,False
1478,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,774.8937325652403,185.8859163010559,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,,[],,,
1536,plate,put down,Counter_33,Counter,33,put down plate on counter,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,820.1485665611781,45.254833995937815,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,['player_53e52b93'],,,
1571,tomato_cut,pick up,Counter_32,Counter,32,pick up tomato_cut from counter,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,836.1485665611774,15.999999999999318,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93']",,,False
1595,tomato_cut,assemble salad,Counter_33,Counter,33,assemble salad,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,852.1485665611767,15.999999999999318,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,['player_53e52b93'],"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_53e52b93']",['player_53e52b93'],False
1647,tomato_salad,pick up,Counter_33,Counter,33,pick up tomato_salad from counter,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,852.1485665611767,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,['player_53e52b93'],"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_53e52b93']",['player_53e52b93'],False
1696,tomato_salad,deliver,Delivery_63,Delivery,63,deliver tomato_salad,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,868.148566561176,15.999999999999318,1.0,1.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,"['player_53e52b93', 'player_53e52b93']","['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_53e52b93']",['player_53e52b93'],
1745,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,906.6317896469476,38.48322308577167,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,,[],,,
1786,tomato_cut,put down,Counter_33,Counter,33,put down tomato_cut on counter,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,734.7522894290669,159.6569379860117,1.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_3fbf3a32,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32']",,,
1793,plate,put down,Counter_32,Counter,32,put down plate on counter,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,945.1150127327196,38.48322308577201,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,['player_53e52b93'],,,
1846,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,983.5982358184914,38.48322308577167,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,,[],,,
1882,tomato_cut,pick up,Counter_33,Counter,33,pick up tomato_cut from counter,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,734.7522894290669,0.0,1.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_3fbf3a32,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32']",,,False
1925,plate,put down,Counter_35,Counter,35,put down plate on counter,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,1060.5840007975532,76.98576497906186,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,['player_53e52b93'],,,
1946,tomato_cut,assemble salad,Counter_32,Counter,32,assemble salad,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,750.7522894290663,15.999999999999432,1.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_53e52b93,['player_3fbf3a32'],"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32']",['player_53e52b93'],True
1951,tomato_salad,pick up,Counter_32,Counter,32,pick up tomato_salad from counter,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,750.7522894290663,0.0,1.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_3fbf3a32,['player_3fbf3a32'],"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32']",['player_53e52b93'],False
1961,tomato_cut,pick up,Counter_34,Counter,34,pick up tomato_cut from counter,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,1076.5840007975526,15.999999999999318,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_3fbf3a32,"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32']",,,True
1989,tomato_salad,put down,Counter_32,Counter,32,put down tomato_salad on counter,player_3fbf3a32,encouraged_division_of_labor,77d9d6716a47bac6,750.7522894290663,0.0,1.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_3fbf3a32_actions,player_3fbf3a32,"['player_3fbf3a32', 'player_3fbf3a32']","['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32']",['player_53e52b93'],
1991,tomato_cut,assemble salad,Counter_35,Counter,35,assemble salad,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,1092.584000797552,15.999999999999318,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,['player_53e52b93'],"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_53e52b93']",['player_53e52b93'],False
2006,tomato_salad,pick up,Counter_35,Counter,35,pick up tomato_salad from counter,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,1092.584000797552,0.0,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,['player_53e52b93'],"['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_53e52b93']",['player_53e52b93'],False
2039,tomato_salad,deliver,Delivery_64,Delivery,64,deliver tomato_salad,player_53e52b93,encouraged_division_of_labor,77d9d6716a47bac6,1115.211417795521,22.62741699796879,2.0,1.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_53e52b93_actions,player_53e52b93,"['player_53e52b93', 'player_53e52b93']","['player_53e52b93', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_53e52b93', 'player_53e52b93', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_3fbf3a32', 'player_53e52b93']",['player_53e52b93'],
