tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition,source,last_touched,touched_list,tomato_history,plate_history,is_exchange_collaboration
1080,plate,pick up,Dispenser_71,Dispenser,71,pick up plate from dispenser,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,548.896435106433,192.07749050196327,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,,[],,,
1104,tomato_cut,assemble salad,Counter_35,Counter,35,assemble salad,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,508.5350156014561,64.00000000000006,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,['player_ff6c077e'],"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",['player_ff6c077e'],False
1156,plate,put down,Counter_34,Counter,34,put down plate on counter,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,609.8986966942107,61.00226158777764,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,['player_835f5e5d'],,,
1159,tomato_salad,pick up,Counter_35,Counter,35,pick up tomato_salad from counter,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,564.6638074228381,56.12879182138198,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,['player_ff6c077e'],"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",['player_ff6c077e'],False
1168,tomato_salad,put down,Counter_35,Counter,35,put down tomato_salad on counter,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,564.6638074228381,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e']","['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",['player_ff6c077e'],
1199,tomato_salad,pick up,Counter_35,Counter,35,pick up tomato_salad from counter,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,564.6638074228381,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e']","['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",['player_ff6c077e'],False
1232,tomato_salad,deliver,Delivery_64,Delivery,64,deliver tomato_salad,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,587.2912244208071,22.62741699796902,1.0,1.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']","['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",['player_ff6c077e'],
1291,tomato_cut,pick up,CuttingBoard_10,CuttingBoard,10,pick up tomato_cut from cuttingboard,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,740.6509625910501,130.7522658968394,1.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,"['player_835f5e5d', 'player_835f5e5d']",,,False
1361,tomato_cut,assemble salad,Counter_34,Counter,34,assemble salad,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,795.1279721746067,54.47700958355665,1.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,['player_835f5e5d'],"['player_835f5e5d', 'player_835f5e5d', 'player_835f5e5d']",['player_835f5e5d'],False
1363,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,635.2912244208051,47.999999999997954,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,,[],,,
1438,tomato,put down,Counter_35,Counter,35,put down tomato on counter,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,705.7928921164012,70.5016676955961,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,['player_ff6c077e'],,,
1544,tomato,pick up,Counter_32,Counter,32,pick up tomato from counter,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,753.792892116399,47.99999999999784,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,['player_ff6c077e'],,,False
1578,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,932.7437568370482,137.61578466244146,1.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,,[],,,
1711,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,910.27886701277,156.4859748963711,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e']",,,
1795,tomato,start cutting,CuttingBoard_10,CuttingBoard,10,start cutting tomato,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1121.4988852151182,188.75512837807003,1.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,['player_835f5e5d'],,,
1881,tomato_salad,pick up,Counter_34,Counter,34,pick up tomato_salad from counter,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1175.975894798675,54.477009583556764,1.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,['player_835f5e5d'],"['player_835f5e5d', 'player_835f5e5d', 'player_835f5e5d']",['player_835f5e5d'],False
1912,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,910.27886701277,0.0,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e']",,,False
1959,tomato_cut,put down,Counter_32,Counter,32,put down tomato_cut on counter,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,926.2788670127696,15.999999999999432,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",,,
1962,tomato_salad,deliver,Delivery_64,Delivery,64,deliver tomato_salad,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1259.114669877559,83.13877507888401,2.0,1.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,"['player_835f5e5d', 'player_835f5e5d']","['player_835f5e5d', 'player_835f5e5d', 'player_835f5e5d']",['player_835f5e5d'],
1993,tomato,pick up,Counter_33,Counter,33,pick up tomato from counter,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,942.2788670127688,15.999999999999318,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,['player_ff6c077e'],,,False
2030,plate,pick up,Dispenser_71,Dispenser,71,pick up plate from dispenser,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1313.5916794611155,54.477009583556764,2.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,,[],,,
2049,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,974.2788670127676,31.99999999999875,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e']",,,
2084,plate,put down,Counter_33,Counter,33,put down plate on counter,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1358.8465134570536,45.254833995937815,2.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,['player_835f5e5d'],,,
2153,plate,pick up,Dispenser_71,Dispenser,71,pick up plate from dispenser,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1404.1013474529914,45.254833995937815,2.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,,[],,,
2219,plate,put down,Counter_34,Counter,34,put down plate on counter,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1465.1036090407724,61.00226158778105,2.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,['player_835f5e5d'],,,
2253,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,974.2788670127676,0.0,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e']",,,False
2361,tomato_cut,put down,Counter_35,Counter,35,put down tomato_cut on counter,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,1038.2788670127647,63.99999999999716,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",,,
2361,tomato,pick up,Counter_35,Counter,35,pick up tomato from counter,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,1038.2788670127647,0.0,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",,,False
2456,plate,pick up,Counter_33,Counter,33,pick up plate from counter,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1634.339098023386,169.23548898261356,2.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,['player_835f5e5d'],,,False
2466,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,1102.2788670127627,63.999999999997954,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",,,
2548,plate,put down,Counter_33,Counter,33,put down plate on counter,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1634.339098023386,0.0,2.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,"['player_835f5e5d', 'player_835f5e5d']",,,
2614,tomato_cut,pick up,CuttingBoard_10,CuttingBoard,10,pick up tomato_cut from cuttingboard,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1672.822321109158,38.4832230857719,2.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,['player_835f5e5d'],,,False
2680,tomato_cut,assemble salad,Counter_33,Counter,33,assemble salad,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1711.3055441949305,38.48322308577258,2.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,['player_835f5e5d'],"['player_835f5e5d', 'player_835f5e5d']","['player_835f5e5d', 'player_835f5e5d']",False
2698,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,1102.2788670127627,0.0,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",,,False
2713,tomato_salad,pick up,Counter_33,Counter,33,pick up tomato_salad from counter,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1711.3055441949305,0.0,2.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,['player_835f5e5d'],"['player_835f5e5d', 'player_835f5e5d']","['player_835f5e5d', 'player_835f5e5d']",False
2762,tomato_cut,put down,Counter_33,Counter,33,put down tomato_cut on counter,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,1134.2788670127622,31.999999999999545,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",,,
2814,tomato_salad,deliver,Delivery_64,Delivery,64,deliver tomato_salad,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1810.4106836461033,99.10513945117282,3.0,1.0,2.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,"['player_835f5e5d', 'player_835f5e5d']","['player_835f5e5d', 'player_835f5e5d']","['player_835f5e5d', 'player_835f5e5d']",
2861,tomato_cut,pick up,Counter_33,Counter,33,pick up tomato_cut from counter,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1833.038100644072,22.62741699796879,3.0,0.0,2.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",,,True
2897,tomato_cut,assemble salad,Counter_34,Counter,34,assemble salad,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1849.0381006440712,15.999999999999318,3.0,0.0,2.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,['player_835f5e5d'],"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_835f5e5d']",['player_835f5e5d'],False
2909,plate,pick up,Dispenser_71,Dispenser,71,pick up plate from dispenser,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,1287.7758975315069,153.49703051874462,3.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,,[],,,
2915,tomato_salad,pick up,Counter_34,Counter,34,pick up tomato_salad from counter,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1849.0381006440712,0.0,3.0,0.0,2.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,['player_835f5e5d'],"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_835f5e5d']",['player_835f5e5d'],False
2948,tomato_salad,deliver,Delivery_64,Delivery,64,deliver tomato_salad,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1865.0381006440707,15.999999999999318,4.0,1.0,3.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,player_835f5e5d,"['player_835f5e5d', 'player_835f5e5d']","['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e', 'player_835f5e5d']",['player_835f5e5d'],
2952,plate,assemble salad,Counter_32,Counter,32,assemble salad,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,1326.2591206172774,38.48322308577053,4.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,['player_ff6c077e'],"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",['player_ff6c077e'],False
3028,plate,pick up,Dispenser_71,Dispenser,71,pick up plate from dispenser,player_835f5e5d,encouraged_division_of_labor,3db2abb3f905feed,1919.5151102276277,54.477009583556764,4.0,0.0,3.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_835f5e5d_actions,,[],,,
3038,tomato_salad,pick up,Counter_32,Counter,32,pick up tomato_salad from counter,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,1371.5139546132152,45.254833995937815,4.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,['player_ff6c077e'],"['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",['player_ff6c077e'],False
3073,tomato_salad,deliver,Delivery_63,Delivery,63,deliver tomato_salad,player_ff6c077e,encouraged_division_of_labor,3db2abb3f905feed,1394.141371611184,22.62741699796879,5.0,1.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ff6c077e_actions,player_ff6c077e,"['player_ff6c077e', 'player_ff6c077e']","['player_ff6c077e', 'player_ff6c077e', 'player_ff6c077e']",['player_ff6c077e'],
