tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition,source,last_touched,touched_list,tomato_history,plate_history,is_exchange_collaboration
202,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_5a4ee634,encouraged_division_of_labor,0de9b806fe4cf4eb,16.0,0.0,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints",player_5a4ee634_actions,,[],,,
267,tomato,put down,Counter_33,Counter,33,put down tomato on counter,player_5a4ee634,encouraged_division_of_labor,0de9b806fe4cf4eb,54.4832230857718,38.4832230857718,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints",player_5a4ee634_actions,player_5a4ee634,['player_5a4ee634'],,,
404,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_4bbc6d3f,encouraged_division_of_labor,0de9b806fe4cf4eb,163.19484899715104,0.0,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints",player_4bbc6d3f_actions,,[],,,
456,tomato,pick up,Counter_33,Counter,33,pick up tomato from counter,player_5a4ee634,encouraged_division_of_labor,0de9b806fe4cf4eb,162.7962855643151,108.3130624785433,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints",player_5a4ee634_actions,player_5a4ee634,['player_5a4ee634'],,,False
466,tomato,put down,Counter_32,Counter,32,put down tomato on counter,player_4bbc6d3f,encouraged_division_of_labor,0de9b806fe4cf4eb,185.8222659951203,22.62741699796925,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints",player_4bbc6d3f_actions,player_4bbc6d3f,['player_4bbc6d3f'],,,
515,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_5a4ee634,encouraged_division_of_labor,0de9b806fe4cf4eb,194.7962855643152,32.000000000000085,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints",player_5a4ee634_actions,player_5a4ee634,"['player_5a4ee634', 'player_5a4ee634']",,,
590,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_4bbc6d3f,encouraged_division_of_labor,0de9b806fe4cf4eb,258.06339621588404,72.24113022076375,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints",player_4bbc6d3f_actions,,[],,,
684,plate,put down,Counter_33,Counter,33,put down plate on counter,player_4bbc6d3f,encouraged_division_of_labor,0de9b806fe4cf4eb,303.31823021182413,45.25483399594009,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints",player_4bbc6d3f_actions,player_4bbc6d3f,['player_4bbc6d3f'],,,
686,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_5a4ee634,encouraged_division_of_labor,0de9b806fe4cf4eb,194.7962855643152,0.0,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints",player_5a4ee634_actions,player_5a4ee634,"['player_5a4ee634', 'player_5a4ee634']",,,False
738,tomato_cut,assemble salad,Counter_33,Counter,33,assemble salad,player_5a4ee634,encouraged_division_of_labor,0de9b806fe4cf4eb,226.79628556431524,32.00000000000006,0.0,0.0,0.0,1.0,0.5,"(5, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints",player_5a4ee634_actions,player_4bbc6d3f,['player_5a4ee634'],"['player_5a4ee634', 'player_5a4ee634', 'player_5a4ee634']",['player_4bbc6d3f'],True
