x,y,tick,phase,distance_walked,walking_speed,cutting_speed,start_pos,prolific_id
40.0,24.0,2339,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2340,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2341,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2342,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2343,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2344,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2345,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2346,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2347,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2348,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2349,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2350,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2351,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2352,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2353,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2354,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2355,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2356,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2357,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2358,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2359,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2360,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2361,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2362,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2363,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2364,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2365,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2366,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2367,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2368,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2369,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2370,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2371,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2372,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2373,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2374,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2375,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2376,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2377,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2378,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2379,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2380,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2381,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2382,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2383,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2384,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2385,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2386,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2387,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2388,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2389,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
40.0,24.0,2390,train,1267.9944065342306,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
41.250000000000284,24.0,2391,train,1269.2444065342308,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
42.50000000000057,24.0,2392,train,1270.494406534231,1.0,1.0,"(5, 2)",5d5b4ffc1a12e70018ca1268
