episode,collisions_detected,collisions_rerouted,collisions_failed,pure_reward_ai_rl_1,modified_reward_ai_rl_1,deliver_ai_rl_1,salad_ai_rl_1,cut_ai_rl_1,plate_ai_rl_1,raw_food_ai_rl_1,counter_ai_rl_1,actions_asked_ai_rl_1,actions_blocked_ai_rl_1,inaccessible_actions_ai_rl_1,do_nothing_ai_rl_1,useless_floor_ai_rl_1,useless_wall_ai_rl_1,useless_counter_ai_rl_1,useful_counter_ai_rl_1,salad_assembly_ai_rl_1,destructive_food_dispenser_ai_rl_1,useful_food_dispenser_ai_rl_1,useless_cutting_board_ai_rl_1,useful_cutting_board_ai_rl_1,destructive_plate_dispenser_ai_rl_1,useful_plate_dispenser_ai_rl_1,useless_delivery_ai_rl_1,useful_delivery_ai_rl_1,inaccessible_tile_ai_rl_1,blocked_ai_rl_1,pure_reward_ai_rl_2,modified_reward_ai_rl_2,deliver_ai_rl_2,salad_ai_rl_2,cut_ai_rl_2,plate_ai_rl_2,raw_food_ai_rl_2,counter_ai_rl_2,actions_asked_ai_rl_2,actions_blocked_ai_rl_2,inaccessible_actions_ai_rl_2,do_nothing_ai_rl_2,useless_floor_ai_rl_2,useless_wall_ai_rl_2,useless_counter_ai_rl_2,useful_counter_ai_rl_2,salad_assembly_ai_rl_2,destructive_food_dispenser_ai_rl_2,useful_food_dispenser_ai_rl_2,useless_cutting_board_ai_rl_2,useful_cutting_board_ai_rl_2,destructive_plate_dispenser_ai_rl_2,useful_plate_dispenser_ai_rl_2,useless_delivery_ai_rl_2,useful_delivery_ai_rl_2,inaccessible_tile_ai_rl_2,blocked_ai_rl_2
0,8,3,5,5.0,-1005.2749660014223,0,0,0,4,1,21,94,5,40,5,0,0,5,22,0,1,2,4,0,1,3,6,0,40,5,15.0,-1196.2749607244768,0,1,1,2,4,26,115,5,55,5,0,0,4,28,1,6,1,2,1,3,1,3,0,55,5
episode,collisions_detected,collisions_rerouted,collisions_failed,pure_reward_ai_rl_1,modified_reward_ai_rl_1,deliver_ai_rl_1,salad_ai_rl_1,cut_ai_rl_1,plate_ai_rl_1,raw_food_ai_rl_1,counter_ai_rl_1,actions_asked_ai_rl_1,actions_blocked_ai_rl_1,inaccessible_actions_ai_rl_1,do_nothing_ai_rl_1,useless_floor_ai_rl_1,useless_wall_ai_rl_1,useless_counter_ai_rl_1,useful_counter_ai_rl_1,salad_assembly_ai_rl_1,destructive_food_dispenser_ai_rl_1,useful_food_dispenser_ai_rl_1,useless_cutting_board_ai_rl_1,useful_cutting_board_ai_rl_1,destructive_plate_dispenser_ai_rl_1,useful_plate_dispenser_ai_rl_1,useless_delivery_ai_rl_1,useful_delivery_ai_rl_1,inaccessible_tile_ai_rl_1,blocked_ai_rl_1,pure_reward_ai_rl_2,modified_reward_ai_rl_2,deliver_ai_rl_2,salad_ai_rl_2,cut_ai_rl_2,plate_ai_rl_2,raw_food_ai_rl_2,counter_ai_rl_2,actions_asked_ai_rl_2,actions_blocked_ai_rl_2,inaccessible_actions_ai_rl_2,do_nothing_ai_rl_2,useless_floor_ai_rl_2,useless_wall_ai_rl_2,useless_counter_ai_rl_2,useful_counter_ai_rl_2,salad_assembly_ai_rl_2,destructive_food_dispenser_ai_rl_2,useful_food_dispenser_ai_rl_2,useless_cutting_board_ai_rl_2,useful_cutting_board_ai_rl_2,destructive_plate_dispenser_ai_rl_2,useful_plate_dispenser_ai_rl_2,useless_delivery_ai_rl_2,useful_delivery_ai_rl_2,inaccessible_tile_ai_rl_2,blocked_ai_rl_2
0,3,1,2,17.0,-1331.274534611734,0,1,1,4,4,27,138,14,63,8,0,0,5,27,1,4,3,1,1,4,0,7,0,63,14,4.0,-1179.2742088734717,0,0,0,3,1,25,117,13,51,6,0,0,7,25,0,3,0,3,0,1,3,5,0,51,13
episode,collisions_detected,collisions_rerouted,collisions_failed,pure_reward_ai_rl_1,modified_reward_ai_rl_1,deliver_ai_rl_1,salad_ai_rl_1,cut_ai_rl_1,plate_ai_rl_1,raw_food_ai_rl_1,counter_ai_rl_1,actions_asked_ai_rl_1,actions_blocked_ai_rl_1,inaccessible_actions_ai_rl_1,do_nothing_ai_rl_1,useless_floor_ai_rl_1,useless_wall_ai_rl_1,useless_counter_ai_rl_1,useful_counter_ai_rl_1,salad_assembly_ai_rl_1,destructive_food_dispenser_ai_rl_1,useful_food_dispenser_ai_rl_1,useless_cutting_board_ai_rl_1,useful_cutting_board_ai_rl_1,destructive_plate_dispenser_ai_rl_1,useful_plate_dispenser_ai_rl_1,useless_delivery_ai_rl_1,useful_delivery_ai_rl_1,inaccessible_tile_ai_rl_1,blocked_ai_rl_1,pure_reward_ai_rl_2,modified_reward_ai_rl_2,deliver_ai_rl_2,salad_ai_rl_2,cut_ai_rl_2,plate_ai_rl_2,raw_food_ai_rl_2,counter_ai_rl_2,actions_asked_ai_rl_2,actions_blocked_ai_rl_2,inaccessible_actions_ai_rl_2,do_nothing_ai_rl_2,useless_floor_ai_rl_2,useless_wall_ai_rl_2,useless_counter_ai_rl_2,useful_counter_ai_rl_2,salad_assembly_ai_rl_2,destructive_food_dispenser_ai_rl_2,useful_food_dispenser_ai_rl_2,useless_cutting_board_ai_rl_2,useful_cutting_board_ai_rl_2,destructive_plate_dispenser_ai_rl_2,useful_plate_dispenser_ai_rl_2,useless_delivery_ai_rl_2,useful_delivery_ai_rl_2,inaccessible_tile_ai_rl_2,blocked_ai_rl_2
0,8,3,5,21.0,-892.2742087660303,1,1,1,2,0,11,83,17,27,9,0,0,4,12,1,0,1,6,1,1,2,1,1,27,17,31.0,-1222.2736409988017,0,1,2,3,5,27,133,19,53,7,0,0,6,27,2,5,4,1,2,3,1,3,0,53,19
1,4,3,1,16.0,-1098.117199173641,0,1,1,2,5,18,102,10,43,7,0,0,5,18,1,5,2,2,1,2,1,5,0,43,10,14.0,-977.0039051236866,0,0,2,2,4,13,83,7,33,6,0,0,4,13,0,4,2,3,2,3,1,5,0,33,7
1,4,2,2,10.0,-966.4569080693841,0,0,0,5,5,14,81,4,27,6,0,0,3,14,0,2,4,1,1,11,1,7,0,27,4,20.0,-971.843130120943,0,1,2,2,5,25,97,16,29,4,0,0,6,25,1,5,1,5,2,2,0,1,0,29,16
1,8,3,5,4.0,-1258.273918849304,0,0,0,2,2,31,138,28,49,3,0,0,3,33,0,0,2,5,0,6,1,8,0,49,28,14.0,-943.2731359738294,0,0,1,5,5,17,72,4,27,2,0,0,0,17,0,8,1,3,1,6,1,2,0,27,4
1,8,2,6,9.0,-916.2749690290384,0,0,1,2,3,21,84,8,29,3,0,0,4,22,0,2,3,3,1,2,1,6,0,29,8,10.0,-1193.274966001327,0,0,1,1,5,26,125,12,48,3,0,0,11,30,0,5,4,2,1,2,0,7,0,48,12
1,3,1,2,11.0,-1004.2746260861405,0,0,0,4,7,31,106,12,29,8,0,0,4,32,0,9,2,2,0,2,3,3,0,29,12,26.0,-901.2743683036085,0,2,3,3,1,27,105,21,25,8,0,0,10,27,2,1,1,3,3,0,3,1,0,25,21
1,4,1,3,7.0,-1188.257084331915,0,0,0,3,4,28,126,11,44,14,0,0,5,29,0,5,2,1,0,8,1,6,0,44,11,2.0,-881.2564574101812,0,0,0,2,0,36,98,12,22,10,0,0,4,37,0,1,0,6,0,4,1,1,0,22,12
1,10,4,6,3.0,-934.2749354974316,0,0,0,1,2,27,97,8,28,11,0,0,7,26,0,2,1,5,0,1,2,6,0,28,8,12.0,-1212.2749075590252,0,0,1,4,4,27,121,14,51,2,0,0,2,28,0,2,2,1,1,7,2,9,0,51,14
1,7,4,3,12.0,-1087.2739190581076,0,1,1,1,2,26,111,14,42,7,0,0,10,25,1,3,1,4,1,1,1,1,0,42,14,6.0,-1191.2731361869958,0,0,0,3,3,35,140,11,43,12,0,0,7,34,0,3,2,1,0,4,2,20,1,43,11
2,2,1,1,7.0,-902.2749707662224,0,0,0,3,4,30,96,4,25,6,0,0,9,31,0,5,2,1,0,0,4,9,0,25,4,9.0,-1070.274970766221,0,1,1,0,0,28,114,19,38,5,0,0,9,28,1,0,0,11,1,1,0,1,0,38,19
2,9,2,7,7.0,-868.0732220394001,0,0,0,4,3,16,73,8,19,7,0,0,3,17,0,2,1,4,1,8,1,2,0,19,8,15.0,-1258.9625418167793,0,1,1,2,4,22,126,13,52,6,0,0,9,22,1,5,2,0,2,4,1,9,0,52,13
2,5,2,3,11.0,-1040.0561705729926,0,0,0,7,4,37,111,8,35,4,0,0,6,38,0,8,1,1,0,3,4,3,0,35,8,16.0,-774.0561705716331,0,1,2,1,2,29,83,5,17,10,0,0,5,27,1,1,3,3,3,2,0,6,0,17,5
2,6,2,4,5.0,-1136.22381552335,0,0,0,3,2,18,111,18,44,7,0,0,10,20,0,2,0,4,0,1,2,3,0,44,18,21.0,-872.1862528750823,0,1,3,2,2,27,94,16,26,8,0,0,3,28,1,1,1,3,3,1,1,2,0,26,16
2,8,4,4,40.0,-783.273516328777,1,2,1,3,3,37,95,15,16,4,0,0,1,40,2,4,1,1,1,2,2,5,1,16,15,30.0,-749.2730611837236,1,0,1,2,4,30,83,7,19,5,0,0,5,31,0,0,4,1,2,1,2,5,1,19,7
2,6,3,3,15.0,-981.2749731045114,0,1,1,2,4,10,82,13,28,3,0,0,9,10,1,4,1,7,1,2,0,3,0,28,13,14.0,-1135.2749731045055,0,1,1,3,2,14,107,3,51,9,0,0,10,14,1,1,1,6,2,1,2,6,0,51,3
2,3,2,1,13.0,-835.506906093444,0,0,1,2,7,31,90,7,19,7,0,0,5,32,0,5,4,2,1,2,1,5,0,19,7,18.0,-826.5069060934433,0,1,2,1,4,19,78,11,18,5,0,0,5,18,1,2,3,8,2,1,0,4,0,18,11
2,4,1,3,6.0,-989.2652275419587,0,0,0,4,2,47,118,5,40,9,0,0,2,47,0,1,1,2,0,2,4,5,0,40,5,12.0,-890.2580259208349,0,1,1,1,2,32,93,18,25,3,0,0,3,31,1,1,2,7,1,1,0,0,0,25,18
3,3,2,1,17.0,-905.2453774371666,0,1,2,3,1,30,97,17,21,3,0,0,6,30,1,1,1,5,2,5,1,4,0,21,17,12.0,-870.2452589976546,0,1,0,2,5,30,87,10,23,3,0,0,5,30,1,4,3,2,0,2,1,3,0,23,10
3,4,0,4,10.0,-969.2693957911636,0,0,1,2,4,26,92,7,34,2,0,0,3,27,0,4,2,2,2,2,2,5,0,34,7,10.0,-1026.2693957911645,0,1,1,1,0,13,97,10,32,9,0,0,12,13,1,0,0,13,1,4,0,1,1,32,10
3,1,1,0,12.0,-986.2580527706973,0,1,0,3,4,43,113,6,35,8,0,0,4,43,1,4,1,5,0,3,2,1,0,35,6,8.0,-853.2455311815887,0,0,1,2,2,40,99,14,24,3,0,0,6,39,0,0,2,5,1,0,2,2,1,24,14
3,5,3,2,27.0,-763.0994037949627,0,1,1,4,4,15,66,7,12,6,0,0,0,15,1,1,3,4,1,9,2,5,0,12,7,23.0,-1238.7489545304957,1,1,1,2,2,13,121,14,58,7,0,0,8,14,1,2,2,6,1,1,1,5,1,58,14
3,4,3,1,17.0,-886.0655800954485,0,1,1,4,4,38,104,10,27,8,0,0,7,39,1,2,3,1,1,3,2,0,0,27,10,13.0,-879.0655800954476,0,0,1,4,5,17,75,8,21,2,0,0,4,19,0,4,1,3,1,4,2,6,0,21,8
3,5,2,3,14.0,-1012.2739190581008,0,1,0,5,4,24,98,7,34,5,0,0,9,24,1,3,4,1,0,6,2,2,0,34,7,7.0,-842.2731361869924,0,0,1,2,1,27,83,11,19,2,0,0,2,29,0,2,1,7,1,2,1,6,0,19,11
3,3,0,3,15.0,-1024.1862522587166,0,1,0,5,5,23,104,11,33,9,0,0,4,25,1,3,2,1,0,5,1,9,0,33,11,18.0,-845.186252258716,0,1,2,2,3,26,87,13,22,7,0,0,4,26,0,2,2,3,2,2,3,1,0,22,13
3,8,3,5,7.0,-1093.274971762907,0,0,0,3,4,27,118,13,38,10,0,0,10,29,0,3,2,1,0,4,2,6,0,38,13,6.0,-948.2749707662225,0,0,0,4,2,25,95,7,32,8,0,0,3,26,0,2,1,6,0,1,3,6,0,32,7
4,5,4,1,7.0,-831.2749731045103,0,0,0,4,3,23,75,2,21,4,0,0,5,25,0,2,2,3,0,4,2,5,0,21,2,14.0,-813.2749731045113,0,1,1,2,3,19,82,12,18,8,0,0,2,20,0,1,2,11,2,0,2,4,0,18,12
4,6,3,3,26.0,-799.2712841889457,0,1,0,6,5,32,88,11,10,6,0,0,5,34,1,6,1,5,0,5,2,2,0,10,11,27.0,-687.2709242086039,1,1,2,3,1,31,74,5,13,5,0,0,2,31,1,0,0,2,2,1,3,8,1,13,5
4,6,1,5,34.0,-886.6297016869321,1,1,0,7,2,16,92,3,33,8,0,0,8,18,0,1,1,2,0,2,6,9,1,33,3,35.0,-681.2050693273031,1,1,2,1,1,16,61,9,18,2,0,0,1,16,1,1,1,6,2,0,2,1,1,18,9
4,10,6,4,10.0,-870.4599660822306,0,0,0,5,5,29,86,5,21,6,0,0,4,31,0,6,2,1,0,5,2,3,0,21,5,14.0,-894.094033990967,0,1,1,2,3,18,81,10,24,5,0,0,1,19,1,2,2,6,1,4,0,6,0,24,10
4,11,6,5,10.0,-823.2717664120413,0,0,0,6,4,35,93,5,18,8,0,0,4,37,0,3,2,1,0,4,4,7,0,18,5,19.0,-888.2693901034419,0,2,2,0,1,38,106,15,25,7,0,0,7,39,2,0,0,5,2,2,0,2,0,25,15
4,6,4,2,17.0,-775.2693955882581,0,1,1,4,4,26,75,2,19,6,0,0,4,25,2,1,3,2,1,3,2,5,0,19,2,13.0,-907.2693955882581,0,1,1,2,2,18,80,9,25,7,0,0,0,20,0,3,0,4,1,4,1,6,0,25,9
4,13,9,4,28.0,-772.2685517224603,1,0,2,5,5,20,75,5,15,10,0,0,0,24,0,5,1,3,2,4,2,3,1,15,5,23.0,-834.2644135638827,0,1,1,2,2,26,80,7,22,4,0,0,3,28,1,4,1,1,1,3,2,3,0,22,7
4,5,4,1,20.0,-797.2749603586216,0,1,1,5,6,21,75,5,16,5,0,0,4,21,1,3,3,4,1,3,2,7,0,16,5,10.0,-934.2749600868214,0,0,2,0,2,24,96,18,26,8,0,0,6,24,0,2,1,8,2,0,0,1,0,26,18
5,5,2,3,22.0,-831.0565542885129,0,1,3,2,3,22,85,12,18,6,0,0,2,23,1,2,3,10,3,3,0,2,0,18,12,11.0,-839.056554288513,0,0,1,3,4,28,82,3,15,6,0,0,3,28,0,6,1,5,1,3,0,11,0,15,3
5,5,2,3,11.0,-799.2749729589755,0,0,0,7,4,23,71,3,16,2,0,0,5,24,0,4,1,1,1,4,5,5,0,16,3,14.0,-781.2749729589759,0,1,2,0,1,28,79,13,18,2,0,0,1,28,1,0,1,9,2,0,1,3,0,18,13
5,5,1,4,7.0,-876.0561705566665,0,0,0,3,4,28,86,12,17,2,0,0,5,28,0,8,3,2,1,2,2,4,0,17,12,15.0,-905.3639030464448,0,1,1,4,2,42,110,10,30,10,0,0,1,43,2,1,0,2,1,3,3,4,0,30,10
5,7,4,3,7.0,-830.2749731045105,0,0,0,4,3,16,67,6,12,4,0,0,7,16,0,4,1,5,0,6,0,6,0,12,6,7.0,-959.2749731045116,0,0,0,3,4,34,109,10,31,12,0,0,2,36,0,3,3,2,0,3,2,5,0,31,10
5,5,2,3,21.0,-893.2749515258397,0,2,2,1,2,40,116,14,24,6,0,0,11,42,2,0,2,11,2,0,1,1,0,24,14,9.0,-755.2749515257889,0,0,1,2,3,26,71,0,16,4,0,0,3,26,0,2,3,3,1,1,2,10,0,16,0
5,6,5,1,11.0,-785.2693957691622,0,0,1,3,4,25,74,3,18,9,0,0,1,25,0,1,3,5,1,5,1,2,0,18,3,6.0,-800.2652576170368,0,0,0,2,4,44,101,6,18,11,0,0,3,44,0,1,3,3,0,1,1,10,0,18,6
5,5,0,5,26.0,-729.4272749081084,0,2,1,6,6,22,78,6,12,10,0,0,1,25,2,4,4,1,1,2,3,7,0,12,6,11.0,-989.4266479861013,0,0,2,1,2,35,108,8,34,8,0,0,1,35,0,3,2,4,2,4,1,6,0,34,8
5,7,3,4,7.0,-828.2748588654158,0,0,0,4,3,35,81,5,17,3,0,0,1,35,0,6,0,5,0,3,1,5,0,17,5,18.0,-781.2747739983907,0,1,1,6,3,22,78,7,17,7,0,0,4,21,1,1,2,3,1,3,6,5,0,17,7
6,7,5,2,5.0,-644.2749726628629,0,0,0,5,0,12,39,0,12,1,0,0,2,12,0,0,0,3,0,0,5,4,0,12,0,4.0,-798.2749726628646,0,0,0,3,1,20,72,5,19,7,0,0,1,21,0,0,1,10,0,2,2,4,0,19,5
