tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition
408,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,156.57767239420357,0.0,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
738,tomato,start cutting,CuttingBoard_10,CuttingBoard,10,start cutting tomato,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,335.8603682521274,179.2826958579238,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1178,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,528.0965008079443,192.23613255581688,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1269,plate,put down,Counter_32,Counter,32,put down plate on counter,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,566.6292615107088,38.53276070276456,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1374,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,605.1620222134732,38.532760702764335,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1511,plate,put down,Counter_34,Counter,34,put down plate on counter,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,666.4168562094102,61.25483399593702,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
1956,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,791.0743375509603,124.65748134155012,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2012,tomato_cut,assemble salad,Counter_32,Counter,32,assemble salad,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,807.0743375509596,15.999999999999318,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2163,tomato_cut,pick up,CuttingBoard_10,CuttingBoard,10,pick up tomato_cut from cuttingboard,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,829.7017545489285,22.627416997968908,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2233,tomato_cut,put down,Counter_32,Counter,32,put down tomato_cut on counter,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,856.7897620395639,27.08800749063539,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2233,tomato_salad,pick up,Counter_32,Counter,32,pick up tomato_salad from counter,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,856.7897620395639,0.0,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2265,tomato_salad,put down,Counter_33,Counter,33,put down tomato_salad on counter,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,872.7897620395632,15.999999999999318,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2265,plate,pick up,Counter_33,Counter,33,pick up plate from counter,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,872.7897620395632,0.0,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2361,plate,put down,Counter_35,Counter,35,put down plate on counter,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,904.7897620395629,31.99999999999966,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2462,tomato_cut,pick up,Counter_32,Counter,32,pick up tomato_cut from counter,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,952.7897620395619,47.99999999999898,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2569,tomato_cut,assemble salad,Counter_35,Counter,35,assemble salad,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,1000.7897620395607,47.99999999999886,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2608,tomato_salad,pick up,Counter_35,Counter,35,pick up tomato_salad from counter,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,1000.7897620395607,0.0,0.0,0.0,0.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
2735,tomato_salad,deliver,Delivery_64,Delivery,64,deliver tomato_salad,player_99bdfc1d,encouraged_division_of_labor,f0b9551c34bd928a,1068.2711363417866,67.48137430222584,1.0,1.0,1.0,0.5,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(0.5)]_[p(5, 2)_cs(0.5)_ws(1.0)]_ability_hints"
