tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition
296,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_bbfe6621,encouraged_division_of_labor,0fef9372f7509405,22.62741699796951,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
608,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_bbfe6621,encouraged_division_of_labor,0fef9372f7509405,195.3825453760415,172.755128378072,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
859,plate,pick up,Dispenser_71,Dispenser,71,pick up plate from dispenser,player_bbfe6621,encouraged_division_of_labor,0fef9372f7509405,381.26846167710204,185.88591630106055,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
956,plate,put down,Counter_33,Counter,33,put down plate on counter,player_bbfe6621,encouraged_division_of_labor,0fef9372f7509405,426.5232956730418,45.25483399593975,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1422,tomato_salad,pick up,Counter_32,Counter,32,pick up tomato_salad from counter,player_bbfe6621,encouraged_division_of_labor,0fef9372f7509405,582.8363581473079,156.31306247426613,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1605,tomato_salad,deliver,Delivery_63,Delivery,63,deliver tomato_salad,player_bbfe6621,encouraged_division_of_labor,0fef9372f7509405,713.9280249511917,131.09166680388375,1.0,1.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1847,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_bbfe6621,encouraged_division_of_labor,0fef9372f7509405,752.4112480369633,38.48322308577167,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2044,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_bbfe6621,encouraged_division_of_labor,0fef9372f7509405,925.166376415032,172.75512837806866,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2247,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_bbfe6621,encouraged_division_of_labor,0fef9372f7509405,1111.0522927160891,185.88591630105714,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2321,plate,put down,Counter_32,Counter,32,put down plate on counter,player_bbfe6621,encouraged_division_of_labor,0fef9372f7509405,1149.5355158018592,38.48322308577008,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
