tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,prolific_id,condition
336,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,22.62741699796951,0.0,0.0,0.0,0.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
423,plate,put down,Counter_22,Counter,22,put down plate on counter,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,77.10442658152799,54.47700958355848,0.0,0.0,0.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
621,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,99.7318435794976,22.62741699796962,0.0,0.0,0.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
789,tomato,start cutting,CuttingBoard_02,CuttingBoard,02,start cutting tomato,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,262.67845781519867,162.94661423570108,0.0,0.0,0.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
1196,tomato_cut,pick up,CuttingBoard_02,CuttingBoard,02,pick up tomato_cut from cuttingboard,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,262.67845781519867,0.0,0.0,0.0,0.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
1233,tomato_cut,assemble salad,Counter_22,Counter,22,assemble salad,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,262.67845781519867,0.0,0.0,0.0,0.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
1568,tomato_salad,pick up,Counter_22,Counter,22,pick up tomato_salad from counter,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,262.67845781519867,0.0,0.0,0.0,0.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
1809,tomato_salad,deliver,Delivery_63,Delivery,63,deliver tomato_salad,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,400.54086942359737,137.8624116083987,2.0,1.0,1.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
2031,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,439.02409250936944,38.48322308577207,2.0,0.0,1.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
2128,plate,put down,Counter_22,Counter,22,put down plate on counter,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,493.5011020929279,54.47700958355847,2.0,0.0,1.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
2208,plate,pick up,Dispenser_71,Dispenser,71,pick up plate from dispenser,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,547.9781116764858,54.4770095835579,2.0,0.0,1.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
2295,plate,put down,Counter_23,Counter,23,put down plate on counter,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,608.9803732642677,61.002261587781845,2.0,0.0,1.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
2382,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,669.9826348520497,61.00226158778207,2.0,0.0,1.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
2464,plate,put down,Counter_24,Counter,24,put down plate on counter,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,737.8648858459563,67.88225099390661,2.0,0.0,1.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
2534,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,805.747136839863,67.88225099390661,2.0,0.0,1.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
2630,plate,put down,Counter_25,Counter,25,put down plate on counter,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,889.3768056840878,83.62966884422485,2.0,0.0,1.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
2800,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,959.8784733796847,70.5016676955969,2.0,0.0,1.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
3053,tomato,start cutting,CuttingBoard_02,CuttingBoard,02,start cutting tomato,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,1122.825087615384,162.94661423569937,2.0,0.0,1.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
3218,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,1285.9167379739297,163.09165035854562,3.0,0.0,1.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
3385,tomato,start cutting,CuttingBoard_03,CuttingBoard,03,start cutting tomato,player_c14b72df,encouraged_division_of_labor_v2,1e5f1fea2f51572a,1432.8633522142193,146.9466142402896,3.0,0.0,1.0,1.0,0.2,"(5, 2)",67364113bdafe2840fa05b69,"[p(1, 2)_cs(1.0)_ws(0.4)]_[p(5, 2)_cs(0.2)_ws(1.0)]_ability_hints"
