tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition
151,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_ae41d8dd,encouraged_division_of_labor,2e2c0e857bbb6b0d,22.62741699796951,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
460,tomato,start cutting,CuttingBoard_10,CuttingBoard,10,start cutting tomato,player_ae41d8dd,encouraged_division_of_labor,2e2c0e857bbb6b0d,222.25998597364594,199.63256897567643,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
772,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_ae41d8dd,encouraged_division_of_labor,2e2c0e857bbb6b0d,424.14590227470654,201.8859163010606,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
899,plate,put down,Counter_33,Counter,33,put down plate on counter,player_ae41d8dd,encouraged_division_of_labor,2e2c0e857bbb6b0d,469.4007362706463,45.25483399593975,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
899,tomato,pick up,Counter_33,Counter,33,pick up tomato from counter,player_ae41d8dd,encouraged_division_of_labor,2e2c0e857bbb6b0d,469.4007362706463,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1008,tomato,put down,Counter_33,Counter,33,put down tomato on counter,player_ae41d8dd,encouraged_division_of_labor,2e2c0e857bbb6b0d,501.4007362706463,32.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1008,plate,pick up,Counter_33,Counter,33,pick up plate from counter,player_ae41d8dd,encouraged_division_of_labor,2e2c0e857bbb6b0d,501.4007362706463,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1461,plate,put down,Counter_35,Counter,35,put down plate on counter,player_ae41d8dd,encouraged_division_of_labor,2e2c0e857bbb6b0d,582.0405073608858,80.63977109023955,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1824,tomato_cut,pick up,CuttingBoard_10,CuttingBoard,10,pick up tomato_cut from cuttingboard,player_ae41d8dd,encouraged_division_of_labor,2e2c0e857bbb6b0d,742.4278452714447,160.3873379105588,1.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1926,tomato_cut,assemble salad,Counter_35,Counter,35,assemble salad,player_ae41d8dd,encouraged_division_of_labor,2e2c0e857bbb6b0d,812.9295129670409,70.50166769559621,1.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
