tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,prolific_id,condition
479,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_db2ad470,encouraged_division_of_labor_v2,684fd4de28180314,22.62741699796951,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)",66c7afe345bcfdeba3506d7d,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
591,tomato,put down,Counter_25,Counter,25,put down tomato on counter,player_db2ad470,encouraged_division_of_labor_v2,684fd4de28180314,151.03499748193516,128.40758048396566,0.0,0.0,0.0,1.0,1.0,"(5, 2)",66c7afe345bcfdeba3506d7d,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1400,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_db2ad470,encouraged_division_of_labor_v2,684fd4de28180314,412.060180604997,261.0251831230619,1.0,0.0,0.0,1.0,1.0,"(5, 2)",66c7afe345bcfdeba3506d7d,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1678,plate,put down,CuttingBoard_02,CuttingBoard,02,put down plate on cuttingboard,player_db2ad470,encouraged_division_of_labor_v2,684fd4de28180314,588.3828515200888,176.3226709150918,1.0,0.0,0.0,1.0,1.0,"(5, 2)",66c7afe345bcfdeba3506d7d,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1678,tomato_cut,pick up,CuttingBoard_02,CuttingBoard,02,pick up tomato_cut from cuttingboard,player_db2ad470,encouraged_division_of_labor_v2,684fd4de28180314,588.3828515200888,0.0,1.0,0.0,0.0,1.0,1.0,"(5, 2)",66c7afe345bcfdeba3506d7d,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1866,tomato_cut,put down,Counter_22,Counter,22,put down tomato_cut on counter,player_db2ad470,encouraged_division_of_labor_v2,684fd4de28180314,588.3828515200888,0.0,1.0,0.0,0.0,1.0,1.0,"(5, 2)",66c7afe345bcfdeba3506d7d,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1866,tomato,pick up,Counter_22,Counter,22,pick up tomato from counter,player_db2ad470,encouraged_division_of_labor_v2,684fd4de28180314,588.3828515200888,0.0,1.0,0.0,0.0,1.0,1.0,"(5, 2)",66c7afe345bcfdeba3506d7d,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1943,tomato,start cutting,CuttingBoard_02,CuttingBoard,02,start cutting tomato,player_db2ad470,encouraged_division_of_labor_v2,684fd4de28180314,588.3828515200888,0.0,2.0,0.0,0.0,1.0,1.0,"(5, 2)",66c7afe345bcfdeba3506d7d,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2166,tomato_cut,pick up,CuttingBoard_02,CuttingBoard,02,pick up tomato_cut from cuttingboard,player_db2ad470,encouraged_division_of_labor_v2,684fd4de28180314,588.3828515200888,0.0,3.0,0.0,0.0,1.0,1.0,"(5, 2)",66c7afe345bcfdeba3506d7d,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2185,tomato_cut,assemble salad,Counter_22,Counter,22,assemble salad,player_db2ad470,encouraged_division_of_labor_v2,684fd4de28180314,588.3828515200888,0.0,3.0,0.0,0.0,1.0,1.0,"(5, 2)",66c7afe345bcfdeba3506d7d,"[p(1, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
