episode,collisions_detected,collisions_rerouted,collisions_failed,pure_reward_ai_rl_2,modified_reward_ai_rl_2,deliver_ai_rl_2,salad_ai_rl_2,cut_ai_rl_2,plate_ai_rl_2,raw_food_ai_rl_2,counter_ai_rl_2,actions_asked_ai_rl_2,actions_blocked_ai_rl_2,inaccessible_actions_ai_rl_2,do_nothing_ai_rl_2,useless_floor_ai_rl_2,useless_wall_ai_rl_2,useless_counter_ai_rl_2,useful_counter_ai_rl_2,salad_assembly_ai_rl_2,destructive_food_dispenser_ai_rl_2,useful_food_dispenser_ai_rl_2,useless_cutting_board_ai_rl_2,useful_cutting_board_ai_rl_2,destructive_plate_dispenser_ai_rl_2,useful_plate_dispenser_ai_rl_2,useless_delivery_ai_rl_2,useful_delivery_ai_rl_2,inaccessible_tile_ai_rl_2,blocked_ai_rl_2
0,0,0,0,9.0,-620.0,0,0,0,5,4,30,113,0,40,11,0,0,2,30,0,7,2,3,0,6,2,10,0,40,0
episode,collisions_detected,collisions_rerouted,collisions_failed,pure_reward_ai_rl_2,modified_reward_ai_rl_2,deliver_ai_rl_2,salad_ai_rl_2,cut_ai_rl_2,plate_ai_rl_2,raw_food_ai_rl_2,counter_ai_rl_2,actions_asked_ai_rl_2,actions_blocked_ai_rl_2,inaccessible_actions_ai_rl_2,do_nothing_ai_rl_2,useless_floor_ai_rl_2,useless_wall_ai_rl_2,useless_counter_ai_rl_2,useful_counter_ai_rl_2,salad_assembly_ai_rl_2,destructive_food_dispenser_ai_rl_2,useful_food_dispenser_ai_rl_2,useless_cutting_board_ai_rl_2,useful_cutting_board_ai_rl_2,destructive_plate_dispenser_ai_rl_2,useful_plate_dispenser_ai_rl_2,useless_delivery_ai_rl_2,useful_delivery_ai_rl_2,inaccessible_tile_ai_rl_2,blocked_ai_rl_2
0,0,0,0,30.0,-871.0,0,1,4,4,5,26,136,0,70,6,0,0,6,26,2,6,2,3,4,4,1,6,0,70,0
episode,collisions_detected,collisions_rerouted,collisions_failed,pure_reward_ai_rl_2,modified_reward_ai_rl_2,deliver_ai_rl_2,salad_ai_rl_2,cut_ai_rl_2,plate_ai_rl_2,raw_food_ai_rl_2,counter_ai_rl_2,actions_asked_ai_rl_2,actions_blocked_ai_rl_2,inaccessible_actions_ai_rl_2,do_nothing_ai_rl_2,useless_floor_ai_rl_2,useless_wall_ai_rl_2,useless_counter_ai_rl_2,useful_counter_ai_rl_2,salad_assembly_ai_rl_2,destructive_food_dispenser_ai_rl_2,useful_food_dispenser_ai_rl_2,useless_cutting_board_ai_rl_2,useful_cutting_board_ai_rl_2,destructive_plate_dispenser_ai_rl_2,useful_plate_dispenser_ai_rl_2,useless_delivery_ai_rl_2,useful_delivery_ai_rl_2,inaccessible_tile_ai_rl_2,blocked_ai_rl_2
0,0,0,0,9.0,-427.0,0,0,0,6,3,21,87,0,26,6,0,0,3,21,0,3,0,8,1,2,5,12,0,26,0
1,0,0,0,25.0,-500.0,0,1,2,6,6,20,89,0,34,3,0,0,1,21,1,7,1,5,2,3,4,7,0,34,0
1,0,0,0,27.0,-531.0,0,1,3,5,5,25,102,0,34,7,0,0,4,25,1,7,1,5,3,3,2,10,0,34,0
1,0,0,0,24.0,-512.0,0,1,3,3,4,27,105,0,36,10,0,0,6,27,1,3,2,2,3,5,3,7,0,36,0
1,0,0,0,21.0,-424.0,0,0,2,6,7,24,84,0,23,5,0,0,2,24,0,8,3,0,2,6,3,8,0,23,0
1,0,0,0,16.0,-704.0,0,0,1,7,5,19,108,0,48,8,0,0,2,19,0,7,0,3,1,7,3,10,0,48,0
1,0,0,0,13.0,-741.0,0,0,1,5,4,3,97,0,53,8,0,0,3,3,0,5,0,8,1,6,2,8,0,53,0
1,0,0,0,28.0,-622.0,0,1,3,5,6,30,117,0,48,7,0,0,2,30,1,5,2,3,3,2,3,11,0,48,0
1,0,0,0,11.0,-766.0,0,0,0,4,7,20,122,0,58,10,0,0,7,20,0,4,3,4,0,3,2,11,0,58,0
2,0,0,0,29.0,-401.0,0,1,3,5,7,26,85,0,24,4,0,0,2,26,1,5,3,4,3,6,2,5,0,24,0
2,0,0,0,26.0,-479.0,0,0,5,1,5,23,96,0,36,4,0,0,5,23,0,3,3,9,5,0,1,7,0,36,0
2,0,0,0,23.0,-479.0,0,0,3,4,7,26,96,0,29,7,0,0,5,26,0,8,3,3,3,3,2,7,0,29,0
2,0,0,0,18.0,-458.0,0,1,1,6,3,14,82,0,28,5,0,0,6,14,1,3,1,11,1,4,3,5,0,28,0
2,0,0,0,22.0,-491.0,0,0,3,4,6,13,83,0,31,5,0,0,6,13,0,5,2,8,3,4,2,4,0,31,0
2,0,0,0,32.0,-405.0,0,0,5,4,8,14,78,0,21,6,0,0,10,14,0,7,3,6,5,4,1,1,0,21,0
2,0,0,0,12.0,-441.0,0,0,1,4,4,19,83,0,27,7,0,0,3,20,0,2,2,9,1,6,1,5,0,27,0
2,0,0,0,37.0,-295.0,0,2,4,4,7,35,90,0,22,4,0,0,3,35,2,0,7,6,4,4,0,3,0,22,0
3,0,0,0,43.0,-403.0,1,1,4,4,8,27,97,0,29,10,0,0,3,27,1,4,5,4,4,3,1,5,1,29,0
3,0,0,0,31.0,-206.0,0,2,3,5,4,21,61,0,11,3,0,0,4,21,2,4,3,2,3,3,3,2,0,11,0
3,0,0,0,22.0,-312.0,0,1,2,6,3,17,73,0,14,8,0,0,4,17,1,3,1,8,2,6,5,4,0,14,0
3,0,0,0,33.0,-364.0,0,2,3,6,5,25,88,0,25,8,0,0,3,25,2,4,3,4,3,3,3,4,1,25,0
3,0,0,0,19.0,-349.0,0,0,2,5,6,32,86,0,22,5,0,0,2,33,0,4,2,3,2,3,3,7,0,22,0
3,0,0,0,31.0,-407.0,0,2,2,8,5,21,86,0,24,8,0,0,1,21,2,7,1,8,2,4,4,4,0,24,0
3,0,0,0,42.0,-337.0,1,2,3,4,6,26,90,0,21,8,0,0,4,26,2,5,3,7,3,2,3,5,1,21,0
3,0,0,0,51.0,-456.0,1,2,5,4,7,18,101,0,29,14,0,0,4,19,2,7,4,5,5,3,1,7,1,29,0
4,0,0,0,26.0,-191.0,0,0,4,6,4,23,60,0,10,1,0,0,2,24,0,4,0,4,4,1,5,5,0,10,0
4,0,0,0,8.0,-224.0,0,0,0,5,3,21,59,0,11,3,0,0,3,21,0,1,2,8,0,3,3,4,0,11,0
4,0,0,0,42.0,-203.0,1,2,3,6,4,31,79,0,17,6,0,0,2,32,2,0,4,5,3,2,4,1,1,17,0
4,0,0,0,47.0,-446.0,1,2,5,2,5,16,95,0,32,10,0,0,1,16,2,3,1,14,5,1,2,7,1,32,0
4,0,0,0,4.0,-327.0,0,0,0,3,1,22,77,0,16,7,0,0,4,22,0,1,1,11,0,3,3,9,0,16,0
4,0,0,0,28.0,-257.0,0,1,3,6,5,19,64,0,12,4,0,0,1,20,1,3,4,4,3,7,1,4,0,12,0
4,0,0,0,38.0,-449.0,0,2,5,2,6,32,107,0,30,8,0,0,8,32,2,4,4,7,5,2,0,5,0,30,0
4,0,0,0,47.0,-284.0,1,1,5,4,8,26,86,0,21,6,0,0,1,26,1,3,6,5,5,1,3,7,1,21,0
5,0,0,0,39.0,-229.0,0,3,3,6,6,29,76,0,14,3,0,0,2,29,3,4,3,8,3,2,4,1,0,14,0
5,0,0,0,44.0,-174.0,0,2,5,2,12,35,79,0,10,3,0,0,4,35,2,3,8,2,6,2,0,4,0,10,0
5,0,0,0,21.0,-290.0,0,0,3,4,5,20,69,0,16,5,0,0,2,21,0,3,3,9,3,4,2,1,0,16,0
5,0,0,0,32.0,-241.0,0,2,3,5,5,28,78,0,15,3,0,0,1,29,2,2,3,6,3,1,4,9,0,15,0
5,0,0,0,8.0,-337.0,0,0,0,6,2,24,76,0,22,6,0,0,5,24,0,1,1,8,0,3,4,2,0,22,0
5,0,0,0,17.0,-344.0,0,1,1,4,4,30,89,0,23,8,0,0,6,30,1,3,3,6,1,1,4,3,0,23,0
5,0,0,0,26.0,-225.0,0,2,2,4,4,19,68,0,11,6,0,0,4,20,2,2,3,9,2,3,3,3,0,11,0
5,0,0,0,24.0,-302.0,0,1,2,6,5,30,84,0,16,8,0,0,3,30,1,2,2,6,2,4,2,8,0,16,0
6,0,0,0,48.0,-138.0,0,4,4,6,6,27,69,0,9,3,0,0,3,28,4,2,4,6,4,2,4,0,0,9,0
6,0,0,0,28.0,-182.0,0,2,2,6,4,31,74,0,8,6,0,0,1,31,2,1,3,5,2,4,4,7,0,8,0
6,0,0,0,62.0,-210.0,2,3,4,5,6,20,77,0,11,7,0,0,6,20,3,3,3,6,4,3,4,5,2,11,0
6,0,0,0,21.0,-167.0,0,1,2,5,3,18,55,0,3,7,0,0,0,18,1,2,1,9,2,6,3,3,0,3,0
6,0,0,0,35.0,-146.0,0,2,4,3,6,35,82,0,8,9,0,0,3,36,2,1,5,5,4,1,2,6,0,8,0
6,0,0,0,28.0,-161.0,0,2,2,5,5,23,64,0,8,5,0,0,1,24,2,2,3,5,2,2,4,6,0,8,0
6,0,0,0,19.0,-169.0,0,1,2,3,3,39,76,0,5,6,0,0,2,39,1,3,2,7,2,2,2,5,0,5,0
6,0,0,0,26.0,-321.0,0,1,3,3,6,26,85,0,18,7,0,0,4,26,1,4,3,10,4,1,2,5,0,18,0
7,0,0,0,19.0,-168.0,0,1,1,7,3,24,61,0,8,4,0,0,1,25,1,1,2,6,1,3,5,4,0,8,0
7,0,0,0,29.0,-128.0,0,1,3,4,8,29,58,0,4,0,0,0,2,30,1,3,6,3,3,4,1,1,0,4,0
7,0,0,0,41.0,-166.0,1,2,3,5,4,27,73,0,7,6,0,0,2,27,2,1,3,9,4,3,3,5,1,7,0
7,0,0,0,15.0,-165.0,0,1,1,4,2,19,58,0,8,4,0,0,2,20,1,0,2,12,1,1,4,3,0,8,0
7,0,0,0,26.0,-158.0,0,1,2,5,8,32,69,0,4,4,0,0,1,32,1,4,5,5,3,4,3,3,0,4,0
7,0,0,0,16.0,-308.0,0,1,1,4,3,28,83,0,20,8,0,0,2,28,1,1,2,9,1,1,3,7,0,20,0
7,0,0,0,45.0,-258.0,1,2,4,4,5,27,84,0,16,7,0,0,2,27,2,2,4,9,4,4,3,3,1,16,0
7,0,0,0,25.0,-249.0,0,1,3,5,3,31,75,0,14,6,0,0,1,31,1,2,1,3,3,5,3,5,0,14,0
8,0,0,0,9.0,-191.0,0,0,0,6,3,24,58,0,11,2,0,0,2,24,0,2,1,7,0,1,6,2,0,11,0
8,0,0,0,44.0,-67.0,1,2,3,6,6,34,67,0,3,5,0,0,1,34,2,1,4,3,3,2,4,4,1,3,0
8,0,0,0,61.0,-98.0,2,2,5,5,6,21,57,0,3,3,0,0,0,21,2,3,3,5,5,4,3,3,2,3,0
8,0,0,0,28.0,-134.0,1,1,1,5,4,26,58,0,7,2,0,0,2,26,1,1,4,4,1,4,4,1,1,7,0
8,0,0,0,17.0,-140.0,0,1,1,6,2,28,65,0,10,7,0,0,1,28,1,0,2,5,1,0,6,4,0,10,0
8,0,0,0,26.0,-132.0,0,1,3,5,4,42,74,0,11,3,0,0,0,43,1,0,4,2,3,2,3,2,0,11,0
8,0,0,0,44.0,-102.0,1,2,3,4,8,32,63,0,5,0,0,0,2,33,2,4,6,1,3,2,1,3,1,5,0
8,0,0,0,41.0,-178.0,1,2,3,5,4,23,69,0,8,2,0,0,2,23,3,2,2,10,3,1,4,8,1,8,0
9,0,0,0,17.0,-246.0,0,1,1,6,2,32,79,0,18,6,0,0,1,32,1,1,1,5,1,1,6,5,1,18,0
9,0,0,0,23.0,-152.0,0,1,2,5,5,42,77,0,8,3,0,0,1,43,1,1,4,5,2,3,3,3,0,8,0
9,0,0,0,26.0,-198.0,0,1,3,5,4,24,65,0,10,3,0,0,1,24,1,2,3,10,3,2,3,3,0,10,0
9,0,0,0,18.0,-122.0,0,1,1,8,1,24,54,0,7,2,0,0,1,25,1,1,0,4,1,2,8,2,0,7,0
9,0,0,0,14.0,-173.0,0,1,1,3,2,32,74,0,7,6,0,0,2,33,1,0,2,12,1,1,3,6,0,7,0
9,0,0,0,23.0,-115.0,0,1,2,6,4,41,73,0,3,5,0,0,0,42,1,4,1,7,2,1,5,2,0,3,0
9,0,0,0,36.0,-154.0,0,1,6,1,6,21,61,0,13,4,0,0,2,21,1,1,5,4,6,0,1,3,0,13,0
9,0,0,0,45.0,-84.0,1,2,4,2,7,43,81,0,7,4,0,0,0,44,2,0,7,8,4,0,1,3,1,7,0
10,0,0,0,18.0,-145.0,0,1,1,7,2,23,58,0,8,2,0,0,2,23,1,0,2,10,1,1,6,2,0,8,0
10,0,0,0,38.0,-56.0,1,2,2,8,2,22,51,0,4,2,0,0,1,23,2,1,1,3,2,1,8,2,1,4,0
10,0,0,0,31.0,-189.0,0,1,4,6,4,31,70,0,9,2,0,0,1,31,1,2,2,5,4,3,4,6,0,9,0
10,0,0,0,51.0,-89.0,1,2,5,3,8,27,63,0,7,3,0,0,2,27,2,2,7,2,5,1,2,2,1,7,0
10,0,0,0,16.0,-135.0,0,1,1,6,1,21,55,0,6,4,0,0,3,21,1,1,1,7,1,1,6,3,0,6,0
10,0,0,0,38.0,-86.0,1,2,2,4,6,33,68,0,7,3,0,0,2,34,2,1,6,4,2,0,4,2,1,7,0
10,0,0,0,37.0,-166.0,0,3,3,5,5,18,63,0,9,2,0,0,3,19,3,2,3,10,3,0,5,4,0,9,0
10,0,0,0,33.0,-124.0,1,1,2,2,8,48,88,0,8,6,0,0,2,48,1,1,6,4,3,0,2,6,1,8,0
11,0,0,0,49.0,-44.0,2,2,2,4,7,20,53,0,3,2,0,0,2,21,2,1,6,5,2,0,4,3,2,3,0
11,0,0,0,30.0,-69.0,1,1,2,3,4,38,65,0,4,2,0,0,1,39,1,1,4,5,2,1,3,1,1,4,0
11,0,0,0,28.0,-185.0,0,2,2,7,3,27,69,0,9,5,0,0,1,27,2,2,1,5,2,2,5,8,0,9,0
11,0,0,0,28.0,-111.0,0,1,4,3,4,51,85,0,7,3,0,0,4,52,1,1,3,4,4,0,3,3,0,7,0
11,0,0,0,30.0,-76.0,1,1,2,3,4,36,65,0,1,3,0,0,2,36,1,2,3,7,2,1,3,3,1,1,0
11,0,0,0,39.0,-94.0,1,2,3,4,3,41,73,0,6,3,0,0,1,41,2,0,3,6,3,2,3,2,1,6,0
11,0,0,0,21.0,-165.0,0,1,2,4,4,27,62,0,7,3,0,0,2,27,1,2,2,7,2,3,4,2,0,7,0
11,0,0,0,52.0,-10.0,1,3,4,4,7,43,72,0,2,4,0,0,1,43,3,2,7,0,4,1,3,0,2,2,0
12,0,0,0,43.0,-46.0,0,3,4,4,8,35,65,0,3,3,0,0,0,35,3,2,6,2,5,1,3,2,0,3,0
12,0,0,0,41.0,-113.0,1,2,3,5,4,22,60,0,6,2,0,0,3,22,2,0,4,10,3,2,4,1,1,6,0
12,0,0,0,47.0,-130.0,1,3,3,5,5,32,72,0,8,5,0,0,1,33,3,2,4,5,3,2,3,2,1,8,0
12,0,0,0,16.0,-94.0,0,1,1,6,1,18,48,0,4,4,0,0,1,19,1,0,1,10,1,1,6,0,0,4,0
12,0,0,0,30.0,-59.0,0,2,3,3,5,38,67,0,2,3,0,0,3,38,2,0,5,5,3,1,2,3,0,2,0
12,0,0,0,32.0,-85.0,1,1,2,6,3,30,61,0,5,1,0,0,2,31,1,1,2,5,2,0,6,4,1,5,0
12,0,0,0,45.0,-106.0,0,3,5,4,6,38,76,0,7,5,0,0,3,39,3,2,5,2,5,2,3,0,0,7,0
12,0,0,0,27.0,-77.0,0,2,2,4,5,40,66,0,6,2,0,0,1,41,2,0,5,2,2,2,2,1,0,6,0
13,0,0,0,36.0,-73.0,1,1,3,3,6,38,66,0,6,0,0,0,0,39,1,1,5,4,3,0,3,3,1,6,0
13,0,0,0,37.0,-18.0,0,3,3,4,6,52,76,0,2,3,0,0,1,52,3,2,5,0,3,0,4,1,0,2,0
13,0,0,0,28.0,-149.0,1,1,1,7,2,30,67,0,8,4,0,0,1,30,1,1,1,9,1,2,6,2,1,8,0
13,0,0,0,31.0,-89.0,0,2,3,4,5,28,61,0,4,5,0,0,2,28,2,0,5,5,3,2,2,3,0,4,0
13,0,0,0,47.0,-24.0,2,2,2,7,2,25,57,0,2,6,0,0,0,25,2,0,2,6,2,0,7,3,2,2,0
13,0,0,0,35.0,-77.0,1,2,2,4,3,42,76,0,5,6,0,0,2,42,2,0,4,5,2,1,4,2,1,5,0
13,0,0,0,30.0,-143.0,1,1,2,5,2,29,74,0,6,7,0,0,7,29,1,0,2,6,2,1,6,6,1,6,0
13,0,0,0,40.0,-44.0,0,3,4,4,5,22,52,0,2,3,0,0,1,23,3,1,5,2,4,1,3,4,0,2,0
14,0,0,0,37.0,-87.0,1,2,2,4,5,29,61,0,5,2,0,0,2,29,2,1,4,7,2,1,4,1,1,5,0
14,0,0,0,23.0,-99.0,0,1,2,6,4,38,66,0,5,5,0,0,0,39,1,1,3,4,2,3,3,0,0,5,0
14,0,0,0,55.0,-22.0,2,3,3,5,3,37,66,0,2,1,0,0,4,37,3,1,3,3,3,0,5,2,2,2,0
14,0,0,0,19.0,-164.0,0,1,2,4,2,32,69,0,3,5,0,0,0,33,1,0,2,8,2,6,2,7,0,3,0
14,0,0,0,61.0,-36.0,1,4,5,6,5,22,57,0,2,3,0,0,1,22,4,2,4,4,5,2,6,1,1,2,0
14,0,0,0,37.0,-56.0,1,2,2,4,5,40,64,0,4,0,0,0,1,40,2,1,4,3,2,2,4,0,1,4,0
14,0,0,0,37.0,-26.0,1,2,2,3,6,39,64,0,0,1,0,0,2,39,2,2,6,5,2,0,3,1,1,0,0
14,0,0,0,34.0,-10.0,0,2,4,2,6,52,76,0,1,4,0,0,1,52,2,0,5,4,4,0,2,1,0,1,0
15,0,0,0,41.0,-23.0,1,2,3,5,4,21,50,0,1,3,0,0,1,22,2,0,4,4,3,1,5,3,1,1,0
15,0,0,0,51.0,-25.0,1,3,4,5,5,28,58,0,1,5,0,0,0,28,3,1,3,4,4,2,5,1,1,1,0
15,0,0,0,39.0,-73.0,1,2,2,9,2,22,54,0,5,4,0,0,0,22,2,1,1,3,2,2,9,2,1,5,0
15,0,0,0,22.0,-113.0,0,1,2,6,3,33,66,0,9,6,0,0,0,33,1,1,2,2,3,0,6,3,0,9,0
15,0,0,0,38.0,-53.0,1,2,2,6,4,38,70,0,4,5,0,0,0,39,2,1,3,4,2,0,6,3,1,4,0
15,0,0,0,39.0,-32.0,1,2,3,3,4,43,73,0,2,6,0,0,3,43,2,0,4,3,3,0,3,3,1,2,0
15,0,0,0,48.0,-9.0,1,2,5,3,5,29,58,0,0,2,0,0,1,30,2,0,4,5,5,0,3,5,1,0,0
15,0,0,0,47.0,-9.0,1,1,6,1,7,29,55,0,3,1,0,0,2,29,1,0,7,1,7,0,1,2,1,3,0
16,0,0,0,22.0,-55.0,0,1,2,6,3,17,39,0,1,1,0,0,0,17,1,1,2,6,2,2,6,0,0,1,0
16,0,0,0,48.0,-74.0,1,3,3,8,3,16,49,0,7,0,0,0,1,16,3,1,3,3,3,1,8,2,1,7,0
16,0,0,0,30.0,-13.0,1,1,1,8,3,25,44,0,1,1,0,0,0,25,1,1,2,1,2,1,7,1,1,1,0
16,0,0,0,27.0,-31.0,0,2,2,6,3,24,46,0,1,1,0,0,0,24,2,0,3,5,2,2,6,0,0,1,0
16,0,0,0,49.0,-43.0,1,3,4,4,4,38,70,0,3,3,0,0,1,38,3,0,4,7,4,1,4,1,1,3,0
16,0,0,0,57.0,4.0,2,3,3,6,4,32,56,0,1,1,0,0,0,32,3,1,3,4,3,1,5,0,2,1,0
16,0,0,0,37.0,-25.0,0,3,3,7,3,39,70,0,3,7,0,0,2,39,3,0,3,3,3,0,7,0,0,3,0
16,0,0,0,43.0,-45.0,1,2,3,3,8,42,73,0,4,2,0,0,4,43,2,0,8,2,3,1,2,1,1,4,0
17,0,0,0,57.0,-28.0,2,3,3,6,4,24,55,0,4,0,0,0,1,24,3,0,4,5,4,0,5,3,2,4,0
17,0,0,0,38.0,-17.0,1,2,2,4,6,29,55,0,1,0,0,0,1,29,2,0,6,7,3,0,4,1,1,1,0
17,0,0,0,60.0,-5.0,2,3,4,5,4,29,55,0,3,1,0,0,1,29,3,1,3,2,4,0,5,1,2,3,0
17,0,0,0,60.0,-28.0,2,3,3,8,5,24,55,0,7,2,0,0,0,24,3,0,5,1,4,1,6,0,2,7,0
17,0,0,0,53.0,-55.0,2,2,4,3,4,33,71,0,1,10,0,0,0,33,2,1,3,7,4,1,2,5,2,1,0
17,0,0,0,59.0,-11.0,2,3,3,6,6,29,60,0,1,2,0,0,0,29,3,1,5,3,4,2,6,2,2,1,0
17,0,0,0,59.0,17.0,2,3,3,4,8,51,79,0,2,2,0,0,1,51,3,0,7,3,4,0,4,0,2,2,0
17,0,0,0,60.0,7.0,2,3,4,3,6,55,82,0,3,3,0,0,1,55,3,0,6,2,4,0,2,1,2,3,0
18,0,0,0,67.0,2.0,2,2,7,2,7,21,50,0,2,1,0,0,0,21,2,1,6,3,7,0,2,3,2,2,0
18,0,0,0,67.0,26.0,2,4,4,5,6,24,58,0,1,6,0,0,1,25,4,0,6,3,4,0,5,1,2,1,0
18,0,0,0,70.0,2.0,2,4,5,4,6,34,71,0,2,8,0,0,1,35,4,1,5,4,5,0,4,0,2,2,0
18,0,0,0,29.0,-171.0,1,1,1,8,2,23,63,0,12,3,0,0,0,23,1,0,2,10,1,2,7,1,1,12,0
18,0,0,0,37.0,4.0,0,3,3,7,3,17,40,0,0,3,0,0,0,17,3,1,2,2,3,0,8,1,0,0,0
18,0,0,0,56.0,-17.0,2,3,3,4,5,24,56,0,3,3,0,0,1,24,3,0,6,5,3,0,4,2,2,3,0
18,0,0,0,65.0,35.0,1,4,6,5,6,31,63,0,1,5,0,0,0,32,4,0,6,1,6,0,5,2,1,1,0
18,0,0,0,61.0,25.0,2,3,4,6,4,31,57,0,1,1,0,0,1,32,3,0,4,2,4,0,5,2,2,1,0
