x,y,tick,distance_walked,walking_speed,cutting_speed,start_pos
88.0,40.0,1,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,2,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,3,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,4,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,5,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,6,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,7,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,8,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,9,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,10,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,11,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,12,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,13,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,14,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,15,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,16,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,17,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,18,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,19,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,20,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,21,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,22,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,23,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,24,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,25,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,26,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,27,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,28,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,29,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,30,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,31,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,32,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,33,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,34,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,35,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,36,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,37,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,38,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,39,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,40,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,41,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,42,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,43,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,44,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,45,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,46,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,47,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,48,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,49,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,50,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,51,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,52,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,53,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,54,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,55,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,56,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,57,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,58,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,59,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,60,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,61,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,62,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,63,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,64,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,65,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,66,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,67,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,68,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,69,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,70,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,71,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,72,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,73,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,74,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,75,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,76,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,77,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,78,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,79,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,80,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,81,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,82,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,83,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,84,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,85,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,86,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,87,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,88,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,89,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,90,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,91,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,92,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,93,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,94,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,95,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,96,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,97,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,98,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,99,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,100,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,101,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,102,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,103,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,104,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,105,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,106,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,107,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,108,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,109,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,110,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,111,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,112,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,113,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,114,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,115,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,116,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,117,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,118,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,119,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,120,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,121,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,122,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,123,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,124,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,125,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,126,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,127,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,128,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,129,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,130,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,131,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,132,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,133,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,134,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,135,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,136,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,137,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,138,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,139,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,140,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,141,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,142,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,143,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,144,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,145,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,146,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,147,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,148,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,149,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,150,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,151,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,152,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,153,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,154,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,155,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,156,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,157,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,158,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,159,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,160,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,161,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,162,0.0,1.0,0.5,"(5, 2)"
88.0,40.0,163,0.0,1.0,0.5,"(5, 2)"
88.0,38.749999999999716,164,1.2500000000002842,1.0,0.5,"(5, 2)"
88.0,37.49999999999943,165,2.5000000000005684,1.0,0.5,"(5, 2)"
88.0,36.24999999999915,166,3.7500000000008527,1.0,0.5,"(5, 2)"
88.0,34.99999999999886,167,5.000000000001137,1.0,0.5,"(5, 2)"
88.0,33.74999999999858,168,6.250000000001421,1.0,0.5,"(5, 2)"
88.0,32.499999999998295,169,7.500000000001705,1.0,0.5,"(5, 2)"
88.0,31.249999999998227,170,8.750000000001773,1.0,0.5,"(5, 2)"
88.0,29.9999999999983,171,10.000000000001702,1.0,0.5,"(5, 2)"
88.0,28.74999999999837,172,11.25000000000163,1.0,0.5,"(5, 2)"
88.0,27.49999999999844,173,12.50000000000156,1.0,0.5,"(5, 2)"
88.0,26.24999999999851,174,13.750000000001489,1.0,0.5,"(5, 2)"
88.0,24.999999999998582,175,15.000000000001418,1.0,0.5,"(5, 2)"
88.0,24.0,176,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,177,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,178,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,179,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,180,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,181,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,182,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,183,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,184,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,185,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,186,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,187,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,188,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,189,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,190,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,191,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,192,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,193,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,194,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,195,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,196,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,197,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,198,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,199,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,200,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,201,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,202,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,203,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,204,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,205,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,206,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,207,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,208,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,209,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,210,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,211,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,212,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,213,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,214,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,215,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,216,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,217,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,218,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,219,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,220,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,221,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,222,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,223,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,224,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,225,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,226,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,227,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,228,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,229,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,230,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,231,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,232,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,233,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,234,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,235,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,236,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,237,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,238,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,239,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,240,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,241,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,242,16.0,1.0,0.5,"(5, 2)"
88.0,24.0,243,16.0,1.0,0.5,"(5, 2)"
87.11611652351695,24.88388347648305,244,17.249999999999808,1.0,0.5,"(5, 2)"
86.2322330470339,25.7677669529661,245,18.499999999999616,1.0,0.5,"(5, 2)"
85.34834957055085,26.65165042944915,246,19.749999999999424,1.0,0.5,"(5, 2)"
84.4644660940678,27.535533905932198,247,20.999999999999233,1.0,0.5,"(5, 2)"
83.58058261758475,28.419417382415247,248,22.24999999999904,1.0,0.5,"(5, 2)"
82.6966991411017,29.303300858898297,249,23.49999999999885,1.0,0.5,"(5, 2)"
81.81281566461865,30.187184335381346,250,24.749999999998657,1.0,0.5,"(5, 2)"
80.9289321881356,31.071067811864395,251,25.999999999998465,1.0,0.5,"(5, 2)"
80.04504871165256,31.954951288347445,252,27.249999999998273,1.0,0.5,"(5, 2)"
79.1611652351695,32.838834764830494,253,28.49999999999808,1.0,0.5,"(5, 2)"
78.27728175868646,33.722718241313544,254,29.74999999999789,1.0,0.5,"(5, 2)"
77.3933982822034,34.60660171779659,255,30.999999999997698,1.0,0.5,"(5, 2)"
76.50951480572036,35.49048519427964,256,32.249999999997506,1.0,0.5,"(5, 2)"
75.62563132923731,36.37436867076269,257,33.499999999997314,1.0,0.5,"(5, 2)"
74.74174785275426,37.25825214724574,258,34.74999999999712,1.0,0.5,"(5, 2)"
73.85786437627121,38.14213562372879,259,35.99999999999693,1.0,0.5,"(5, 2)"
72.97398089978816,39.02601910021184,260,37.24999999999674,1.0,0.5,"(5, 2)"
72.0,40.0,261,38.627416997969505,1.0,0.5,"(5, 2)"
72.0,40.0,262,38.627416997969505,1.0,0.5,"(5, 2)"
72.0,40.0,263,38.627416997969505,1.0,0.5,"(5, 2)"
72.0,40.0,264,38.627416997969505,1.0,0.5,"(5, 2)"
72.0,40.0,265,38.627416997969505,1.0,0.5,"(5, 2)"
72.0,40.0,266,38.627416997969505,1.0,0.5,"(5, 2)"
72.0,40.0,267,38.627416997969505,1.0,0.5,"(5, 2)"
72.0,40.0,268,38.627416997969505,1.0,0.5,"(5, 2)"
72.0,40.0,269,38.627416997969505,1.0,0.5,"(5, 2)"
72.0,40.0,270,38.627416997969505,1.0,0.5,"(5, 2)"
72.0,40.0,271,38.627416997969505,1.0,0.5,"(5, 2)"
72.0,40.0,272,38.627416997969505,1.0,0.5,"(5, 2)"
72.0,40.0,273,38.627416997969505,1.0,0.5,"(5, 2)"
72.0,40.0,274,38.627416997969505,1.0,0.5,"(5, 2)"
