Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
68c56bbd8d0b39186f4a20f0,5fc521555cd05b000cfe0998,APPROVED,Not Applicable,2025-09-13T13:04:00.316000Z,2025-09-13T13:12:27.733000Z,2025-09-13T19:13:53.876000Z,2025-09-13T13:12:28.099287Z,508.0,CX0Z37FL,11047,36,Female,White,United States,United States,United States,English,Yes,Full-Time
68c56bfa54797c6f46fdf53e,671e4b927fa293418ae656d8,APPROVED,Not Applicable,2025-09-13T13:05:03.576000Z,2025-09-13T13:14:32.275000Z,2025-09-13T19:13:54.203000Z,2025-09-13T13:14:32.680522Z,569.0,CX0Z37FL,941,25,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68c56c05f5717405fb67c835,5c43517c8fefb60001c447fe,APPROVED,Not Applicable,2025-09-13T13:05:13.399000Z,2025-09-13T13:12:29.222000Z,2025-09-13T19:13:54.462000Z,2025-09-13T13:12:29.611837Z,436.0,CX0Z37FL,4731,41,Male,White,United States,United States,United States,English,No,Full-Time
68c56c7bb3a1e6857887b36f,6317511c1dd0acb82cf4b131,APPROVED,Not Applicable,2025-09-13T13:07:12.598000Z,2025-09-13T13:22:29.087000Z,2025-09-13T19:13:54.729000Z,2025-09-13T13:22:29.514861Z,917.0,CX0Z37FL,5543,44,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68c56c8233fc2bb615c5b905,61086c714ebfaefbb62531b2,APPROVED,Not Applicable,2025-09-13T13:07:19.577000Z,2025-09-13T13:14:29.706000Z,2025-09-13T19:13:55.072000Z,2025-09-13T13:14:30.129974Z,431.0,CX0Z37FL,1339,25,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68c56ddd329d72c7d9790759,63d2797ee24c80630f3b67e1,APPROVED,Not Applicable,2025-09-13T13:13:07.777000Z,2025-09-13T13:30:14.467000Z,2025-09-13T19:13:55.406000Z,2025-09-13T13:30:15.016178Z,1027.0,CX0Z37FL,4470,46,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
68c56dfc55fcd7ecf677e159,65edebf1c2c09681c2b91185,APPROVED,Not Applicable,2025-09-13T13:13:38.993000Z,2025-09-13T13:30:14.574000Z,2025-09-13T19:13:55.699000Z,2025-09-13T13:30:15.012761Z,996.0,CX0Z37FL,1847,46,Male,White,United States,United States,United States,English,No,Full-Time
68c56ea328a7506f9bbc415c,58a0c507890ea500014c4e9b,APPROVED,Not Applicable,2025-09-13T13:16:23.106000Z,2025-09-13T13:22:26.340000Z,2025-09-13T19:13:55.950000Z,2025-09-13T13:22:26.745144Z,364.0,CX0Z37FL,1300,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68c5704427c4cfca9cd20ef7,66ea245a0dcc3d4695c49d9a,APPROVED,Not Applicable,2025-09-13T13:23:23.094000Z,2025-09-13T13:33:16.906000Z,2025-09-13T19:13:56.264000Z,2025-09-13T13:33:17.319757Z,594.0,CX0Z37FL,359,52,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68c570b61d1921cf6f74a9f7,67097f0092142ae824cb6afa,APPROVED,Not Applicable,2025-09-13T13:25:14.383000Z,2025-09-13T13:33:13.146000Z,2025-09-13T19:13:56.548000Z,2025-09-13T13:33:13.567515Z,479.0,CX0Z37FL,1211,42,Female,White,United States,United States,United States,English,No,Full-Time
