Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
68b37dea462384405c7eda83,653fb726d2b45b03e76d0c42,APPROVED,Not Applicable,2025-08-30T22:40:45.322000Z,2025-08-30T22:47:44.663000Z,2025-08-31T00:08:31.238000Z,2025-08-30T22:47:45.006987Z,420.0,CX0Z37FL,6502,35,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68b37df3f2edf438cd983b56,6640be7edc706d4622dbab1c,APPROVED,Not Applicable,2025-08-30T22:41:12.557000Z,2025-08-30T22:47:48.925000Z,2025-08-31T00:08:31.487000Z,2025-08-30T22:47:49.298850Z,397.0,CX0Z37FL,5351,24,Female,Mixed,United States,United States,United States,English,No,Full-Time
68b37df8cba4aa10e410aed4,6785ce70ec02b79bab7c8edd,APPROVED,Not Applicable,2025-08-30T22:41:01.727000Z,2025-08-30T23:04:52.566000Z,2025-08-31T00:08:31.742000Z,2025-08-30T23:04:52.967509Z,1431.0,CX0Z37FL,479,47,Female,White,United States,United States,United States,English,Yes,Part-Time
68b37e11912b7c01d6335ecf,675c6db4887ccdd0d3d15534,APPROVED,Not Applicable,2025-08-30T22:41:25.262000Z,2025-08-30T22:49:55.799000Z,2025-08-31T00:08:31.992000Z,2025-08-30T22:49:56.179394Z,511.0,CX0Z37FL,1746,44,Female,Asian,Korea,United States,Korea,English,No,Full-Time
68b37e2c3be4cfd061c20a15,66926bdaacd865fc152ef5ff,APPROVED,Not Applicable,2025-08-30T22:41:53.396000Z,2025-08-30T22:49:52.404000Z,2025-08-31T00:08:32.732000Z,2025-08-30T22:49:52.800414Z,480.0,CX0Z37FL,4712,51,Female,White,United States,United States,United States,English,No,Full-Time
68b37e656da3f4125cd71ac6,58d0632c2fc72000011f8c57,APPROVED,Not Applicable,2025-08-30T22:43:03.070000Z,2025-08-30T22:57:10.117000Z,2025-08-31T00:08:32.987000Z,2025-08-30T22:57:10.521190Z,848.0,CX0Z37FL,6286,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
68b37e660d0bf09915139461,66980b6dfb93bb2506774ca2,APPROVED,Not Applicable,2025-08-30T22:42:59.396000Z,2025-08-30T23:04:45.254000Z,2025-08-31T00:08:33.249000Z,2025-08-30T23:04:45.601438Z,1306.0,CX0Z37FL,3270,51,Female,Black,United States,United States,United States,English,No,Full-Time
68b37e67c176337bd2ef198c,566a17d07da0350012b3e876,APPROVED,Not Applicable,2025-08-30T22:42:51.826000Z,2025-08-30T22:51:03.659000Z,2025-08-31T00:08:33.491000Z,2025-08-30T22:51:04.034998Z,492.0,CX0Z37FL,4247,55,Male,White,United States,United States,United States,English,No,Full-Time
68b37e6eb454c8f8f98caa4e,566a3e0e7da0350012b3ec49,APPROVED,Not Applicable,2025-08-30T22:42:59.227000Z,2025-08-30T22:56:38.709000Z,2025-08-31T00:08:34.784000Z,2025-08-30T22:56:39.063963Z,820.0,CX0Z37FL,7967,49,Male,White,United States,United States,United States,English,No,Full-Time
68b37e708eb016c49795c760,6760b5fbca528694c58807d0,APPROVED,Not Applicable,2025-08-30T22:43:02.604000Z,2025-08-30T22:50:51.866000Z,2025-08-31T00:08:35.092000Z,2025-08-30T22:50:52.250463Z,470.0,CX0Z37FL,349,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68b37e7bdb5814bd8cdd1c72,6704539fe462b87182866f14,APPROVED,Not Applicable,2025-08-30T22:43:14.158000Z,2025-08-30T22:50:56.689000Z,2025-08-31T00:08:35.347000Z,2025-08-30T22:50:57.055635Z,463.0,CX0Z37FL,2725,43,Male,White,Spain,United Kingdom,United Kingdom,English,Yes,Full-Time
68b37e8d8937aea0287f2145,5bcda2ee6fd72000014996e4,APPROVED,Not Applicable,2025-08-30T22:43:42.412000Z,2025-08-30T22:53:50.073000Z,2025-08-31T00:08:35.602000Z,2025-08-30T22:53:50.536765Z,608.0,CX0Z37FL,4228,40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68b37e8feecce929fb528483,5e8f8ebc09b58f28c329da6f,APPROVED,Not Applicable,2025-08-30T22:43:31.367000Z,2025-08-30T22:51:04.436000Z,2025-08-31T00:08:35.831000Z,2025-08-30T22:51:04.816182Z,454.0,CX0Z37FL,3480,35,Male,White,Switzerland,United Kingdom,United Kingdom,English,No,Full-Time
68b37edcad404ae3e6452758,61037a7204c3bfc31c1289dd,APPROVED,Not Applicable,2025-08-30T22:44:51.338000Z,2025-08-30T22:53:24.041000Z,2025-08-31T00:08:36.066000Z,2025-08-30T22:53:24.402764Z,513.0,CX0Z37FL,1059,29,Female,White,United States,United States,United States,English,No,Full-Time
68b37edde527bded9e658908,5ac60fe2a3ba7a0001b4ae6d,APPROVED,Not Applicable,2025-08-30T22:51:00.909000Z,2025-08-30T23:03:37.081000Z,2025-08-31T00:08:36.306000Z,2025-08-30T23:03:37.471569Z,757.0,CX0Z37FL,459,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
68b37ee9f902430f814d256c,5c6cc9e2ffe5270001d3e90c,APPROVED,Not Applicable,2025-08-30T22:45:01.124000Z,2025-08-30T22:53:47.157000Z,2025-08-31T00:08:36.564000Z,2025-08-30T22:53:47.562567Z,527.0,CX0Z37FL,365,30,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Due to start a new job within the next month
68b37f2d9ac2901b5be7af36,675b16f0514be6ed013afa4a,APPROVED,Not Applicable,2025-08-30T22:46:07.747000Z,2025-08-30T22:53:21.413000Z,2025-08-31T00:08:36.809000Z,2025-08-30T22:53:21.803781Z,434.0,CX0Z37FL,423,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68b37f537ec865bdb8da87b7,61705235c277934df17055e6,APPROVED,Not Applicable,2025-08-30T22:46:48.802000Z,2025-08-30T23:03:54.844000Z,2025-08-31T00:08:37.064000Z,2025-08-30T23:03:55.237832Z,1027.0,CX0Z37FL,11600,50,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
68b37f5d3f9610b7c6b749bd,64455cfdcc83f30266ad2345,APPROVED,Not Applicable,2025-08-30T22:46:58.231000Z,2025-08-30T23:03:30.152000Z,2025-08-31T00:08:37.807000Z,2025-08-30T23:03:30.532464Z,992.0,CX0Z37FL,1618,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68b37f6e30c94f5bbe192109,6674a0cf79ec051d00da67f0,APPROVED,Not Applicable,2025-08-30T22:47:14.564000Z,2025-08-30T22:57:51.961000Z,2025-08-31T00:08:38.308000Z,2025-08-30T22:57:52.349265Z,638.0,NOCODE,727,48,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68b37fd4663bd48b79c02fd9,63b5681c49af1cbe651420bc,APPROVED,Not Applicable,2025-08-30T22:48:57.385000Z,2025-08-30T22:56:11.072000Z,2025-08-31T00:08:39.412000Z,2025-08-30T22:56:11.507721Z,434.0,CX0Z37FL,4295,57,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
