Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
68a9318f5efb940855a62da6,5a94d2e989de8200013ecab6,APPROVED,Not Applicable,2025-08-23T03:12:22.416000Z,2025-08-23T03:24:29.343000Z,2025-08-29T19:58:02.960000Z,2025-08-23T03:24:29.831720Z,727.0,CX0Z37FL,3356,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
68a931b47c15fde11c8263e9,55848744fdf99b574f55ada0,APPROVED,Not Applicable,2025-08-23T03:12:52.652000Z,2025-08-23T03:22:44.139000Z,2025-08-29T19:58:03.363000Z,2025-08-23T03:22:44.554679Z,592.0,CX0Z37FL,5043,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68a931c7fdb0578f165bb005,56fd111d581aa6000f54d061,APPROVED,Not Applicable,2025-08-23T03:13:15.917000Z,2025-08-23T03:26:44.922000Z,2025-08-29T19:58:03.914000Z,2025-08-23T03:26:45.360644Z,810.0,CX0Z37FL,4904,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
68a932040b903ad137cb1538,66cc4ba25cc59f1c17f1a2b4,APPROVED,Not Applicable,2025-08-23T03:14:16.845000Z,2025-08-23T03:23:48.034000Z,2025-08-29T19:58:04.227000Z,2025-08-23T03:23:48.440755Z,572.0,CX0Z37FL,1260,30,Male,Other,United States,United States,United States,English,Yes,Full-Time
68a9320afa7d590bb4cf31c4,631610af8e747093cd90e00d,APPROVED,Not Applicable,2025-08-23T03:14:22.141000Z,2025-08-23T03:23:39.776000Z,2025-08-29T19:58:04.533000Z,2025-08-23T03:23:40.231072Z,558.0,CX0Z37FL,4015,40,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68a9320e0a62bbf8311edff4,664184a2b35e6aa7e4eb89fd,APPROVED,Not Applicable,2025-08-23T03:15:54.003000Z,2025-08-23T03:23:35.859000Z,2025-08-29T19:58:04.817000Z,2025-08-23T03:23:36.296353Z,462.0,CX0Z37FL,899,27,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68a93212e82cdd6d633a01e0,67a82cb9cba582991521b725,APPROVED,Not Applicable,2025-08-23T03:14:29.514000Z,2025-08-23T03:32:25.977000Z,2025-08-29T19:58:05.084000Z,2025-08-23T03:32:26.382901Z,1077.0,NOCODE,281,41,Male,White,Russian Federation,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68a932140d1c873907f55cce,60f6e30863cdeb849cbeb338,APPROVED,Not Applicable,2025-08-23T03:14:32.083000Z,2025-08-23T03:23:56.193000Z,2025-08-29T19:58:05.347000Z,2025-08-23T20:31:56.622777Z,565.0,CX0Z37FL,2870,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
68a932156bbcd87c43187f2c,644bc265cb8a19eab3311bab,APPROVED,Not Applicable,2025-08-23T03:14:39.809000Z,2025-08-23T03:27:36.544000Z,2025-08-29T19:58:05.615000Z,2025-08-23T03:27:37.020833Z,777.0,CX0Z37FL,3796,52,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68a9321a410eb146a4f5475d,6678c4c0ef5c5de942da1317,APPROVED,Not Applicable,2025-08-23T03:14:44.317000Z,2025-08-23T03:27:31.281000Z,2025-08-29T19:58:05.915000Z,2025-08-23T03:27:31.650727Z,767.0,CX0Z37FL,504,23,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
