Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
69210c5c4f2d1e02ca11f041,6780c42ed4700120b2b636db,AWAITING REVIEW,Not Applicable,2025-11-22T01:05:35.321000Z,2025-11-22T01:18:54.979000Z,,2025-11-22T01:18:55.357175Z,800.0,CX0Z37FL,1321,25,Female,White,United States,United States,United States,English,No,Full-Time
69210cb8567f3431bb887580,641a43f78351cc4fefe31190,AWAITING REVIEW,Not Applicable,2025-11-22T01:07:10.174000Z,2025-11-22T01:18:58.762000Z,,2025-11-22T01:18:59.132230Z,709.0,CX0Z37FL,4129,50,Female,White,United States,United States,United States,English,No,Full-Time
69210d21f2728aa52f89b50c,5c55b95b91c0ad0001cf86ab,AWAITING REVIEW,Not Applicable,2025-11-22T01:08:53.080000Z,2025-11-22T01:20:37.053000Z,,2025-11-22T01:20:37.410491Z,704.0,CX0Z37FL,4566,50,Male,White,United States,United States,United States,English,No,Part-Time
69210d25501a5892f07d86a0,69150c3790edcc1addc3c30e,AWAITING REVIEW,Not Applicable,2025-11-22T01:09:00.323000Z,2025-11-22T01:20:37.397000Z,,2025-11-22T01:20:37.732515Z,698.0,CX0Z37FL,136,26,Female,Asian,Canada,United States,DATA_EXPIRED,English,No,Full-Time
69210d66141f2fde3c7d0e94,60f43c3a0fd9723feba1af38,AWAITING REVIEW,Not Applicable,2025-11-22T01:10:03.477000Z,2025-11-22T01:27:02.897000Z,,2025-11-22T01:27:03.255753Z,1020.0,CX0Z37FL,13369,55,Male,White,France,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
69210f7269064f70eabe42ac,691dd1373881596919bd9b6a,AWAITING REVIEW,Not Applicable,2025-11-22T01:18:51.773000Z,2025-11-22T01:30:51.275000Z,,2025-11-22T01:30:51.631248Z,720.0,CX0Z37FL,43,51,Female,White,United States,United States,DATA_EXPIRED,English,No,Full-Time
69210f8d8c00a22baf3e52d6,5eb2de44f2dbc90894711df3,AWAITING REVIEW,Not Applicable,2025-11-22T01:19:15.178000Z,2025-11-22T01:27:01.870000Z,,2025-11-22T01:27:02.248480Z,467.0,CX0Z37FL,833,42,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
692110685d8677da74c721a1,5723c21ca300060009bc6d9d,AWAITING REVIEW,Not Applicable,2025-11-22T01:22:53.184000Z,2025-11-22T01:35:45.989000Z,,2025-11-22T01:35:46.365732Z,773.0,CX0Z37FL,3276,47,Female,Asian,United States,United States,United States,English,No,Full-Time
692111d5b2c586b18efc09e6,671ee5b37925012f056de547,AWAITING REVIEW,Not Applicable,2025-11-22T01:29:09.389000Z,2025-11-22T01:51:46.721000Z,,2025-11-22T01:51:47.103941Z,1358.0,CX0Z37FL,283,43,Female,White,United States,United States,United States,English,No,Full-Time
6921152197ea10640a78f17b,582009dd87f6b90001f13e40,AWAITING REVIEW,Not Applicable,2025-11-22T01:43:00.593000Z,2025-11-22T01:51:44.305000Z,,2025-11-22T01:51:44.698517Z,524.0,CX0Z37FL,1731,27,Female,White,United States,United States,United States,English,No,Full-Time
6921163c3218fa9981e4b32f,663a65d094295f6f6ec5c669,AWAITING REVIEW,Not Applicable,2025-11-22T01:47:47.971000Z,2025-11-22T01:57:43.957000Z,,2025-11-22T01:57:44.400998Z,596.0,CX0Z37FL,853,37,Female,White,United States,United States,United States,English,No,Full-Time
69211696df3169c19a94d65c,665dbb406552a7a3a0039d28,AWAITING REVIEW,Not Applicable,2025-11-22T01:49:14.556000Z,2025-11-22T01:57:43.170000Z,,2025-11-22T01:57:43.529506Z,509.0,CX0Z37FL,507,34,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
692117fe30570d4a8ae6ee43,5ddf1bea59b1b0e98cb178dc,AWAITING REVIEW,Not Applicable,2025-11-22T01:55:13.611000Z,2025-11-22T02:13:26.382000Z,,2025-11-22T02:13:26.745891Z,1093.0,CX0Z37FL,980,40,Female,White,United States,United States,United Kingdom,English,No,Full-Time
6921199f8c833c5924efc269,63e40d7b1a88578e3c993478,AWAITING REVIEW,Not Applicable,2025-11-22T02:02:21.518000Z,2025-11-22T02:13:28.864000Z,,2025-11-22T02:13:29.255217Z,668.0,CX0Z37FL,980,35,Female,Black,Dominican Republic,United States,Dominican Republic,English,No,DATA_EXPIRED
