Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
69259a4c5ae0c3ec99124a58,6745f73ee7541460adbabcff,AWAITING REVIEW,Not Applicable,2025-11-25T12:00:20.226000Z,2025-11-25T12:12:46.960000Z,,2025-11-25T12:12:47.340708Z,747.0,CX0Z37FL,1349,46,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
69259d9b4d1a50320ce87b0d,613afc31d2a071e24ab917fb,AWAITING REVIEW,Not Applicable,2025-11-25T12:14:25.486000Z,2025-11-25T12:24:57.879000Z,,2025-11-25T12:24:58.234014Z,633.0,CX0Z37FL,2096,35,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
69259f6d97f5a0cc45cacd60,67dbbdb452081ea930c8ab17,AWAITING REVIEW,Not Applicable,2025-11-25T12:23:42.987000Z,2025-11-25T12:35:12.473000Z,,2025-11-25T12:35:12.829208Z,690.0,CX0Z37FL,2975,24,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
69259fe4f3e848c8387cd3d0,5f32aab12a9f82000854c3ea,AWAITING REVIEW,Not Applicable,2025-11-25T12:24:09.591000Z,2025-11-25T12:35:03.159000Z,,2025-11-25T12:35:03.489991Z,654.0,CX0Z37FL,6683,48,Male,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
6925a066b73428b487db5970,5e6e442f779df43f9b825868,AWAITING REVIEW,Not Applicable,2025-11-25T12:26:20.104000Z,2025-11-25T12:39:05.756000Z,,2025-11-25T12:39:06.088716Z,766.0,CX0Z37FL,1914,31,Female,White,United States,United States,United States,English,No,Other
6925a155ea467e6130c7bcea,641386b1cb9a9c1e3569d4ee,AWAITING REVIEW,Not Applicable,2025-11-25T12:30:17.491000Z,2025-11-25T12:39:00.697000Z,,2025-11-25T12:39:01.028153Z,524.0,CX0Z37FL,6508,54,Female,White,United States,United States,United States,English,No,Part-Time
6925a198782f262315bd4863,67e1b7cb532a40adf7bf63b2,AWAITING REVIEW,Not Applicable,2025-11-25T12:34:30.867000Z,2025-11-25T12:49:02.132000Z,,2025-11-25T12:49:02.463953Z,872.0,CX0Z37FL,1707,39,Male,Other,United States,United States,DATA_EXPIRED,English,No,Full-Time
6925a2818d84b9c3826835a7,6711e6eca31cad18eb52e462,AWAITING REVIEW,Not Applicable,2025-11-25T12:35:19.154000Z,2025-11-25T12:48:53.933000Z,,2025-11-25T12:48:54.283381Z,815.0,CX0Z37FL,381,28,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
6925a46df419a2f8c90b5ce8,654f8b31b5ffd3ed99a69ad6,AWAITING REVIEW,Not Applicable,2025-11-25T12:43:29.840000Z,2025-11-25T13:00:21.137000Z,,2025-11-25T13:00:21.501679Z,1012.0,CX0Z37FL,1561,35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6925a565233b10153da760e8,56e225c2ec0fdd000641e72d,AWAITING REVIEW,Not Applicable,2025-11-25T12:47:39.238000Z,2025-11-25T12:59:22.802000Z,,2025-11-25T12:59:23.232940Z,704.0,CX0Z37FL,7975,53,Female,White,United States,United States,United States,English,No,Full-Time
6925a58b4c82e647a83e95d5,67722aa65639cba87301c81c,AWAITING REVIEW,Not Applicable,2025-11-25T12:48:21.322000Z,2025-11-25T12:59:35.604000Z,,2025-11-25T12:59:35.939879Z,675.0,CX0Z37FL,1015,33,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Part-Time
6925a5bea2efffd06363a57c,672ccd77bc2278204fd460d7,AWAITING REVIEW,Not Applicable,2025-11-25T12:49:07.906000Z,2025-11-25T13:05:53.959000Z,,2025-11-25T13:05:54.349330Z,1007.0,CX0Z37FL,1236,54,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6925a5bf2cf2da319b4c68db,66ae0709d8dd8981a2d6ee04,AWAITING REVIEW,Not Applicable,2025-11-25T12:49:06.919000Z,2025-11-25T13:00:19.743000Z,,2025-11-25T13:00:20.099422Z,673.0,CX0Z37FL,1363,32,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED
6925a5f97a133af32d6100fa,66af8b16d5325f5b5d87c6bc,AWAITING REVIEW,Not Applicable,2025-11-25T12:50:21.165000Z,2025-11-25T13:05:58.214000Z,,2025-11-25T13:05:58.556668Z,938.0,CX0Z37FL,2455,28,Female,White,United States,United States,United States,English,No,Full-Time
6925a6e81314da8619211b26,672bbb444ab4546a33718004,AWAITING REVIEW,Not Applicable,2025-11-25T12:54:04.946000Z,2025-11-25T13:16:40.353000Z,,2025-11-25T13:16:40.706818Z,1356.0,CX0Z37FL,2463,28,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6925a7fd36c1ee88ef1efd0b,60cb3c4b9454f7a196355088,AWAITING REVIEW,Not Applicable,2025-11-25T12:58:41.450000Z,2025-11-25T13:11:07.530000Z,,2025-11-25T13:11:07.856070Z,747.0,CX0Z37FL,8811,38,Male,Black,United States,United States,United States,English,No,Full-Time
6925a89c78114d500c5418f3,66497704c55b6a0ac500cb61,AWAITING REVIEW,Not Applicable,2025-11-25T13:01:36.134000Z,2025-11-25T13:11:08.994000Z,,2025-11-25T13:11:09.334726Z,573.0,CX0Z37FL,2094,32,Male,White,United States,United States,United States,English,No,Full-Time
6925a908e52cedec1f41e298,6650ecda2657647b60a302eb,AWAITING REVIEW,Not Applicable,2025-11-25T13:03:08.131000Z,2025-11-25T13:16:43.949000Z,,2025-11-25T13:16:44.276222Z,816.0,CX0Z37FL,900,28,Male,Other,United States,United States,United States,English,No,Part-Time
6925aae7b400bfb766d51dc9,67dec5b8d1987d1ed13ddcc7,AWAITING REVIEW,Not Applicable,2025-11-25T13:11:03.033000Z,2025-11-25T13:28:00.946000Z,,2025-11-25T13:28:01.304130Z,1018.0,CX0Z37FL,1311,24,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6925ace6c032ef3c29a765c2,671d68f0cf75beaa737fe99a,AWAITING REVIEW,Not Applicable,2025-11-25T13:19:39.525000Z,2025-11-25T13:27:49.199000Z,,2025-11-25T13:27:49.585916Z,490.0,CX0Z37FL,990,25,Female,White,United States,United States,United States,English,No,Part-Time
