Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
689135666e56cd921395c095,5fd8ea198512a801831f6b85,APPROVED,Not Applicable,2025-08-04T22:34:17.694000Z,2025-08-04T22:40:59.095000Z,2025-08-13T15:30:11.724000Z,2025-08-04T22:40:59.519033Z,402.0,CX0Z37FL,2815,40,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6891356abc3fc906e95ce99c,6689457990fa575c90e0c82a,APPROVED,Not Applicable,2025-08-04T22:34:25.767000Z,2025-08-04T22:40:58.675000Z,2025-08-13T15:30:12.123000Z,2025-08-04T22:40:59.077361Z,393.0,CX0Z37FL,969,21,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
68913738fd17a73d30e64738,66bcffc3e6f77501141b3d0f,APPROVED,Not Applicable,2025-08-04T22:44:15.743000Z,2025-08-04T22:50:38.159000Z,2025-08-13T15:30:12.532000Z,2025-08-04T22:50:38.662166Z,383.0,CX0Z37FL,2207,37,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
689137a7ad82a37f3f8dd274,5d2de4db914b6e001877da8f,APPROVED,Not Applicable,2025-08-04T22:43:56.508000Z,2025-08-04T22:50:30.840000Z,2025-08-13T15:30:13.051000Z,2025-08-04T22:50:31.269987Z,395.0,CX0Z37FL,2281,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
68913dabde5e1cef61ba0220,62b4370c9a89e5a09c4447de,APPROVED,Not Applicable,2025-08-04T23:09:36.005000Z,2025-08-04T23:23:20.629000Z,2025-08-13T15:30:13.328000Z,2025-08-04T23:23:21.038732Z,825.0,NOCODE,2423,42,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
68913f8bf6ff3d95a5c6749a,62fd14d7b1e0729dc8aadb79,APPROVED,Not Applicable,2025-08-04T23:17:40.562000Z,2025-08-04T23:29:47.451000Z,2025-08-13T15:30:13.619000Z,2025-08-04T23:29:48.055248Z,727.0,NOCODE,3397,33,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
689134f14577a0c736a9ff68,662c299e6db88649ff13ccae,RETURNED,Not Applicable,2025-08-04T22:32:52.796000Z,,,,,,5698,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6891356ede5e1cef61ba0073,5d124464019fa6000162bfdb,RETURNED,Not Applicable,2025-08-04T22:34:26.604000Z,,,,,,2920,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6891365d9aaa9659ad7b7691,661770012a3c83b4bdaff645,RETURNED,Not Applicable,2025-08-04T22:38:24.928000Z,,,,,,6267,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6891389b7a16e9f4a9d88d1a,614ace92de9b442b22f3a92d,RETURNED,Not Applicable,2025-08-04T22:48:00.844000Z,,,,,,714,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68913a6f784e5ebe9bd65d38,5a4bf09053a4560001ba0ebf,RETURNED,Not Applicable,2025-08-04T22:55:43.117000Z,,,,,,12387,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68913f26760e12538382432f,676af33a67713dee1ce3cb2f,RETURNED,Not Applicable,2025-08-04T23:15:50.912000Z,,,,,,393,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
