Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
68a8aa7dcadfe16550d953b9,664dfa7dc9b2a0473cacdd81,APPROVED,Not Applicable,2025-08-22T17:36:02.058000Z,2025-08-22T17:45:17.099000Z,2025-08-23T01:58:50.713000Z,2025-08-22T17:45:17.472882Z,556.0,CX0Z37FL,2748,37,Female,White,United States,United States,United States,English,No,Full-Time
68a8aa93a194c825257b0767,641384b3dffcf39ec42d3c23,APPROVED,Not Applicable,2025-08-22T17:36:19.060000Z,2025-08-22T17:44:44.405000Z,2025-08-23T01:58:50.986000Z,2025-08-22T17:44:44.794787Z,506.0,CX0Z37FL,4656,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68a8aabc206a13ff0f9cac78,64619b33f37b524af54113aa,APPROVED,Not Applicable,2025-08-22T17:37:04.928000Z,2025-08-22T17:50:48.230000Z,2025-08-23T01:58:51.298000Z,2025-08-22T17:50:48.675748Z,824.0,CX0Z37FL,4485,56,Female,White,United States,United States,United States,English,No,Full-Time
68a8aac29c3fbe632ad40aad,65f8caa8238a933fdf42f4c3,APPROVED,Not Applicable,2025-08-22T17:37:33.419000Z,2025-08-22T17:45:28.189000Z,2025-08-23T01:58:51.585000Z,2025-08-22T17:45:28.604733Z,475.0,CX0Z37FL,2562,43,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
68a8aad3fa67f3a62b81732e,5e121701dc79bd8a1a22ca99,APPROVED,Not Applicable,2025-08-22T17:37:27.732000Z,2025-08-22T17:45:25.987000Z,2025-08-23T01:58:51.850000Z,2025-08-22T17:45:26.398159Z,479.0,CX0Z37FL,11603,55,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68a8aadafb3d87acbf9bf0b0,614e951047173bf040153e8e,APPROVED,Not Applicable,2025-08-22T17:37:35.035000Z,2025-08-22T17:51:44.803000Z,2025-08-23T01:58:52.120000Z,2025-08-22T17:51:45.211013Z,850.0,CX0Z37FL,3987,44,Male,White,United States,United States,United States,English,No,Part-Time
68a8ab6c21e59593d0c59d7f,58bef6fd31de840001e84ba0,APPROVED,Not Applicable,2025-08-22T17:40:05.606000Z,2025-08-22T17:47:41.961000Z,2025-08-23T01:58:52.408000Z,2025-08-22T17:47:42.353110Z,457.0,CX0Z37FL,3843,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
68a8abea979e3627dcec3fa2,5c921106b788a2000170709f,APPROVED,Not Applicable,2025-08-22T17:42:02.165000Z,2025-08-22T17:47:45.772000Z,2025-08-23T01:58:52.698000Z,2025-08-22T17:47:51.206042Z,344.0,CX0Z37FL,4184,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
68a8aca47b6343b49e8bad43,62b9c2f1e55fe9f17dfedc5d,APPROVED,Not Applicable,2025-08-22T17:45:12.380000Z,2025-08-22T18:00:27.890000Z,2025-08-23T01:58:52.956000Z,2025-08-22T18:00:28.324327Z,916.0,CX0Z37FL,8926,46,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
68a8ad08c4325393dddd21ab,64ff8f28eb8d29f0814080fa,APPROVED,Not Applicable,2025-08-22T17:46:57.502000Z,2025-08-22T17:54:19.304000Z,2025-08-23T01:58:53.235000Z,2025-08-22T17:54:24.779579Z,442.0,CX0Z37FL,486,21,Female,Other,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
68a8ad4e5f66d10b002087d2,5bcedec641f0710001c74dd5,APPROVED,Not Applicable,2025-08-22T17:48:01.922000Z,2025-08-22T17:54:16.496000Z,2025-08-23T01:58:53.520000Z,2025-08-22T17:54:16.939137Z,375.0,CX0Z37FL,1540,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
68a8ad567112583eba350115,5f75d01a857e4e27a575f7ca,APPROVED,Not Applicable,2025-08-22T17:48:06.025000Z,2025-08-22T17:57:29.565000Z,2025-08-23T01:58:53.778000Z,2025-08-22T17:57:29.995890Z,564.0,CX0Z37FL,5058,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68a8ada18b29a48b0311bff6,5edeea354d54cb1a825aa8f9,APPROVED,Not Applicable,2025-08-22T17:49:21.735000Z,2025-08-22T17:57:27.797000Z,2025-08-23T01:58:54.069000Z,2025-08-22T17:57:28.313556Z,487.0,CX0Z37FL,6261,48,Male,Asian,Pakistan,United Kingdom,United Kingdom,English,No,Full-Time
68a8adfb38f7f95dc6286692,675c2492a27920b1df155f96,APPROVED,Not Applicable,2025-08-22T17:50:57.068000Z,2025-08-22T17:59:47.420000Z,2025-08-23T01:58:54.345000Z,2025-08-22T17:59:47.903633Z,531.0,CX0Z37FL,387,27,Female,White,United States,United States,United States,English,No,Full-Time
