Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
69246bca0571c0ceec2fc914,5e076480c4e1550e2114f006,AWAITING REVIEW,Not Applicable,2025-11-24T14:29:34.699000Z,2025-11-24T14:43:57.439000Z,,2025-11-24T14:43:57.789557Z,863.0,CX0Z37FL,3801,48,Male,Other,United States,United States,United States,English,No,Full-Time
69246bcce95ee7075db06786,62728a4122289635e97d12f2,AWAITING REVIEW,Not Applicable,2025-11-24T14:29:46.520000Z,2025-11-24T14:37:31.058000Z,,2025-11-24T14:37:31.398460Z,465.0,CX0Z37FL,3187,43,Male,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
69246cde29ebf938901d4455,66329baddaa1c0d57131789a,AWAITING REVIEW,Not Applicable,2025-11-24T14:34:09.365000Z,2025-11-24T14:43:57.647000Z,,2025-11-24T14:43:58.025881Z,589.0,CX0Z37FL,2416,53,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
69246d6a94fb08bd3c7d0f4c,6779ab59311fd2904146f0d7,AWAITING REVIEW,Not Applicable,2025-11-24T14:36:31.623000Z,2025-11-24T14:47:24.759000Z,,2025-11-24T14:47:25.151955Z,654.0,CX0Z37FL,2700,30,Female,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
69246d7ffe31fa19b6765831,63b6cee06aaa9fc9669b8cc2,AWAITING REVIEW,Not Applicable,2025-11-24T14:36:53.089000Z,2025-11-24T14:47:12.609000Z,,2025-11-24T14:47:13.011852Z,620.0,CX0Z37FL,7317,43,Female,White,United States,United States,United States,English,No,Part-Time
69246ddacc56ac010cb04255,565c6791c121fe0012fc3caf,AWAITING REVIEW,Not Applicable,2025-11-24T14:38:22.915000Z,2025-11-24T14:48:29.604000Z,,2025-11-24T14:48:29.962435Z,607.0,CX0Z37FL,6808,39,Female,White,United States,United States,United States,English,No,Full-Time
69246e4980fe933169f745be,672142f3d912356f50bfda65,AWAITING REVIEW,Not Applicable,2025-11-24T14:40:12.853000Z,2025-11-24T14:48:30.329000Z,,2025-11-24T14:48:30.707091Z,498.0,CX0Z37FL,638,25,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
69246ea3ea469ef0a46c0e88,66c224cd6a7f0c402d591979,AWAITING REVIEW,Not Applicable,2025-11-24T14:41:44.045000Z,2025-11-24T14:52:30.515000Z,,2025-11-24T14:52:30.886064Z,647.0,CX0Z37FL,1247,22,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
69246f4280fe933169f745d1,67ad400f3989d013fbbdc466,AWAITING REVIEW,Not Applicable,2025-11-24T14:44:24.413000Z,2025-11-24T14:52:35.376000Z,,2025-11-24T14:52:35.756174Z,491.0,CX0Z37FL,1675,40,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
69246f45cb6341a7349d768c,610f303cfb519f6dc89edd5f,AWAITING REVIEW,Not Applicable,2025-11-24T14:44:25.511000Z,2025-11-24T14:54:56.048000Z,,2025-11-24T14:54:56.412604Z,631.0,CX0Z37FL,1317,25,Male,White,United States,United States,United States,English,No,Full-Time
69246f7a9ee311633b0d0e9d,670c17328b2ef3366ba42a34,AWAITING REVIEW,Not Applicable,2025-11-24T14:45:18.278000Z,2025-11-24T14:54:53.981000Z,,2025-11-24T14:54:54.350473Z,576.0,CX0Z37FL,4439,50,Male,White,United States,United States,United States,English,No,Full-Time
69247019c5ca21e69346ac26,55be9292fdf99b4c861994d8,AWAITING REVIEW,Not Applicable,2025-11-24T14:47:59.423000Z,2025-11-24T14:59:46.159000Z,,2025-11-24T14:59:46.557165Z,707.0,CX0Z37FL,1592,39,Female,Black,United States,United States,United States,English,No,Other
6924702e7aa4c35fe9a58057,65be4dd4b95531f8c61ac5ca,AWAITING REVIEW,Not Applicable,2025-11-24T14:48:18.325000Z,2025-11-24T14:59:42.923000Z,,2025-11-24T14:59:43.291915Z,685.0,CX0Z37FL,1042,40,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6924710afaf0d20e2cbca326,5f6b8930b9d9530b1b065360,AWAITING REVIEW,Not Applicable,2025-11-24T14:51:58.438000Z,2025-11-24T15:03:42.571000Z,,2025-11-24T15:03:42.995364Z,705.0,CX0Z37FL,10641,43,Male,White,United States,United States,United States,English,No,Full-Time
692471590dd418a196d55f1e,691dc4eea793ea9c50c4cd7c,AWAITING REVIEW,Not Applicable,2025-11-24T14:53:17.207000Z,2025-11-24T15:03:43.749000Z,,2025-11-24T15:03:44.122077Z,627.0,CX0Z37FL,23,34,Male,White,United Kingdom,United States,DATA_EXPIRED,English,No,Full-Time
692472904d1737f5ca392d15,67ccc62a623f466a4ad19371,AWAITING REVIEW,Not Applicable,2025-11-24T14:58:30.053000Z,2025-11-24T15:13:04.216000Z,,2025-11-24T15:13:04.594830Z,875.0,CX0Z37FL,2536,50,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
69247381a54a8a808c6796df,607de1d7c7cc25b639f63026,AWAITING REVIEW,Not Applicable,2025-11-24T15:02:28.185000Z,2025-11-24T15:12:57.435000Z,,2025-11-24T15:12:57.754782Z,630.0,CX0Z37FL,5407,40,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6924744c9507004689d684b9,6638e8aa3d1f38846080806a,AWAITING REVIEW,Not Applicable,2025-11-24T15:07:50.528000Z,2025-11-24T15:16:28.737000Z,,2025-11-24T15:16:29.081642Z,519.0,CX0Z37FL,7051,26,Male,Mixed,Brazil,United States,United States,English,No,Full-Time
6924745ad2668c6b31f9d379,607dd554d9ec5e0fd85237cb,AWAITING REVIEW,Not Applicable,2025-11-24T15:06:12.109000Z,2025-11-24T15:24:01.400000Z,,2025-11-24T15:24:01.735430Z,1070.0,CX0Z37FL,1324,43,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6924748cd13ac7edf0075cf7,67299a3cb9242638dd2556db,AWAITING REVIEW,Not Applicable,2025-11-24T15:07:41.469000Z,2025-11-24T15:24:03.643000Z,,2025-11-24T15:24:03.983712Z,983.0,CX0Z37FL,2032,26,Female,Black,United States,United States,United States,English,No,Full-Time
692482407ebf19af918d1c1c,5e64610fdca63b1e9c2c62c9,AWAITING REVIEW,Not Applicable,2025-11-24T16:05:25.245000Z,2025-11-24T16:20:04.434000Z,,2025-11-24T16:20:04.778222Z,880.0,CX0Z37FL,478,27,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6924834af74746101603232a,63b70545b179c880f765bc4c,AWAITING REVIEW,Not Applicable,2025-11-24T16:09:51.232000Z,2025-11-24T16:20:03.936000Z,,2025-11-24T16:20:04.279923Z,613.0,CX0Z37FL,2101,52,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
692484c3f59285c272c2e9a1,67e1dc9c35b6facf1079fb30,AWAITING REVIEW,Not Applicable,2025-11-24T16:16:40.314000Z,2025-11-24T16:29:19.085000Z,,2025-11-24T16:29:19.430089Z,759.0,CX0Z37FL,2272,34,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
