Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
68b36ae3b929b95e6f33b7fc,674e450b1a4a8e2d4e8d7e7c,APPROVED,Not Applicable,2025-08-30T21:21:14.994000Z,2025-08-30T21:30:22.097000Z,2025-08-31T00:09:02.514000Z,2025-08-30T21:30:22.464801Z,548.0,CX0Z37FL,2054,49,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68b36b09a4b85c63fd05cd19,6175b1093263d977d5f71863,APPROVED,Not Applicable,2025-08-30T21:20:14.632000Z,2025-08-30T21:28:01.477000Z,2025-08-31T00:09:02.765000Z,2025-08-30T21:28:01.891047Z,467.0,CX0Z37FL,1052,30,Female,DATA_EXPIRED,United States,United States,United States,English,No,DATA_EXPIRED
68b36b256ae7994884c7c3a7,673b1c300a415ab6d503a61d,APPROVED,Not Applicable,2025-08-30T21:20:56.908000Z,2025-08-30T21:28:02.114000Z,2025-08-31T00:09:03.007000Z,2025-08-30T21:28:02.525349Z,426.0,CX0Z37FL,769,38,Female,Black,United States,United States,United States,English,No,Full-Time
68b36ba1eea7531bd8e3b286,66ba9cd5343e159bdc8691ad,APPROVED,Not Applicable,2025-08-30T21:22:52.478000Z,2025-08-30T21:30:23.989000Z,2025-08-31T00:09:03.291000Z,2025-08-30T21:30:24.370654Z,452.0,CX0Z37FL,521,23,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68b36e32e217ccc77f52b36a,681b781064a5701a5ceee3bc,APPROVED,Not Applicable,2025-08-30T21:33:43.315000Z,2025-08-30T21:41:30.078000Z,2025-08-31T00:09:03.521000Z,2025-08-30T21:41:30.508472Z,467.0,CX0Z37FL,1599,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
68b36e355945d1652b1a62c6,66620e96515dcea073792f41,APPROVED,Not Applicable,2025-08-30T21:33:45.095000Z,2025-08-30T21:39:57.554000Z,2025-08-31T00:09:03.771000Z,2025-08-30T21:39:57.926374Z,373.0,CX0Z37FL,230,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
68b36e3906acb66b7b0cbe32,5e7b6486b704ac034e3f01c8,APPROVED,Not Applicable,2025-08-30T21:40:59.390000Z,2025-08-30T21:57:00.677000Z,2025-08-31T00:09:03.997000Z,2025-08-30T21:57:01.081005Z,962.0,CX0Z37FL,4202,39,Male,White,United States,United States,United States,English,No,Full-Time
68b36e41e00dad98e9881026,5f2aec7bad745643d7271f4c,APPROVED,Not Applicable,2025-08-30T21:34:02.794000Z,2025-08-30T21:41:34.557000Z,2025-08-31T00:09:04.292000Z,2025-08-30T21:41:34.940828Z,452.0,CX0Z37FL,312,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
68b36e4d015810cfc97dbe68,5e204990b062543612e9a254,APPROVED,Not Applicable,2025-08-30T21:34:08.978000Z,2025-08-30T21:40:00.250000Z,2025-08-31T00:09:05.057000Z,2025-08-30T21:40:04.252181Z,352.0,CX0Z37FL,2784,27,Female,White,United Kingdom,United Kingdom,Ireland,English,No,Full-Time
68b36e6c7735f4150aa6a3c3,6100ac178a474bfcc555379b,APPROVED,Not Applicable,2025-08-30T21:34:41.236000Z,2025-08-30T21:46:47.504000Z,2025-08-31T00:09:05.303000Z,2025-08-30T21:46:47.964445Z,727.0,CX0Z37FL,4512,37,Male,Other,United States,United States,Mexico,English,No,Full-Time
