tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition,source,last_touched,touched_list,tomato_history,plate_history,is_exchange_collaboration
238,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_ee0c5647,encouraged_division_of_labor,453548f738185815,16.0,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ee0c5647_actions,,[],,,
415,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_ee0c5647,encouraged_division_of_labor,453548f738185815,194.94661423569812,178.94661423569812,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ee0c5647_actions,player_ee0c5647,['player_ee0c5647'],,,
552,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_c350db6a,encouraged_division_of_labor,453548f738185815,252.4857621535836,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_c350db6a_actions,,[],,,
594,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_ee0c5647,encouraged_division_of_labor,453548f738185815,269.94661423571074,75.00000000001262,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ee0c5647_actions,player_ee0c5647,['player_ee0c5647'],,,False
626,tomato,put down,Counter_32,Counter,32,put down tomato on counter,player_c350db6a,encouraged_division_of_labor,453548f738185815,268.4857621535837,16.000000000000114,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_c350db6a_actions,player_c350db6a,['player_c350db6a'],,,
679,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_c350db6a,encouraged_division_of_labor,453548f738185815,284.4857621535838,16.000000000000057,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_c350db6a_actions,,[],,,
735,tomato_cut,put down,Counter_34,Counter,34,put down tomato_cut on counter,player_ee0c5647,encouraged_division_of_labor,453548f738185815,401.3817010720648,131.43508683635406,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ee0c5647_actions,player_ee0c5647,"['player_ee0c5647', 'player_ee0c5647']",,,
736,tomato,put down,Counter_33,Counter,33,put down tomato on counter,player_c350db6a,encouraged_division_of_labor,453548f738185815,316.48576215358383,32.00000000000006,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_c350db6a_actions,player_c350db6a,['player_c350db6a'],,,
806,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_c350db6a,encouraged_division_of_labor,453548f738185815,348.4857621535839,32.00000000000006,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_c350db6a_actions,,[],,,
889,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_ee0c5647,encouraged_division_of_labor,453548f738185815,538.8590269598252,137.4773258877604,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_ee0c5647_actions,,[],,,
