tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition
238,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_ee0c5647,encouraged_division_of_labor,453548f738185815,16.0,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
415,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_ee0c5647,encouraged_division_of_labor,453548f738185815,194.94661423569812,178.94661423569812,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
594,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_ee0c5647,encouraged_division_of_labor,453548f738185815,269.94661423571074,75.00000000001262,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
735,tomato_cut,put down,Counter_34,Counter,34,put down tomato_cut on counter,player_ee0c5647,encouraged_division_of_labor,453548f738185815,401.3817010720648,131.43508683635406,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
889,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_ee0c5647,encouraged_division_of_labor,453548f738185815,538.8590269598252,137.4773258877604,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
963,plate,assemble salad,Counter_34,Counter,34,assemble salad,player_ee0c5647,encouraged_division_of_labor,453548f738185815,599.8612885476028,61.00226158777764,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
998,tomato_salad,pick up,Counter_34,Counter,34,pick up tomato_salad from counter,player_ee0c5647,encouraged_division_of_labor,453548f738185815,599.8612885476028,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1013,tomato_salad,put down,Counter_34,Counter,34,put down tomato_salad on counter,player_ee0c5647,encouraged_division_of_labor,453548f738185815,599.8612885476028,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1092,tomato_salad,pick up,Counter_34,Counter,34,pick up tomato_salad from counter,player_ee0c5647,encouraged_division_of_labor,453548f738185815,631.8612885476016,31.99999999999875,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1132,tomato_salad,deliver,Delivery_64,Delivery,64,deliver tomato_salad,player_ee0c5647,encouraged_division_of_labor,453548f738185815,647.8612885476009,15.999999999999318,1.0,1.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1198,tomato,pick up,Counter_33,Counter,33,pick up tomato from counter,player_ee0c5647,encouraged_division_of_labor,453548f738185815,670.4887055455698,22.627416997968908,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1357,tomato,start cutting,CuttingBoard_10,CuttingBoard,10,start cutting tomato,player_ee0c5647,encouraged_division_of_labor,453548f738185815,817.2222551906423,146.73354964507246,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1577,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_ee0c5647,encouraged_division_of_labor,453548f738185815,1009.2997456926025,192.07749050196026,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1627,plate,put down,Counter_32,Counter,32,put down plate on counter,player_ee0c5647,encouraged_division_of_labor,453548f738185815,1047.7829687783726,38.48322308577008,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1846,tomato_cut,pick up,CuttingBoard_10,CuttingBoard,10,pick up tomato_cut from cuttingboard,player_ee0c5647,encouraged_division_of_labor,453548f738185815,1210.874619136922,163.0916503585495,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1956,tomato_cut,put down,Counter_32,Counter,32,put down tomato_cut on counter,player_ee0c5647,encouraged_division_of_labor,453548f738185815,1293.2891430696777,82.41452393275563,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2127,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_ee0c5647,encouraged_division_of_labor,453548f738185815,1462.8959884388423,169.6068453691646,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2193,plate,assemble salad,Counter_32,Counter,32,assemble salad,player_ee0c5647,encouraged_division_of_labor,453548f738185815,1501.3792115246124,38.48322308577008,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2239,tomato_salad,pick up,Counter_32,Counter,32,pick up tomato_salad from counter,player_ee0c5647,encouraged_division_of_labor,453548f738185815,1501.3792115246124,0.0,1.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2294,tomato_salad,deliver,Delivery_63,Delivery,63,deliver tomato_salad,player_ee0c5647,encouraged_division_of_labor,453548f738185815,1524.0066285225812,22.627416997968794,2.0,1.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2370,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_ee0c5647,encouraged_division_of_labor,453548f738185815,1556.0066285225805,31.999999999999318,2.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2559,tomato,start cutting,CuttingBoard_10,CuttingBoard,10,start cutting tomato,player_ee0c5647,encouraged_division_of_labor,453548f738185815,1741.4312491780836,185.42462065550308,2.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2654,tomato_cut,pick up,CuttingBoard_10,CuttingBoard,10,pick up tomato_cut from cuttingboard,player_ee0c5647,encouraged_division_of_labor,453548f738185815,1741.4312491780836,0.0,2.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2724,tomato_cut,put down,Counter_32,Counter,32,put down tomato_cut on counter,player_ee0c5647,encouraged_division_of_labor,453548f738185815,1764.0586661760524,22.627416997968794,3.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2880,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_ee0c5647,encouraged_division_of_labor,453548f738185815,1933.5556966947963,169.49703051874394,3.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
