tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,prolific_id,condition
230,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_dffe9a8c,encouraged_division_of_labor,73ed589f595bca78,158.4415341775341,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)",65e150a2cca2780f6d77dfa6,"[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
378,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_dffe9a8c,encouraged_division_of_labor,73ed589f595bca78,337.388155571152,178.94662139361793,0.0,0.0,0.0,1.0,1.0,"(2, 2)",65e150a2cca2780f6d77dfa6,"[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
824,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_dffe9a8c,encouraged_division_of_labor,73ed589f595bca78,554.8851860898988,217.49703051874673,0.0,0.0,0.0,1.0,1.0,"(2, 2)",65e150a2cca2780f6d77dfa6,"[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
934,plate,put down,Counter_34,Counter,34,put down plate on counter,player_dffe9a8c,encouraged_division_of_labor,73ed589f595bca78,614.240925153931,59.355739064032264,0.0,0.0,0.0,1.0,1.0,"(2, 2)",65e150a2cca2780f6d77dfa6,"[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1004,tomato,pick up,Counter_32,Counter,32,pick up tomato from counter,player_dffe9a8c,encouraged_division_of_labor,73ed589f595bca78,646.2409251539298,31.99999999999875,0.0,0.0,0.0,1.0,1.0,"(2, 2)",65e150a2cca2780f6d77dfa6,"[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1183,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_dffe9a8c,encouraged_division_of_labor,73ed589f595bca78,802.7269000503007,156.48597489637098,0.0,0.0,0.0,1.0,1.0,"(2, 2)",65e150a2cca2780f6d77dfa6,"[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1183,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_dffe9a8c,encouraged_division_of_labor,73ed589f595bca78,802.7269000503007,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)",65e150a2cca2780f6d77dfa6,"[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1278,tomato_cut,assemble salad,Counter_34,Counter,34,assemble salad,player_dffe9a8c,encouraged_division_of_labor,73ed589f595bca78,850.7269000502987,47.999999999997954,0.0,0.0,0.0,1.0,1.0,"(2, 2)",65e150a2cca2780f6d77dfa6,"[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1483,tomato_salad,pick up,Counter_32,Counter,32,pick up tomato_salad from counter,player_dffe9a8c,encouraged_division_of_labor,73ed589f595bca78,927.8313266318244,77.10442658152567,0.0,0.0,0.0,1.0,1.0,"(2, 2)",65e150a2cca2780f6d77dfa6,"[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1620,tomato_salad,put down,Dispenser_40,Dispenser,40,put down tomato_salad on dispenser,player_dffe9a8c,encouraged_division_of_labor,73ed589f595bca78,1083.6747126182659,155.8433859864415,0.0,0.0,0.0,1.0,1.0,"(2, 2)",65e150a2cca2780f6d77dfa6,"[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
