tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition
157,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,16.0,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
224,tomato,put down,Counter_32,Counter,32,put down tomato on counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,38.627416997969505,22.627416997969505,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
230,tomato,pick up,Counter_32,Counter,32,pick up tomato from counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,38.627416997969505,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
259,tomato,put down,Counter_33,Counter,33,put down tomato on counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,54.627416997969505,16.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
321,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,93.11064008374187,38.483223085772366,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
376,tomato,put down,Counter_32,Counter,32,put down tomato on counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,126.36781071796106,33.25717063421919,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
433,plate,pick up,Dispenser_71,Dispenser,71,pick up plate from dispenser,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,164.85103380373354,38.48322308577248,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
503,plate,put down,Counter_34,Counter,34,put down plate on counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,225.60282348983947,60.75178968610592,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
575,plate,pick up,Dispenser_71,Dispenser,71,pick up plate from dispenser,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,286.60508507761887,61.0022615877794,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
674,plate,put down,Counter_35,Counter,35,put down plate on counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,363.5908500566831,76.98576497906424,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
846,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,472.2803239022893,108.68947384560619,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
923,tomato_cut,assemble salad,Counter_34,Counter,34,assemble salad,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,520.2803239022891,47.99999999999977,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
962,tomato,pick up,Counter_33,Counter,33,pick up tomato from counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,536.2803239022885,15.999999999999432,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1018,tomato,start cutting,CuttingBoard_10,CuttingBoard,10,start cutting tomato,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,574.7635469880597,38.483223085771215,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1119,tomato_cut,pick up,CuttingBoard_10,CuttingBoard,10,pick up tomato_cut from cuttingboard,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,574.7635469880597,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1203,tomato_cut,assemble salad,Counter_35,Counter,35,assemble salad,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,645.265214683656,70.50166769559632,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1230,tomato_salad,pick up,Counter_35,Counter,35,pick up tomato_salad from counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,645.265214683656,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1316,tomato_salad,deliver,Delivery_64,Delivery,64,deliver tomato_salad,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,712.7337124778686,67.46849779421257,2.0,1.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1359,tomato_salad,pick up,Counter_34,Counter,34,pick up tomato_salad from counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,728.733712477868,15.999999999999432,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1398,tomato_salad,deliver,Delivery_63,Delivery,63,deliver tomato_salad,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,751.361129475837,22.627416997968908,3.0,1.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1451,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,783.3611294758358,31.999999999998863,3.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1497,tomato,put down,Counter_32,Counter,32,put down tomato on counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,818.781468055094,35.420338579258214,3.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1536,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,834.7814680550937,15.999999999999659,3.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1587,tomato,put down,Counter_33,Counter,33,put down tomato on counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,866.7814680550925,31.999999999998863,3.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1642,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,905.2646911408642,38.48322308577167,3.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1705,tomato,put down,Counter_34,Counter,34,put down tomato on counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,959.7417007244212,54.47700958355699,3.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1785,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,1014.2187103079783,54.477009583557106,3.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2001,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,1191.920352140824,177.70164183284567,3.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2122,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,1191.920352140824,0.0,3.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2199,tomato_cut,put down,Counter_35,Counter,35,put down tomato_cut on counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,1255.920352140822,63.999999999997954,4.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2242,tomato,pick up,Counter_34,Counter,34,pick up tomato from counter,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,1271.9203521408213,15.999999999999318,4.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2313,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,1319.92035214082,47.999999999998636,4.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2504,plate,pick up,Dispenser_71,Dispenser,71,pick up plate from dispenser,player_85d26b77,encouraged_division_of_labor,046954bd654373b8,1505.8062684418776,185.8859163010577,4.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
