tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition
356,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,218.98597489637825,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
505,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,391.7411032744501,172.75512837807184,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
834,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,577.627019575509,185.88591630105896,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
887,plate,assemble salad,Counter_32,Counter,32,assemble salad,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,616.1102426612812,38.483223085772124,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
908,tomato_salad,pick up,Counter_32,Counter,32,pick up tomato_salad from counter,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,616.1102426612812,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
954,tomato_salad,deliver,Delivery_64,Delivery,64,deliver tomato_salad,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,654.5934657470533,38.483223085772124,1.0,1.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1081,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,715.6702076143124,61.0767418672591,1.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1116,tomato,put down,Counter_32,Counter,32,put down tomato on counter,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,731.670207614312,15.999999999999545,1.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1188,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,770.1534307000835,38.483223085771556,1.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1369,plate,put down,CuttingBoard_20,CuttingBoard,20,put down plate on cuttingboard,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,955.3014978751532,185.14806717506974,1.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
1369,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,955.3014978751532,0.0,1.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
