tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition,source,last_touched,touched_list,tomato_history,plate_history,is_exchange_collaboration
193,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_50a543ac,encouraged_division_of_labor,cd724948c43cbf49,32.0,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_50a543ac_actions,,[],,,
281,plate,put down,Dispenser_50,Dispenser,50,put down plate on dispenser,player_50a543ac,encouraged_division_of_labor,cd724948c43cbf49,48.0,16.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_50a543ac_actions,player_50a543ac,['player_50a543ac'],,,
281,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_50a543ac,encouraged_division_of_labor,cd724948c43cbf49,48.0,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_50a543ac_actions,,[],,,
356,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,218.98597489637825,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_af7de775_actions,,[],,,
505,tomato,start cutting,CuttingBoard_20,CuttingBoard,20,start cutting tomato,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,391.7411032744501,172.75512837807184,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_af7de775_actions,player_af7de775,['player_af7de775'],,,
578,tomato,put down,CuttingBoard_20,CuttingBoard,20,put down tomato on cuttingboard,player_50a543ac,encouraged_division_of_labor,cd724948c43cbf49,226.94661423570037,178.94661423570037,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_50a543ac_actions,player_50a543ac,['player_50a543ac'],,,
578,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_50a543ac,encouraged_division_of_labor,cd724948c43cbf49,226.94661423570037,0.0,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_50a543ac_actions,player_50a543ac,['player_50a543ac'],,,False
809,tomato_cut,put down,Counter_32,Counter,32,put down tomato_cut on counter,player_50a543ac,encouraged_division_of_labor,cd724948c43cbf49,272.85404286775764,45.907428632057275,0.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_50a543ac_actions,player_50a543ac,"['player_50a543ac', 'player_50a543ac']",,,
834,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,577.627019575509,185.88591630105896,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_af7de775_actions,,[],,,
887,plate,assemble salad,Counter_32,Counter,32,assemble salad,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,616.1102426612812,38.48322308577213,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_af7de775_actions,player_50a543ac,['player_af7de775'],"['player_50a543ac', 'player_50a543ac']",['player_af7de775'],True
908,tomato_salad,pick up,Counter_32,Counter,32,pick up tomato_salad from counter,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,616.1102426612812,0.0,0.0,0.0,0.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_af7de775_actions,player_af7de775,['player_af7de775'],"['player_50a543ac', 'player_50a543ac']",['player_af7de775'],False
954,tomato_salad,deliver,Delivery_64,Delivery,64,deliver tomato_salad,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,654.5934657470533,38.48322308577213,1.0,1.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_af7de775_actions,player_af7de775,"['player_af7de775', 'player_af7de775']","['player_50a543ac', 'player_50a543ac']",['player_af7de775'],
1081,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,715.6702076143124,61.0767418672591,1.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_af7de775_actions,,[],,,
1116,tomato,put down,Counter_32,Counter,32,put down tomato on counter,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,731.670207614312,15.999999999999543,1.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_af7de775_actions,player_af7de775,['player_af7de775'],,,
1188,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,770.1534307000835,38.48322308577155,1.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_af7de775_actions,,[],,,
1256,tomato,pick up,Dispenser_40,Dispenser,40,pick up tomato from dispenser,player_50a543ac,encouraged_division_of_labor,cd724948c43cbf49,448.4170658851293,175.56302301737168,1.0,0.0,0.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_50a543ac_actions,,[],,,
1369,plate,put down,CuttingBoard_20,CuttingBoard,20,put down plate on cuttingboard,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,955.3014978751532,185.14806717506977,1.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_af7de775_actions,player_af7de775,['player_af7de775'],,,
1369,tomato_cut,pick up,CuttingBoard_20,CuttingBoard,20,pick up tomato_cut from cuttingboard,player_af7de775,encouraged_division_of_labor,cd724948c43cbf49,955.3014978751532,0.0,1.0,0.0,1.0,1.0,1.0,"(2, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints",player_af7de775_actions,player_af7de775,['player_af7de775'],,,False
