tick,item,action,target,target_type,target_position,action_long,player_id,map_name,game_id,distance_walked,distance_walked_since_last_action,overall_score,player_score_change,player_score,walking_speed,cutting_speed,start_pos,condition
1963,plate,pick up,Dispenser_71,Dispenser,71,pick up plate from dispenser,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,1138.521778036442,192.07749050196048,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2050,plate,put down,Counter_32,Counter,32,put down plate on counter,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,1177.005001122212,38.48322308577008,2.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2277,tomato_cut,pick up,CuttingBoard_10,CuttingBoard,10,pick up tomato_cut from cuttingboard,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,1340.0966514807615,163.0916503585495,3.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2330,tomato_cut,assemble salad,Counter_32,Counter,32,assemble salad,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,1362.7240684787303,22.627416997968794,3.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2379,tomato_salad,pick up,Counter_32,Counter,32,pick up tomato_salad from counter,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,1362.7240684787303,0.0,3.0,0.0,1.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2527,tomato_salad,deliver,Delivery_63,Delivery,63,deliver tomato_salad,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,1493.8157352826145,131.0916668038842,4.0,1.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2586,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,1525.8157352826138,31.999999999999318,4.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2768,tomato,start cutting,CuttingBoard_10,CuttingBoard,10,start cutting tomato,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,1711.2403559381169,185.42462065550308,4.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
2950,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,1903.3178464400785,192.07749050196162,4.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
3009,plate,put down,Counter_32,Counter,32,put down plate on counter,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,1941.8010695258486,38.48322308577008,5.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
3250,tomato_cut,pick up,CuttingBoard_10,CuttingBoard,10,pick up tomato_cut from cuttingboard,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,2104.892719884401,163.09165035855222,5.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
3301,tomato_cut,assemble salad,Counter_32,Counter,32,assemble salad,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,2127.5201368823737,22.627416997972887,5.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
3341,tomato_salad,pick up,Counter_32,Counter,32,pick up tomato_salad from counter,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,2127.5201368823737,0.0,5.0,0.0,2.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
3545,tomato_salad,deliver,Delivery_63,Delivery,63,deliver tomato_salad,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,2258.552485218347,131.03234833597344,6.0,1.0,3.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
3607,tomato,pick up,Dispenser_50,Dispenser,50,pick up tomato from dispenser,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,2290.5524852183507,32.00000000000364,6.0,0.0,3.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
3797,tomato,start cutting,CuttingBoard_10,CuttingBoard,10,start cutting tomato,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,2475.97710587386,185.42462065550944,6.0,0.0,3.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
3984,plate,pick up,Dispenser_60,Dispenser,60,pick up plate from dispenser,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,2668.054596375832,192.07749050197162,7.0,0.0,3.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
4057,plate,put down,Counter_32,Counter,32,put down plate on counter,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,2706.537819461606,38.48322308577417,7.0,0.0,3.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
4291,tomato_cut,pick up,CuttingBoard_10,CuttingBoard,10,pick up tomato_cut from cuttingboard,player_3930974e,encouraged_division_of_labor,d2d646e1af2af7b0,2869.6294698201655,163.0916503585595,7.0,0.0,3.0,1.0,1.0,"(5, 2)","[p(2, 2)_cs(1.0)_ws(1.0)]_[p(5, 2)_cs(1.0)_ws(1.0)]_ability_hints"
