tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,d6a16aba01cb07cc_score,player_57ec6045_x,player_57ec6045_y,player_57ec6045_move_target,player_57ec6045_item,player_57ec6045_score,player_57ec6045_cut_speed,player_57ec6045_speed,player_c63615ad_x,player_c63615ad_y,player_c63615ad_move_target,player_c63615ad_item,player_c63615ad_score,player_c63615ad_cut_speed,player_c63615ad_speed,0e99806f83bc1609_score,3c8746016dd856e6_message,98de611e8dce5b50_score
1819,train,True,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,70.74999999999972,,,0,1.0,30.0,,,
1820,train,True,0,1,tomato,2.9583333333333313,2,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,69.49999999999943,,,0,1.0,30.0,,,
1821,train,True,0,1,tomato,2.999999999999998,2,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,68.24999999999915,,,0,1.0,30.0,,,
1822,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,66.99999999999886,,,0,1.0,30.0,,,
1823,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,65.74999999999858,,,0,1.0,30.0,,,
1824,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,64.4999999999983,,,0,1.0,30.0,,,
1825,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,25.24999999999993,,,0,1.0,30.0,56.0,63.24999999999801,,,0,1.0,30.0,,,
1826,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,26.499999999999858,,,0,1.0,30.0,56.0,61.999999999997726,,,0,1.0,30.0,,,
1827,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,27.749999999999787,,,0,1.0,30.0,56.0,60.74999999999744,,,0,1.0,30.0,,,
1828,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,28.999999999999716,,,0,1.0,30.0,56.0,59.49999999999716,,,0,1.0,30.0,,,
1829,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,30.249999999999645,,,0,1.0,30.0,56.0,58.249999999996874,,,0,1.0,30.0,,,
1830,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,31.499999999999574,,,0,1.0,30.0,56.0,56.99999999999659,,,0,1.0,30.0,,,
1831,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,32.749999999999716,,,0,1.0,30.0,56.31621556657754,55.8798317388366,,,0,1.0,30.0,,,
1832,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,34.0,,,0,1.0,30.0,57.19459214040404,54.990475457837135,,,0,1.0,30.0,,,
1833,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,35.250000000000284,,,0,1.0,30.0,58.07296871423054,54.10111917683767,,,0,1.0,30.0,,,
1834,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,36.50000000000057,,,0,1.0,30.0,58.95134528805704,53.211762895838206,,,0,1.0,30.0,,,
1835,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,37.75000000000085,,,0,1.0,30.0,59.82972186188354,52.32240661483874,,,0,1.0,30.0,,,
1836,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.00000000000114,,,0,1.0,30.0,60.70809843571004,51.433050333839276,,,0,1.0,30.0,,,
1837,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.25000000000142,,,0,1.0,30.0,61.58647500953654,50.543694052839896,,,0,1.0,30.0,,,
1838,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,41.500000000001705,,,0,1.0,30.0,62.46485158336304,49.654337771840936,,,0,1.0,30.0,,,
1839,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,42.75000000000199,,,0,1.0,30.0,63.34322815718954,48.76498149084197,,,0,1.0,30.0,,,
1840,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,44.000000000002274,,,0,1.0,30.0,64.22160473101623,47.87562520984288,,,0,1.0,30.0,,,
1841,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,45.25000000000256,,,0,1.0,30.0,65.09998130484344,46.986268928843415,,,0,1.0,30.0,,,
1842,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,46.50000000000284,,,0,1.0,30.0,65.97835787867065,46.09691264784395,,,0,1.0,30.0,,,
1843,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,47.750000000003126,,,0,1.0,30.0,66.85673445249786,45.207556366844486,,,0,1.0,30.0,,,
1844,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,49.00000000000341,,,0,1.0,30.0,67.73511102632507,44.31820008584502,,,0,1.0,30.0,,,
1845,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,50.250000000003695,,,0,1.0,30.0,68.61348760015223,43.428843804845556,,,0,1.0,30.0,,,
1846,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,51.50000000000398,,,0,1.0,30.0,69.49186417397894,42.53948752384609,,,0,1.0,30.0,,,
1847,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,52.75000000000426,,,0,1.0,30.0,70.37024074780565,41.650131242846626,,,0,1.0,30.0,,,
1848,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,54.00000000000455,,,0,1.0,30.0,71.24861732163237,40.76077496184716,,,0,1.0,30.0,,,
1849,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,55.25000000000483,,,0,1.0,30.0,72.12895313664531,39.873365648401276,,,0,1.0,30.0,,,
1850,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.500000000005116,,,0,1.0,30.0,73.01277204710046,38.98941761060587,,,0,1.0,30.0,,,
1851,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,57.7500000000054,,,0,1.0,30.0,73.8965909575556,38.10546957281014,,,0,1.0,30.0,,,
1852,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,59.000000000005684,,,0,1.0,30.0,74.78040986801075,37.2215215350144,,,0,1.0,30.0,,,
1853,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,60.25000000000597,,,0,1.0,30.0,75.6642287784659,36.33757349721867,,,0,1.0,30.0,,,
1854,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,61.50000000000625,,,0,1.0,30.0,76.54804768892105,35.453625459422945,,,0,1.0,30.0,,,
1855,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,62.75000000000654,,,0,1.0,30.0,77.43186659937619,34.56967742162722,,,0,1.0,30.0,,,
1856,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,64.00000000000682,,,0,1.0,30.0,78.31568550983134,33.685729383831486,,,0,1.0,30.0,,,
1857,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,65.2500000000071,,,0,1.0,30.0,79.19950442028649,32.80178134603575,,,0,1.0,30.0,,,
1858,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,66.50000000000739,,,0,1.0,30.0,80.08332333074164,31.917833308240056,,,0,1.0,30.0,,,
1859,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,67.75000000000767,,,0,1.0,30.0,80.96714224119678,31.03388527044462,,,0,1.0,30.0,,,
1860,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,69.00000000000796,,,0,1.0,30.0,81.85096115165193,30.149937232649187,,,0,1.0,30.0,,,
1861,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,70.25000000000824,,,0,1.0,30.0,82.73478006210708,29.265989194853752,,,0,1.0,30.0,,,
1862,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,71.50000000000853,,,0,1.0,30.0,83.61859897256222,28.382041157058318,,,0,1.0,30.0,,,
1863,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,72.75000000000881,,,0,1.0,30.0,84.50241788301737,27.498093119262826,,,0,1.0,30.0,,,
1864,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,74.0000000000091,,,0,1.0,30.0,85.38623679347252,26.614145081467036,,,0,1.0,30.0,,,
1865,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,75.25000000000938,,,0,1.0,30.0,86.27005570392767,25.730197043671247,,,0,1.0,30.0,,,
1866,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,76.50000000000966,,,0,1.0,30.0,87.15387461438233,24.846249005875457,,,0,1.0,30.0,,,
1867,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,77.75000000000995,,,0,1.0,30.0,88.0,24.0,,,0,1.0,30.0,,,
1868,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,79.00000000001023,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
1869,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,80.25000000001052,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
1870,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,81.5000000000108,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
1871,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,82.75000000001108,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
1872,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,84.00000000001137,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
1873,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,85.25000000001165,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
1874,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,86.50000000001194,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
1875,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,87.75000000001222,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
1876,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
1877,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
1878,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,tomato,2,3,tomato,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,88.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
