tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,9902fecde166600e_score,player_8deb5ad4_x,player_8deb5ad4_y,player_8deb5ad4_move_target,player_8deb5ad4_item,player_8deb5ad4_score,player_8deb5ad4_cut_speed,player_8deb5ad4_speed,player_d7182050_x,player_d7182050_y,player_d7182050_move_target,player_d7182050_item,player_d7182050_score,player_d7182050_cut_speed,player_d7182050_speed
2423,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,60.74999999999744,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2424,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,59.49999999999716,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2425,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,58.249999999996874,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2426,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.99999999999659,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2427,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,55.749999999996305,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2428,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,54.49999999999602,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2429,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,53.24999999999574,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2430,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,51.99999999999545,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2431,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,50.74999999999517,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2432,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,49.499999999994884,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2433,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,48.2499999999946,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2434,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,46.999999999994316,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2435,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,45.74999999999403,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2436,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,44.49999999999375,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2437,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,43.24999999999346,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2438,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,41.99999999999318,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2439,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,40.749999999992895,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2440,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.49189088134324,39.70196048263347,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2441,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,89.37026745517045,38.812604201634024,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2442,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,90.24864402899766,37.92324792063456,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2443,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,91.12702060282487,37.033891639635094,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2444,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,92.00539717665208,36.14453535863563,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2445,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,92.88377375047929,35.255179077636164,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2446,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,93.7621503243065,34.3658227966367,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2447,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,94.64052689813371,33.476466515637235,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2448,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,95.51890347196093,32.58711023463777,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2449,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,96.39728004578814,31.697753953638426,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2450,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,97.27565661961488,30.808397672639316,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2451,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,98.15403319344124,29.919041391640206,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2452,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,99.03240976726761,29.029685110641097,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2453,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,99.91078634109397,28.140328829641987,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2454,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,100.78916291492033,27.250972548642878,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2455,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,101.66753948874668,26.361616267643768,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2456,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,102.54591606257304,25.47225998664466,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2457,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,103.4242926363994,24.58290370564555,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2458,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2459,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2460,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2461,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2462,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2463,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2464,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
2465,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,102.74999999999972,24.0,,plate,0,1.0,30.0
2466,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,101.49999999999943,24.0,,plate,0,1.0,30.0
2467,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,100.24999999999915,24.0,,plate,0,1.0,30.0
2468,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,98.99999999999886,24.0,,plate,0,1.0,30.0
2469,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,97.74999999999858,24.0,,plate,0,1.0,30.0
2470,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,96.4999999999983,24.0,,plate,0,1.0,30.0
2471,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,95.24999999999801,24.0,,plate,0,1.0,30.0
2472,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,93.99999999999773,24.0,,plate,0,1.0,30.0
2473,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,92.74999999999744,24.0,,plate,0,1.0,30.0
2474,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,91.49999999999716,24.0,,plate,0,1.0,30.0
2475,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,90.24999999999687,24.0,,plate,0,1.0,30.0
2476,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,88.99999999999659,24.0,,plate,0,1.0,30.0
2477,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,87.87983173883686,24.31621556657754,,plate,0,1.0,30.0
2478,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,86.9904754578381,25.19459214040404,,plate,0,1.0,30.0
2479,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,86.10111917683935,26.07296871423054,,plate,0,1.0,30.0
2480,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,85.2117628958406,26.95134528805704,,plate,0,1.0,30.0
2481,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,84.32240661484184,27.82972186188354,,plate,0,1.0,30.0
2482,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,83.43305033384308,28.708098435710042,,plate,0,1.0,30.0
2483,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,82.54369405284433,29.586475009536542,,plate,0,1.0,30.0
2484,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,81.65433777184558,30.464851583363043,,plate,0,1.0,30.0
2485,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,80.76498149084682,31.343228157189543,,plate,0,1.0,30.0
2486,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,79.87562520984807,32.22160473101604,,plate,0,1.0,30.0
2487,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,78.98626892884931,33.099981304842544,,plate,0,1.0,30.0
2488,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,78.09691264785002,33.978357878669044,,plate,0,1.0,30.0
2489,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,77.20755636685033,34.856734452495544,,plate,0,1.0,30.0
2490,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,2,1.0,30.0,76.31820008585065,35.735111026322045,,plate,0,1.0,30.0
2491,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,103.11611652351695,24.88388347648305,,plate,2,1.0,30.0,75.42884380485096,36.613487600148545,,plate,0,1.0,30.0
2492,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,102.2322330470339,25.7677669529661,,plate,2,1.0,30.0,74.53948752385128,37.491864173975046,,plate,0,1.0,30.0
2493,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,101.34834957055085,26.65165042944915,,plate,2,1.0,30.0,73.65013124285159,38.370240747801546,,plate,0,1.0,30.0
2494,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.9583333333333277,3,3,2,,3,3,,3,4,tomato,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,100.4644660940678,27.535533905932198,,plate,2,1.0,30.0,72.76077496185191,39.248617321628046,,plate,0,1.0,30.0
