tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,ddbc26f8d77d7346_score,player_cca0766a_x,player_cca0766a_y,player_cca0766a_move_target,player_cca0766a_item,player_cca0766a_score,player_cca0766a_cut_speed,player_cca0766a_speed,player_19c5f267_x,player_19c5f267_y,player_19c5f267_move_target,player_19c5f267_item,player_19c5f267_score,player_19c5f267_cut_speed,player_19c5f267_speed
1078,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1079,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1080,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1081,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,3.9583333333333277,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1082,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,3.9999999999999942,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1083,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1084,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1085,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1086,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1087,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1088,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1089,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1090,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1091,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1092,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1093,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1094,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1095,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1096,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1097,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1098,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1099,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1100,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1101,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1102,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1103,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1104,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1105,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1106,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1107,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1108,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1109,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1110,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1111,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1112,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1113,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1114,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1115,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1116,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1117,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1118,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1119,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1120,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1121,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1122,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1123,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1124,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1125,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1126,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1127,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1128,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1129,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1130,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1131,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1132,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1133,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1134,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1135,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1136,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1137,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1138,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1139,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1140,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1141,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1142,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1143,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1144,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1145,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1146,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1147,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1148,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1149,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1150,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1151,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1152,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1153,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1154,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1155,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1156,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1157,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
