tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,c476c726957db075_score,player_9f8e000f_x,player_9f8e000f_y,player_9f8e000f_move_target,player_9f8e000f_item,player_9f8e000f_score,player_9f8e000f_cut_speed,player_9f8e000f_speed,player_da7fc05a_x,player_da7fc05a_y,player_da7fc05a_move_target,player_da7fc05a_item,player_da7fc05a_score,player_da7fc05a_cut_speed,player_da7fc05a_speed
811,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
812,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
813,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
814,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
815,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
816,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
817,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
818,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
819,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
820,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
821,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
822,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.250000000000284,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
823,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.50000000000057,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
824,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.75000000000085,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
825,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.00000000000114,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
826,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.25000000000142,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
827,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.500000000001705,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
828,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.75000000000199,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
829,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.00000000000227,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
830,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.25000000000256,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
831,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.50000000000284,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
832,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.75000000000313,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
833,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.00000000000341,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
834,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.2500000000037,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
835,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.50000000000398,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
836,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.75000000000426,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
837,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.00000000000455,40.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
838,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.25000000000483,40.0,,,0,1.0,30.0,72.0,25.24999999999993,,tomato,0,1.0,30.0
839,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.50000000000512,40.0,,,0,1.0,30.0,72.0,26.499999999999858,,tomato,0,1.0,30.0
840,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.7500000000054,40.0,,,0,1.0,30.0,72.0,27.749999999999787,,tomato,0,1.0,30.0
841,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.00000000000568,40.0,,,0,1.0,30.0,72.0,28.999999999999716,,tomato,0,1.0,30.0
842,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.25000000000597,40.0,,,0,1.0,30.0,72.0,30.249999999999645,,tomato,0,1.0,30.0
843,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.50000000000625,40.0,,,0,1.0,30.0,72.0,31.499999999999574,,tomato,0,1.0,30.0
844,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.75000000000654,40.0,,,0,1.0,30.0,72.0,32.749999999999716,,tomato,0,1.0,30.0
845,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.00000000000682,40.0,,,0,1.0,30.0,72.0,34.0,,tomato,0,1.0,30.0
846,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.2500000000071,40.0,,,0,1.0,30.0,72.0,35.250000000000284,,tomato,0,1.0,30.0
847,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.29803951736653,39.50810911865716,,,0,1.0,30.0,72.0,36.50000000000057,,tomato,0,1.0,30.0
848,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.18739579836529,38.62973254483066,,,0,1.0,30.0,72.0,37.75000000000085,,tomato,0,1.0,30.0
849,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.07675207936404,37.75135597100416,,,0,1.0,30.0,72.0,39.00000000000114,,tomato,0,1.0,30.0
850,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.9661083603628,36.87297939717766,,,0,1.0,30.0,71.68378443342253,40.120168261161126,,tomato,0,1.0,30.0
851,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.85546464136155,35.99460282335116,,,0,1.0,30.0,70.80540785959582,41.00952454216059,,tomato,0,1.0,30.0
852,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.7448209223603,35.11622624952466,,,0,1.0,30.0,69.92703128576912,41.898880823160056,,tomato,0,1.0,30.0
853,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.63417720335906,34.23784967569816,,,0,1.0,30.0,69.0486547119424,42.78823710415952,,tomato,0,1.0,30.0
854,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.52353348435781,33.35947310187166,,,0,1.0,30.0,68.17027813811569,43.677593385158985,,tomato,0,1.0,30.0
855,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.41288976535657,32.48109652804516,,,0,1.0,30.0,67.29190156428898,44.56694966615845,,tomato,0,1.0,30.0
856,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.30224604635532,31.602719954218657,,,0,1.0,30.0,66.41352499046226,45.456305947157915,,tomato,0,1.0,30.0
857,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.19160232735408,30.724343380392156,,,0,1.0,30.0,65.53514841663555,46.34566222815738,,tomato,0,1.0,30.0
858,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.08095860835283,29.845966806565656,,,0,1.0,30.0,64.65677184280884,47.235018509156845,,tomato,0,1.0,30.0
859,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.97031488935158,28.967590232739155,,,0,1.0,30.0,63.77839526898218,48.12437479015631,,tomato,0,1.0,30.0
860,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.85967117035034,28.089213658912655,,,0,1.0,30.0,62.90001869515568,49.013731071155775,,tomato,0,1.0,30.0
861,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.7490274513491,27.210837085086226,,,0,1.0,30.0,62.02164212132918,49.90308735215524,,tomato,0,1.0,30.0
862,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.63838373234823,26.33246051126008,,,0,1.0,30.0,61.14326554750268,50.792443633154704,,tomato,0,1.0,30.0
863,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.52774001334755,25.454083937433936,,,0,1.0,30.0,60.26488897367618,51.68179991415417,,tomato,0,1.0,30.0
864,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.41709629434688,24.57570736360779,,,0,1.0,30.0,59.38651239984968,52.57115619515362,,tomato,0,1.0,30.0
865,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,,0,1.0,30.0,58.50813582602318,53.46051247615258,,tomato,0,1.0,30.0
866,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,57.62975925219668,54.34986875715155,,tomato,0,1.0,30.0
867,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.75138267837018,55.23922503815051,,tomato,0,1.0,30.0
868,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,tomato,0,1.0,30.0
869,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
870,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
871,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
872,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
873,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
874,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
875,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
876,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
877,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
878,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
879,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
880,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
881,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
882,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
883,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
884,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
885,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
886,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
887,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
888,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
889,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
890,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,30.0,56.0,56.0,,,0,1.0,30.0
