tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,bcf473b9b6a3fb34_score,player_2cd7d144_x,player_2cd7d144_y,player_2cd7d144_move_target,player_2cd7d144_item,player_2cd7d144_score,player_2cd7d144_cut_speed,player_2cd7d144_speed,player_455f301d_x,player_455f301d_y,player_455f301d_move_target,player_455f301d_item,player_455f301d_score,player_455f301d_cut_speed,player_455f301d_speed
1210,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.09357476290585,79.59926223291072,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1211,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.08587930620838,78.97430961074983,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1212,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.08354303616163,78.3493139772913,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1213,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.081206766114875,77.72431834383278,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1214,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.07887049606812,77.09932271037425,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1215,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.076534226021366,76.47432707691573,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1216,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.07419795597461,75.8493314434572,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1217,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.07186168592786,75.22433580999868,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1218,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0695254158811,74.59934017654015,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1219,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.06718914583435,73.97434454308163,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1220,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.064852875787594,73.3493489096231,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1221,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.06251660574084,72.72435327616458,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1222,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.060180335694085,72.09935764270605,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1223,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.05784406564733,71.47436200924753,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1224,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.055507795600576,70.849366375789,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1225,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.05317152555382,70.22437074233048,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1226,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.05083525550707,69.59937510887195,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1227,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.04849898546031,68.97437947541343,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1228,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.04616271541356,68.3493838419549,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1229,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.043826445366804,67.72438820849638,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1230,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.04149017532005,67.09939257503785,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1231,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.03915390527337,66.47439694157933,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1232,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.036817635226974,65.8494013081208,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1233,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.034481365180575,65.22440567466228,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1234,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.032145095134176,64.59941004120375,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1235,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.02980882508778,63.97441440774523,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1236,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.02747255504138,63.349418774286704,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1237,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.02513628499498,62.72442314082818,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1238,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.02280001494858,62.099427507369654,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1239,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.02046374490218,61.47443187391113,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1240,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.01812747485578,60.849436240452604,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1241,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.01579120480938,60.22444060699408,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1242,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.01345493476298,59.599444973535554,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1243,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.011118664716584,58.97444934007703,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1244,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.008782394670185,58.349453706618505,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1245,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.006446124623785,57.72445807315998,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1246,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.004109854577386,57.099462439701455,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1247,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00177358453099,56.47446680624293,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1248,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000729515984965,55.849468727891946,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1249,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00070074861781,55.22446872855403,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1250,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000671981250655,54.59946872921611,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1251,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0006432138835,53.9744687298782,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1252,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000614446516344,53.34946873054028,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1253,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00058567914919,52.724468731202364,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1254,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000556911782034,52.09946873186445,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1255,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00052814441488,51.47446873252653,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1256,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000499377047475,50.849468733188615,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1257,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000470609679965,50.2244687338507,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1258,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000441842312455,49.59946873451278,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1259,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000413074944944,48.97446873517487,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1260,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000384307577434,48.34946873583695,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1261,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000355540209924,47.724468736499034,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1262,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00032677284241,47.09946873716112,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1263,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0002980054749,46.4744687378232,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1264,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00026923810739,45.849468738485285,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1265,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00024047073988,45.22446873914737,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1266,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00021170337237,44.59946873980945,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1267,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00018293600486,43.974468740471536,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1268,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00015416863735,43.34946874113362,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1269,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00012540126984,42.724468741795704,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1270,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00009663390233,42.09946874245779,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1271,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00006786653482,41.47446874311987,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1272,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00003909916731,40.849468743781955,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1273,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0000103317998,40.22446874444404,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1274,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000884105276,39.599468744470386,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1275,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000008486831575,38.974468744470244,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1276,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000813261039,38.3494687444701,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1277,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000007778389204,37.72446874446996,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1278,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000742416802,37.09946874446982,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1279,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000706994683,36.474468744469675,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1280,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000671572585,35.84946874446953,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1281,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000636150502,35.22446874446939,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1282,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000600728419,34.59946874446925,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1283,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000565306336,33.97446874446911,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1284,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000529884253,33.349468744468965,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1285,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0000049446217,32.72446874446882,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1286,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000459040087,32.09946874446868,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1287,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000423618004,31.47446874446884,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1288,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000388195921,30.849468744469053,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
1289,0,1,,0,2,,0,3,,1,0,,0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000352773838,30.224468744469267,,,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
