tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,bcf473b9b6a3fb34_score,player_2cd7d144_x,player_2cd7d144_y,player_2cd7d144_move_target,player_2cd7d144_item,player_2cd7d144_score,player_2cd7d144_cut_speed,player_2cd7d144_speed,player_455f301d_x,player_455f301d_y,player_455f301d_move_target,player_455f301d_item,player_455f301d_score,player_455f301d_cut_speed,player_455f301d_speed
2520,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.48038956016149,88.46875578607364,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2521,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.195739298556454,87.96253319474607,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2522,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.18807586171881,87.33758017912356,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2523,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.18041242488116,86.71262716350105,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2524,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.172748988043516,86.08767414787854,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2525,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.16508555120587,85.46272113225604,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2526,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.157422114368224,84.83776811663353,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2527,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.14975867753058,84.21281510101102,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2528,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.14209524069293,83.58786208538851,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2529,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.134431803855286,82.962909069766,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2530,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.12676836701764,82.33795605414349,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2531,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.119104930179994,81.71300303852098,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2532,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.11144149334235,81.08805002289847,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2533,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.1037780565047,80.46309700727596,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2534,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.096114619667055,79.83814399165345,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2535,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.08845118282941,79.21319097603094,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2536,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.08078774599176,78.58823796040843,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2537,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.07312430915412,77.96328494478593,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2538,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.06546087231641,77.33833192916342,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2539,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.05779743547841,76.71337891354091,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2540,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.05013399864041,76.0884258979184,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2541,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.04247056180241,75.46347288229589,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2542,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.03480712496441,74.83851986667338,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2543,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.027143688126415,74.21356685105087,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2544,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.019480251288414,73.58861383542836,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2545,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.01181681445041,72.96366081980585,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2546,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00415337761241,72.33870780418334,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2547,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00231974246357,71.71371861583418,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2548,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00222747665045,71.08871862264459,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2549,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.002135210837324,70.463718629455,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2550,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0020429450242,69.83871863626541,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2551,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00195067921108,69.21371864307582,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2552,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.001858413397954,68.58871864988623,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2553,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00176614758483,67.96371865669664,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2554,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00167388177171,67.33871866350705,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2555,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.001581615958585,66.71371867031746,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2556,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00148935014546,66.08871867712787,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2557,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00139708433234,65.46371868393828,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2558,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.001304818519216,64.83871869074869,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2559,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00121255270609,64.2137186975591,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2560,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00112028689297,63.58871870436951,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2561,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00102802107985,62.96371871117992,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2562,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000935755266724,62.33871871799033,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2563,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0008434894536,61.71371872480074,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2564,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00075122364048,61.08871873161115,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2565,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000658957827355,60.46371873842156,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2566,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00056669201423,59.83871874523197,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2567,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000474426201436,59.21371875204238,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2568,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00038216038867,58.58871875885279,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2569,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0002898945759,57.9637187656632,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2570,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00019762876313,57.33871877247361,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2571,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000105362950364,56.71371877928402,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2572,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000028593494115,56.08871878493688,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2573,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00002748271971,55.46371878493816,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2574,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0000263719453,54.83871878493944,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2575,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0000252611709,54.21371878494072,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2576,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00002415039649,53.588718784941996,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2577,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000023039622086,52.963718784943275,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2578,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00002192884768,52.338718784944554,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2579,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000020818073274,51.71371878494583,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2580,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001970729887,51.08871878494711,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2581,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001859652446,50.46371878494839,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2582,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001748575006,49.83871878494967,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2583,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001637497565,49.21371878495095,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2584,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001526420152,48.58871878495223,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2585,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001415342747,47.96371878495351,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2586,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001304265342,47.338718784954786,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2587,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001193187937,46.713718784956065,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2588,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00001082110532,46.088718784957344,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2589,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000971033127,45.46371878495862,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2590,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000859955722,44.8387187849599,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2591,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000748878317,44.21371878496118,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2592,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000637800912,43.58871878496246,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2593,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000526723507,42.96371878496374,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2594,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000415646102,42.33871878496502,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2595,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.00000304568697,41.7137187849663,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2596,0,1,,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.000001934912916,41.088718784967575,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
