tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,06699effb31f1142_score,player_8a1a4865_x,player_8a1a4865_y,player_8a1a4865_move_target,player_8a1a4865_item,player_8a1a4865_score,player_8a1a4865_cut_speed,player_8a1a4865_speed,player_c5ca9a03_x,player_c5ca9a03_y,player_c5ca9a03_move_target,player_c5ca9a03_item,player_c5ca9a03_score,player_c5ca9a03_cut_speed,player_c5ca9a03_speed,544d54afaf934d06_score,866cd92a4c9f6ea7_message,48d25d6115b00814_score
1580,train,0,1,tomato,1.4583333333333337,1,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1581,train,0,1,tomato,1.5000000000000004,1,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1582,train,0,1,tomato,1.5416666666666672,1,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1583,train,0,1,tomato,1.583333333333334,1,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1584,train,0,1,tomato,1.6250000000000007,1,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1585,train,0,1,tomato,1.6666666666666674,1,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1586,train,0,1,tomato,1.7083333333333341,1,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1587,train,0,1,tomato,1.7500000000000009,1,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1588,train,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1589,train,0,1,tomato,1.8333333333333344,1,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1590,train,0,1,tomato,1.875000000000001,1,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1591,train,0,1,tomato,1.9166666666666679,1,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1592,train,0,1,tomato,1.9583333333333346,1,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1593,train,0,1,tomato,2.0000000000000013,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1594,train,0,1,tomato,2.041666666666668,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1595,train,0,1,tomato,2.0833333333333344,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1596,train,0,1,tomato,2.125000000000001,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1597,train,0,1,tomato,2.1666666666666674,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1598,train,0,1,tomato,2.208333333333334,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1599,train,0,1,tomato,2.2500000000000004,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1600,train,0,1,tomato,2.291666666666667,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1601,train,0,1,tomato,2.3333333333333335,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1602,train,0,1,tomato,2.375,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1603,train,0,1,tomato,2.4166666666666665,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1604,train,0,1,tomato,2.458333333333333,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1605,train,0,1,tomato,2.4999999999999996,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1606,train,0,1,tomato,2.541666666666666,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1607,train,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1608,train,0,1,tomato,2.624999999999999,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1609,train,0,1,tomato,2.6666666666666656,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1610,train,0,1,tomato,2.708333333333332,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1611,train,0,1,tomato,2.7499999999999987,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1612,train,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1613,train,0,1,tomato,2.8333333333333317,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1614,train,0,1,tomato,2.8749999999999982,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1615,train,0,1,tomato,2.9166666666666647,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1616,train,0,1,tomato,2.9583333333333313,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1617,train,0,1,tomato,2.999999999999998,2,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1618,train,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1619,train,0,1,tomato_cut,3.083333333333331,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1620,train,0,1,tomato_cut,3.1249999999999973,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1621,train,0,1,tomato_cut,3.166666666666664,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1622,train,0,1,tomato_cut,3.2083333333333304,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1623,train,0,1,tomato_cut,3.249999999999997,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1624,train,0,1,tomato_cut,3.2916666666666634,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1625,train,0,1,tomato_cut,3.33333333333333,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1626,train,0,1,tomato_cut,3.3749999999999964,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1627,train,0,1,tomato_cut,3.416666666666663,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1628,train,0,1,tomato_cut,3.4583333333333295,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1629,train,0,1,tomato_cut,3.499999999999996,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1630,train,0,1,tomato_cut,3.5416666666666625,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1631,train,0,1,tomato_cut,3.583333333333329,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1632,train,0,1,tomato_cut,3.6249999999999956,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1633,train,0,1,tomato_cut,3.666666666666662,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1634,train,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1635,train,0,1,tomato_cut,3.749999999999995,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1636,train,0,1,tomato_cut,3.749999999999995,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1637,train,0,1,tomato_cut,3.749999999999995,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1638,train,0,1,tomato_cut,3.749999999999995,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1639,train,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1640,train,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
1641,train,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.0,72.0,,tomato,0,1.0,30.0,,,
