tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,570097f43cec48a8_score,player_99bdfc1d_x,player_99bdfc1d_y,player_99bdfc1d_move_target,player_99bdfc1d_item,player_99bdfc1d_score,player_99bdfc1d_cut_speed,player_99bdfc1d_speed,player_efdec1c0_x,player_efdec1c0_y,player_efdec1c0_move_target,player_efdec1c0_item,player_efdec1c0_score,player_efdec1c0_cut_speed,player_efdec1c0_speed
2471,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2472,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2473,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2474,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2475,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2476,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2477,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2478,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2479,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2480,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2481,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2482,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2483,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2484,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2485,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2486,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2487,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2488,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2489,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2490,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2491,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2492,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2493,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.62500000000014,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2494,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,41.250000000000284,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2495,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,41.875000000000426,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2496,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,42.50000000000057,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2497,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,43.12500000000071,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2498,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,43.75000000000085,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2499,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,44.375000000000995,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2500,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.00000000000114,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2501,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.62500000000128,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2502,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,46.25000000000142,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2503,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,46.87500000000156,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2504,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,47.500000000001705,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2505,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,48.12500000000185,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2506,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,48.75000000000199,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2507,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,49.37500000000213,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2508,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.000000000002274,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2509,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.625000000002416,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2510,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,51.25000000000256,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2511,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,51.8750000000027,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2512,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,52.50000000000284,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2513,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,53.125000000002984,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2514,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,53.750000000003126,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2515,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,54.37500000000327,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2516,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,55.00000000000341,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2517,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,55.62500000000355,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2518,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.250000000003695,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2519,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.87500000000384,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2520,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,57.50000000000398,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2521,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,58.12500000000412,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2522,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,58.75000000000426,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2523,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,59.375000000004405,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2524,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,60.00000000000455,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2525,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,60.62500000000469,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2526,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,61.25000000000483,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2527,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,61.875000000004974,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2528,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,62.500000000005116,,tomato_cut,0,1.0,15.0,40.0,72.0,,,0,0.5,30.0
2529,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,63.12500000000526,,tomato_cut,0,1.0,15.0,40.0,73.25000000000028,,,0,0.5,30.0
2530,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,63.7500000000054,,tomato_cut,0,1.0,15.0,40.0,74.50000000000057,,,0,0.5,30.0
2531,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,64.37500000000512,,tomato_cut,0,1.0,15.0,40.0,75.75000000000085,,,0,0.5,30.0
2532,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,65.00000000000455,,tomato_cut,0,1.0,15.0,40.0,77.00000000000114,,,0,0.5,30.0
2533,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,65.62500000000398,,tomato_cut,0,1.0,15.0,40.0,78.25000000000142,,,0,0.5,30.0
2534,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,66.25000000000341,,tomato_cut,0,1.0,15.0,40.0,79.5000000000017,,,0,0.5,30.0
2535,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,66.87500000000284,,tomato_cut,0,1.0,15.0,40.0,80.75000000000199,,,0,0.5,30.0
2536,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,67.50000000000227,,tomato_cut,0,1.0,15.0,40.0,82.00000000000227,,,0,0.5,30.0
2537,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,68.1250000000017,,tomato_cut,0,1.0,15.0,40.0,83.25000000000256,,,0,0.5,30.0
2538,0,1,,0,2,,0,3,,1,0,None_cut,3.666666666666662,3,2,0,None_cut,3.916666666666677,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,68.75000000000114,,tomato_cut,0,1.0,15.0,40.0,84.50000000000284,,,0,0.5,30.0
