tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,570097f43cec48a8_score,player_99bdfc1d_x,player_99bdfc1d_y,player_99bdfc1d_move_target,player_99bdfc1d_item,player_99bdfc1d_score,player_99bdfc1d_cut_speed,player_99bdfc1d_speed,player_efdec1c0_x,player_efdec1c0_y,player_efdec1c0_move_target,player_efdec1c0_item,player_efdec1c0_score,player_efdec1c0_cut_speed,player_efdec1c0_speed
344,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99882435361924,63.96371870028557,,,0,1.0,15.0,72.0,77.75000000000995,,tomato,0,0.5,30.0
345,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99891661943236,63.33871870709598,,,0,1.0,15.0,72.0,79.00000000001023,,tomato,0,0.5,30.0
346,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99900888524549,62.71371871390639,,,0,1.0,15.0,72.0,80.25000000001052,,tomato,0,0.5,30.0
347,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99910115105861,62.0887187207168,,,0,1.0,15.0,72.0,81.5000000000108,,tomato,0,0.5,30.0
348,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99919341687173,61.46371872752721,,,0,1.0,15.0,72.0,82.75000000001108,,tomato,0,0.5,30.0
349,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99928568268486,60.83871873433762,,,0,1.0,15.0,72.0,84.00000000001137,,tomato,0,0.5,30.0
350,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99937794849798,60.21371874114803,,,0,1.0,15.0,72.0,85.25000000001165,,tomato,0,0.5,30.0
351,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9994702143111,59.58871874795844,,,0,1.0,15.0,72.0,86.50000000001194,,tomato,0,0.5,30.0
352,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99956248012423,58.96371875476885,,,0,1.0,15.0,72.0,87.75000000001222,,tomato,0,0.5,30.0
353,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99965474593735,58.33871876157926,,,0,1.0,15.0,71.15675848912588,88.65378202977104,,tomato,0,0.5,30.0
354,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99974701175019,57.71371876838967,,,0,1.0,15.0,70.27838191529867,89.54313831076979,,tomato,0,0.5,30.0
355,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9998392775626,57.08871877520008,,,0,1.0,15.0,69.40000534147146,90.43249459176855,,tomato,0,0.5,30.0
356,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99993154337501,56.46371878201049,,,0,1.0,15.0,68.52162876764424,91.3218508727673,,tomato,0,0.5,30.0
357,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99997185081575,55.838718784939694,,,0,1.0,15.0,67.64325219381703,92.21120715376605,,tomato,0,0.5,30.0
358,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99997296159016,55.21371878494097,,,0,1.0,15.0,66.76487561998982,93.10056343476481,,tomato,0,0.5,30.0
359,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99997407236457,54.58871878494225,,,0,1.0,15.0,65.88649904616261,93.98991971576356,,tomato,0,0.5,30.0
360,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99997518313897,53.96371878494353,,,0,1.0,15.0,65.0081224723354,94.87927599676232,,tomato,0,0.5,30.0
361,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99997629391338,53.33871878494481,,,0,1.0,15.0,64.12974589850832,95.76863227776107,,tomato,0,0.5,30.0
362,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99997740468778,52.71371878494609,,,0,1.0,15.0,63.25136932468189,96.65798855875983,,tomato,0,0.5,30.0
363,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99997851546219,52.08871878494737,,,0,1.0,15.0,62.37299275085539,97.54734483975858,,tomato,0,0.5,30.0
364,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9999796262366,51.46371878494865,,,0,1.0,15.0,61.49461617702889,98.43670112075733,,tomato,0,0.5,30.0
365,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.999980737011,50.838718784949926,,,0,1.0,15.0,60.61623960320239,99.32605740175609,,tomato,0,0.5,30.0
366,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9999818477854,50.213718784951205,,,0,1.0,15.0,59.73786302937589,100.21541368275541,,tomato,0,0.5,30.0
367,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99998295855981,49.58871878495248,,,0,1.0,15.0,58.85948645554939,101.10476996375509,,tomato,0,0.5,30.0
368,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99998406933422,48.96371878495376,,,0,1.0,15.0,57.98110988172289,101.99412624475478,,tomato,0,0.5,30.0
369,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99998518010862,48.33871878495504,,,0,1.0,15.0,57.102733307896386,102.88348252575446,,tomato,0,0.5,30.0
370,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99998629088303,47.71371878495632,,,0,1.0,15.0,56.224356734069886,103.77283880675415,,tomato,0,0.5,30.0
371,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99998740165744,47.0887187849576,,,0,1.0,15.0,55.33065587437923,102.97004275039035,,tomato,0,0.5,30.0
372,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99998851243184,46.46371878495888,,,0,1.0,15.0,54.43631650277757,102.09674034663637,,tomato,0,0.5,30.0
373,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99998962320625,45.83871878496016,,,0,1.0,15.0,53.54197713117591,101.22343794288145,,tomato,0,0.5,30.0
374,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999073398065,45.213718784961436,,,0,1.0,15.0,52.64763775957425,100.35013553912651,,tomato,0,0.5,30.0
375,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.999991844755,44.588718784962715,,,0,1.0,15.0,51.75329838797259,99.47683313537159,,tomato,0,0.5,30.0
376,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9999929555287,43.963718784963994,,,0,1.0,15.0,50.85895901637093,98.60353073161667,,tomato,0,0.5,30.0
377,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999406630239,43.33871878496527,,,0,1.0,15.0,49.96461964476927,97.73022832786174,,tomato,0,0.5,30.0
378,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999517707609,42.71371878496655,,,0,1.0,15.0,49.07028027316761,96.85692592410682,,tomato,0,0.5,30.0
379,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999628784978,42.08871878496783,,,0,1.0,15.0,48.17594090156595,95.9836235203519,,tomato,0,0.5,30.0
380,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999739862348,41.46371878496911,,,0,1.0,15.0,47.28160152996429,95.11032111659698,,tomato,0,0.5,30.0
381,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999850939717,40.83871878497039,,,0,1.0,15.0,46.38726215836263,94.23701871284204,,tomato,0,0.5,30.0
382,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999962017087,40.21371878497167,,,0,1.0,15.0,45.49292278676097,93.36371630908712,,tomato,0,0.5,30.0
383,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999966646533,39.58871878497157,,,0,1.0,15.0,44.59858341515931,92.4904139053322,,tomato,0,0.5,30.0
384,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999967983774,38.96371878497143,,,0,1.0,15.0,43.70424404355765,91.61711150157727,,tomato,0,0.5,30.0
385,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999969321016,38.338718784971284,,,0,1.0,15.0,42.80990467195599,90.74380909782235,,tomato,0,0.5,30.0
386,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999970658257,37.71371878497114,,,0,1.0,15.0,41.91556530035433,89.87050669406743,,tomato,0,0.5,30.0
387,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999971995499,37.088718784971,,,0,1.0,15.0,41.02122592875267,88.99720429031251,,tomato,0,0.5,30.0
388,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9999997333274,36.46371878497086,,,0,1.0,15.0,40.19720842790548,88.0937735856825,,tomato,0,0.5,30.0
389,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999974669981,35.838718784970716,,,0,1.0,15.0,40.181892440734686,86.84386742098903,,tomato,0,0.5,30.0
390,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999976007223,35.213718784970574,,,0,1.0,15.0,40.16657645356389,85.59396125629556,,tomato,0,0.5,30.0
391,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999977344464,34.58871878497043,,,0,1.0,15.0,40.1512604663931,84.34405509160209,,tomato,0,0.5,30.0
392,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999978681706,33.96371878497029,,,0,1.0,15.0,40.1359444792223,83.09414892690862,,tomato,0,0.5,30.0
393,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999980018947,33.33871878497015,,,0,1.0,15.0,40.12062849205151,81.84424276221515,,tomato,0,0.5,30.0
394,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999981356189,32.713718784970006,,,0,1.0,15.0,40.105312504880715,80.59433659752168,,tomato,0,0.5,30.0
395,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9999998269343,32.08871878496986,,,0,1.0,15.0,40.08999651770992,79.3444304328282,,tomato,0,0.5,30.0
396,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999984030671,31.46371878496972,,,0,1.0,15.0,40.074680530539126,78.09452426813473,,tomato,0,0.5,30.0
397,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999985367913,30.83871878496958,,,0,1.0,15.0,40.05936454336833,76.84461810344126,,tomato,0,0.5,30.0
398,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999986705154,30.213718784969437,,,0,1.0,15.0,40.04404855619754,75.59471193874779,,tomato,0,0.5,30.0
399,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999988042396,29.588718784969295,,,0,1.0,15.0,40.028732569026744,74.34480577405432,,tomato,0,0.5,30.0
400,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999989379637,28.963718784969153,,,0,1.0,15.0,40.0134165818558,73.09489960936085,,tomato,0,0.5,30.0
401,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999990716879,28.33871878496901,,,0,1.0,15.0,40.00233743931928,71.84496717458981,,tomato,0,0.5,30.0
402,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9999999205412,27.71371878496887,,,0,1.0,15.0,40.00215304012896,70.59496718819074,,tomato,0,0.5,30.0
403,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999993391361,27.088718784968727,,,0,1.0,15.0,40.00196864093864,69.34496720179166,,tomato,0,0.5,30.0
404,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999994728603,26.463718784968584,,,0,1.0,15.0,40.001784241748325,68.09496721539259,,tomato,0,0.5,30.0
405,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999996065844,25.838718784968442,,,0,1.0,15.0,40.00159984255801,66.84496722899351,,tomato,0,0.5,30.0
406,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999997403086,25.2137187849683,,,0,1.0,15.0,40.00141544336769,65.59496724259444,,tomato,0,0.5,30.0
407,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99999998740327,24.588718784968158,,,0,1.0,15.0,40.00123104417737,64.34496725619536,,tomato,0,0.5,30.0
408,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,,0,1.0,15.0,40.001046644987056,63.094967269796285,,tomato,0,0.5,30.0
409,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.00086224579674,61.84496728339721,,tomato,0,0.5,30.0
410,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.00067784660642,60.594967296998135,,tomato,0,0.5,30.0
411,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.000493447416105,59.34496731059906,,tomato,0,0.5,30.0
412,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.00030904822579,58.094967324199985,,tomato,0,0.5,30.0
413,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.00012464903547,56.84496733780091,,tomato,0,0.5,30.0
414,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.00002769588644,55.59496734487428,,tomato,0,0.5,30.0
415,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.000025475948426,54.344967344876125,,tomato,0,0.5,30.0
416,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.000023256010415,53.09496734487797,,tomato,0,0.5,30.0
417,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.000021036072404,51.84496734487982,,tomato,0,0.5,30.0
418,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.00001881613439,50.59496734488167,,tomato,0,0.5,30.0
419,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.00001659619638,49.344967344883514,,tomato,0,0.5,30.0
420,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.00001437625837,48.09496734488536,,tomato,0,0.5,30.0
421,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,24.0,,tomato,0,1.0,15.0,40.00001215632061,46.84496734488721,,tomato,0,0.5,30.0
